Produzione (kg),Prezzo (€/kg),Area Coltivata (ha),Tipo di Coltura,Numero di Lavoratori,Stagione di Raccolta,Tipo di Terreno,Regione,Metodo di Coltivazione,Successo Produzione Stagionale,Predict
4725.212062672895,1.9662549628628927,101.41284803587155,0.0,26.0,4.0,Boschivo,Centro,Tradizionale,False,1920.5086794799195
4142.46410242094,2.4428940650430393,79.37911091021843,0.0,24.0,5.0,Boschivo,Centro,Tradizionale,False,1680.7993742414417
5417.374452068121,2.262444167490722,54.422215144981934,2.0,34.0,7.0,Agricolo,Nord,Biologico,True,2183.876445370743
4253.6488389777305,0.7890360345883735,85.17177399025289,5.0,29.0,5.0,Boschivo,,Tradizionale,,1728.5110677881682
6902.336771574915,0.6167688202409982,74.14632800129141,3.0,24.0,7.0,Montano,Centro,Biologico,True,3478.2426497357187
5988.241893768354,0.4471856297010013,125.86060957103838,3.0,28.0,7.0,Agricolo,Nord,Biologico,True,2433.954940378653
5774.363585111515,3.71907645133569,142.06875726537828,6.0,31.0,6.0,,Centro,Biologico,True,2354.16606122422
4235.867024167167,2.260154984000986,74.84805229414857,4.0,40.0,5.0,Agricolo,Sud,Biologico,False,1718.0012253551115
2302.8465413032495,2.33299484254416,145.23944961120276,2.0,29.0,6.0,Agricolo,Centro,,False,965.3104514046606
6678.659670045155,1.3745879133536016,62.46385619590264,3.0,24.0,4.0,Montano,Centro,Biologico,True,2691.103024876833
3809.0966980139597,,105.81857627016986,5.0,,10.0,Montano,Nord,Biologico,False,
6684.449729639348,1.3343471252428878,142.4987409653706,3.0,,5.0,Boschivo,Centro,Biologico,True,2717.429514145351
4931.282069443562,3.1504537105860884,70.89046097050401,5.0,32.0,4.0,Boschivo,Sud,Biologico,False,1995.2799660685762
4556.025698300032,0.7701076524450284,96.32970098924156,2.0,41.0,8.0,Montano,Centro,Biologico,False,1851.9091896167852
3868.0112512421692,,68.55900333924815,2.0,30.0,8.0,Boschivo,Nord,Biologico,False,
4853.116335550239,2.1334220829150947,143.29738759175444,5.0,33.0,5.0,Agricolo,Nord,Tradizionale,False,3478.2426497357187
3702.9826743010276,4.577593332027502,125.31217880397202,8.0,35.0,,Agricolo,Nord,Biologico,False,1521.1867233616028
,1.0927179062582653,86.4853922718434,5.0,38.0,11.0,Agricolo,Centro,Tradizionale,True,2786.55577212417
4845.440694475989,4.601328586444727,108.5293545717939,1.0,30.0,8.0,Agricolo,Sud,Biologico,False,1971.035084161934
4958.625664714586,0.8612021863978397,114.15903138964079,3.0,28.0,5.0,Boschivo,Nord,Biologico,False,2018.5979753027268
5613.581053075414,2.232177753948823,74.23245198885343,1.0,19.0,7.0,Agricolo,Centro,Biologico,True,2268.002156826822
5027.684700788471,4.7557247125307365,61.304253380620594,3.0,24.0,5.0,Boschivo,,Biologico,False,2030.3651563295746
7449.258978837715,2.9576544091242347,83.74399676656958,0.0,33.0,2.0,Agricolo,Sud,Biologico,True,3004.826790565057
6402.644461874368,1.8986973366184907,78.55024767746006,1.0,27.0,6.0,Boschivo,Sud,Tradizionale,True,2584.9228590529856
3794.457859889004,0.5808300298767766,92.96167926180833,1.0,32.0,5.0,Boschivo,Nord,Tradizionale,False,1545.9716477341442
6759.360649403145,3.441982715881067,118.67571328901391,0.0,38.0,5.0,Agricolo,Centro,Biologico,True,2739.3469737479622
1470.13108518734,4.638576924226442,61.47412400108011,1.0,27.0,7.0,Agricolo,Nord,Biologico,False,606.79467127526
4908.614185714241,1.6907115618108193,98.54333426768588,5.0,30.0,6.0,Agricolo,Nord,Tradizionale,False,1994.5086745660021
,2.274885187088569,93.54961357731052,4.0,24.0,8.0,Agricolo,,Biologico,False,1968.275648462994
5772.460374163889,4.7341613225235255,97.41342484605194,4.0,28.0,5.0,Boschivo,Sud,,True,2339.4081771193714
4184.774196290963,0.669958557431618,100.66131603733383,4.0,30.0,9.0,Boschivo,Centro,Biologico,False,1705.3080733275856
,1.755207695152754,164.80109001922938,2.0,21.0,4.0,Boschivo,Nord,Biologico,False,1726.2675611203672
6346.620141816552,1.6663327119993525,91.32831191156617,2.0,23.0,2.0,Agricolo,Centro,Tradizionale,True,2566.6465503000904
4659.343740160673,0.9982720041476512,103.00398186062785,5.0,36.0,9.0,Agricolo,Nord,Tradizionale,False,
3012.581408364208,2.966122831748759,103.53690958801411,4.0,28.0,7.0,Agricolo,Sud,Tradizionale,False,1237.2936362220876
4392.644427193631,2.18208716320299,136.70473685237937,2.0,38.0,6.0,Agricolo,Nord,Tradizionale,False,1798.669191933166
2538.8184216929635,3.1474485414098345,105.18320405022054,2.0,27.0,7.0,Montano,Sud,Biologico,False,1047.6823298922516
4820.605355665993,2.274057563640385,89.92851528070123,3.0,22.0,7.0,Agricolo,Nord,Tradizionale,False,1956.1206968506076
7002.176397948171,3.1299759632265345,102.89886133034179,1.0,23.0,10.908506055947074,Boschivo,Sud,Tradizionale,True,2832.0402175783715
2939.0162460232627,3.2790790032352506,77.986354871942,4.0,38.0,7.0,Agricolo,Nord,Biologico,False,1200.202404870888
6974.365891430749,4.998968317838452,92.46548450184328,3.0,25.0,7.0,Agricolo,Centro,Biologico,True,2818.3860019228528
4622.937770179301,4.549249593444507,95.56092702737702,1.0,48.33457708975222,10.0,Agricolo,Centro,Biologico,False,1878.1433861799335
6471.979714637059,,106.1871074180411,3.0,,6.0,Agricolo,Centro,,True,2621.548018080236
6797.259048407137,3.2361630329437467,123.62667712714475,,34.0,6.0,Agricolo,Nord,Biologico,True,2756.8916225009984
5647.819750302424,0.18474438321996356,103.69723128025215,3.0,28.0,10.0,Agricolo,Centro,Biologico,True,2291.1370695050455
6039.544932800221,2.344018078856695,61.79176303550123,1.0,32.0,3.0,Boschivo,Centro,Biologico,True,2434.655502030739
4976.754553499256,3.7519956847315146,112.88354965403823,5.0,37.0,6.0,Boschivo,Sud,Biologico,False,2026.066886295914
5455.993101273308,2.5906046624232273,84.72149646030286,3.0,27.0,3.0,Montano,Centro,Tradizionale,True,2208.7136894474143
5344.232879336435,2.888768942503706,72.31848230129886,5.0,32.0,6.0,Agricolo,Nord,Tradizionale,True,2160.888696424964
6170.281257018801,2.6889569958791135,62.31263286136425,5.0,25.0,5.0,Boschivo,Nord,Tradizionale,True,2488.3062926659295
5364.621592188056,2.545161382260816,51.64594904771443,3.0,28.0,4.0,Agricolo,Sud,Tradizionale,True,2162.2424215895367
4961.911329846576,4.671981376279494,83.91646967566099,1.0,32.0,4.0,Agricolo,Sud,Biologico,False,2010.239472841329
3668.1910350944263,1.8773832497555465,98.05654698467762,1.0,26.0,4.0,Boschivo,Centro,Biologico,False,1496.9933781331738
5525.249998456213,0.04984632939769529,128.49357249763108,1.0,34.0,4.0,Montano,Sud,Biologico,True,2248.9480711317747
5195.434512673465,0.8735115162027474,108.95053270698867,3.0,26.0,5.0,Montano,Centro,Biologico,True,3478.2426497357187
4097.234256056931,2.7950811720923707,77.68755213161333,2.0,38.0,8.0,Boschivo,Centro,Tradizionale,False,1662.7999680622565
3722.724167127205,0.6142444505606098,118.61474414681346,2.0,28.0,6.0,Agricolo,Nord,Biologico,False,1525.2740900949261
5231.940806656339,1.1799894289132147,89.80529165758614,2.0,35.0,10.0,Agricolo,Centro,Tradizionale,True,2120.3179101598116
5584.541733818847,4.551723071301762,106.89766730142543,7.0,32.0,5.0,Montano,Centro,Biologico,True,2267.9859937179667
4645.760671152328,3.076310218269488,95.87055415646367,1.0,41.0,7.0,Agricolo,Centro,Biologico,False,1887.3654347078702
5495.048223856822,0.8684696252572838,87.58169300465482,7.0,24.0,9.0,Montano,Centro,Biologico,True,2226.3937974441255
4495.072770524415,4.48409660876554,120.1159932557663,3.0,37.0,8.0,Montano,Sud,Biologico,False,1834.9639061864962
7734.11023273037,4.48409660876554,103.91949901939793,5.0,35.0,5.0,Boschivo,Nord,Biologico,True,
4855.599518091718,1.6605593041563982,130.8425669551645,0.0,22.0,3.0,Boschivo,Sud,Biologico,False,1981.4925773232367
5042.377717584403,0.21183508311439225,113.19207018239277,6.0,29.0,11.0,Boschivo,Sud,Biologico,,2052.7087080884794
7074.271931914149,3.823270859454741,110.43790152062603,3.0,34.0,9.0,Montano,Centro,Biologico,True,2863.7401432218476
3932.9438527439343,4.792400495044028,83.78916139197348,1.0,32.0,9.0,Montano,Sud,Biologico,False,1598.6142895151659
4457.930955047362,4.984090604702814,75.75493698682378,0.0,29.0,1.0,Montano,Centro,Biologico,False,1805.8988631149919
6042.257544371787,4.1640614505842635,104.8514102473166,1.0,28.0,8.0,Montano,Centro,Biologico,True,2448.65844082291
4601.537819249065,1.0215824057221345,118.94617146273336,4.0,33.0,2.0,Boschivo,Centro,Biologico,False,1877.4989791384462
1355.1546661962357,1.1399403762820453,,2.0,25.0,3.0,Agricolo,Nord,Biologico,False,572.2868032703666
3139.3957060833336,1.8551656346976453,,2.0,21.0,9.0,Boschivo,Centro,Tradizionale,False,1294.8504640694312
5424.018588139144,0.07949738160175412,,3.0,41.0,4.0,Agricolo,,Biologico,True,2212.5639373586487
8215.80231871181,1.45608706586568,130.6959896885097,3.0,29.0,10.0,Agricolo,Centro,Biologico,False,1864.980753182278
5637.649765168944,0.5104846009473629,101.6593405298789,3.0,28.0,5.0,Agricolo,Nord,Biologico,True,
,3.4441706799777556,92.40231661248383,,31.0,2.0,Boschivo,Centro,Biologico,True,2506.993345180198
4162.457314527859,4.537746408173172,97.03248384051251,2.0,28.0,3.0,Agricolo,Sud,Biologico,False,1694.6926709632974
4514.150268891141,4.48409660876554,150.22856916647274,5.0,36.0,5.0,Montano,,Tradizionale,False,1852.2286783063985
4243.748977700502,3.6716025516360427,81.54980629148581,3.0,,8.0,Boschivo,Nord,Biologico,False,1722.8645329676467
7251.841926500116,3.4176005086425136,88.41622707106126,3.0,24.0,11.0,Agricolo,Nord,Biologico,True,2928.161638721365
6189.3960111667675,2.496180863477564,62.212580773389135,4.0,22.0,7.0,Agricolo,Sud,Biologico,True,2495.622178698724
5628.2801272441575,2.385683199459718,69.88990745943018,3.0,24.0,5.0,,Sud,,True,2273.179023135492
6873.76849990863,,99.07830649110372,1.0,28.0,,Boschivo,Nord,Biologico,True,2779.5308919107833
3258.0534900513494,4.48409660876554,125.83282127215767,4.0,24.0,7.0,Agricolo,Sud,Biologico,False,1342.1712424021873
5808.852785874871,3.30090111317666,14.515747323056232,5.0,36.0,6.0,Boschivo,Centro,,True,2329.3958385468654
3189.1014298736754,1.1403095637517606,66.60312710601413,1.0,24.0,7.0,Agricolo,Centro,Biologico,,1295.9215100812746
3856.2400599103294,0.774974444645018,111.69875724177746,6.0,26.0,,Boschivo,Sud,Biologico,False,1577.8056511366651
5748.796579647071,1.067564273949363,,4.660423276871811,34.0,2.0,Agricolo,Nord,Tradizionale,True,2334.401040629652
8215.80231871181,0.8193738511993942,110.04452742748536,3.0,31.0,4.0,Boschivo,Centro,Biologico,,2621.819764001487
3076.0063774250275,3.636154646180577,123.21208671809012,3.0,33.0,10.0,Montano,Centro,Biologico,False,1268.2661769854383
4068.21932442932,4.463029475746975,74.07610727336892,0.0,26.0,5.0,Agricolo,Nord,Biologico,False,1649.5105619537387
4780.008702946604,3.220538483849813,121.99673322984545,4.0,34.0,10.0,Montano,Sud,Biologico,False,
4269.822933566465,4.545516639305584,117.61395788214494,3.0,24.0,4.0,Agricolo,Centro,Biologico,False,1744.1133607912295
3633.1023879754975,1.461031880212205,91.91086239820308,2.0,20.0,7.0,Boschivo,Centro,,False,
4065.557995573286,4.511859965123893,107.42024233202568,4.0,20.0,3.0,Agricolo,Nord,Tradizionale,False,1659.6492709289223
4943.228328810844,1.9605892140570358,176.15362612665325,1.0,16.0,5.0,Agricolo,Centro,Biologico,False,2008.5670905807776
6045.467926610733,3.638724992844544,51.57464753239995,1.0,,6.0,Agricolo,Nord,Biologico,True,2433.959564904014
6097.378728092908,4.5711273351265485,133.58496944948365,1.0,28.0,6.0,Boschivo,Sud,Biologico,True,2479.3269820720084
3177.219532647823,0.3764814014875212,119.46071653125509,9.0,,5.0,Agricolo,Centro,Biologico,False,1309.4260280185058
5761.218111373647,,84.81089897949948,,26.0,4.0,Montano,Centro,Biologico,True,2331.730514243309
3974.3118665834854,2.5342543963279773,75.10043710292335,0.0,35.0,5.0,Agricolo,Centro,Biologico,False,1612.2548777642712
4240.891539195607,1.5955413039490651,117.98943728863983,,25.0,3.0,Agricolo,Sud,Biologico,False,1732.3534468648347
3222.1288416866505,1.857206897340361,72.52771271269815,1.0,45.0,8.0,Agricolo,Centro,Biologico,False,1310.9098504884698
3506.836104414021,0.19132537132824146,119.02351136209509,7.0,,5.0,Boschivo,Nord,Tradizionale,False,1440.541495174237
5967.833747352802,0.05918551646180936,128.2201977288393,6.0,29.0,6.0,Montano,Sud,Biologico,,2427.3995582597727
5846.811084603607,1.0241609917597427,91.60282271981767,2.0,31.0,5.0,Agricolo,Nord,Biologico,True,2366.8052806573883
3121.650590627274,4.226189000830983,106.67610128669182,3.0,28.0,4.0,Boschivo,Centro,Tradizionale,False,1281.5630666369175
6641.513424898108,,78.36401129563356,6.0,27.0,5.0,Agricolo,Sud,Biologico,True,3478.2426497357187
5209.689105728068,2.157518082213838,102.42621687920006,5.0,36.0,5.0,Boschivo,Centro,Biologico,True,
5333.812663888406,3.0078838471698344,109.67416015955433,2.0,,9.0,Agricolo,Nord,Biologico,True,2167.0273136032283
5089.708481080179,2.625565306534054,115.85926297151761,1.0,37.0,7.0,Agricolo,Nord,Tradizionale,True,2070.941171323527
4657.171110506269,1.0047535651725958,130.6007650012844,2.0,36.0,5.0,Agricolo,Nord,Tradizionale,,1902.648673702893
3708.296516865712,0.7965874184161281,156.69047164656183,0.0,34.0,4.0,Boschivo,Nord,Tradizionale,False,3478.2426497357187
5410.361264190971,4.352624124524457,114.2398439214337,1.0,34.0,6.0,Montano,Nord,Biologico,True,2198.716458852819
6333.427834787345,0.28921536874657705,73.96139899919831,2.0,37.0,3.0,Montano,Sud,Biologico,True,2556.1595536146974
6537.826438640363,3.0938934729922307,122.28668686446427,5.0,33.0,6.0,Montano,Centro,Tradizionale,True,2653.316581515485
2785.6130015647964,1.7533303633849517,105.21221788201152,5.0,28.0,9.0,Agricolo,Sud,Biologico,False,1147.308865990522
6035.415956431669,4.784802432598802,86.25250474012667,1.0,27.0,4.0,Agricolo,Centro,Biologico,True,2440.342133994706
5332.532926996693,1.593821543092722,74.88400203595849,8.0,32.0,5.0,Agricolo,Centro,Biologico,True,2157.878371409465
495.6904386628448,4.203150419648058,117.21929867406469,6.0,26.0,4.0,Boschivo,Centro,Tradizionale,False,235.24196506735737
5380.757750828598,0.6527610707482134,77.18694789555035,1.0,26.0,6.0,Agricolo,Centro,Biologico,True,2175.7591847001045
6216.8582344545775,3.922512264081068,64.3955120982103,2.0,31.0,5.0,Agricolo,Sud,Biologico,True,2506.661947411294
4240.955362263068,0.03603082344178554,,3.0,32.0,8.0,Montano,Sud,,False,1722.1620403043835
5313.911645866365,4.117634661916686,118.1439240245794,3.0,34.0,5.0,Montano,Sud,,True,2161.90783555392
3398.042361965897,3.902865481426896,97.99535831995514,3.0,20.0,7.0,Boschivo,Centro,Tradizionale,False,1389.5155522823457
4811.376851866541,4.651171367273964,130.14015412164989,0.0,21.0,7.0,Boschivo,Sud,Biologico,False,1963.5927869831116
6916.069223409324,0.2279468103202409,96.67645183394652,3.0,25.0,6.0,Agricolo,Sud,Tradizionale,True,2796.3306249139137
4814.955619008112,1.880148167258901,118.12242362988938,3.0,24.0,6.0,Agricolo,Centro,Biologico,False,1962.318974692212
6875.153925538699,,123.55523341790587,3.0,32.0,11.0,,Nord,Tradizionale,True,2788.0281402408514
2200.838758158414,2.779498167996388,114.21832272649479,2.0,37.0,9.0,Boschivo,Nord,Tradizionale,False,915.2010000813141
3748.648732315207,4.522710568834064,119.96195012353577,7.0,36.0,8.0,Agricolo,Centro,Biologico,False,1537.5480779631437
,4.820429593103267,116.79680101733479,4.0,30.0,7.0,Agricolo,Centro,Biologico,True,2129.8878434265757
4086.0620351154935,4.564302683562357,119.26609569906867,3.0,38.0,6.0,Agricolo,Centro,Biologico,False,1671.1046427559181
4058.474046007965,3.991155486367044,51.02311729822751,2.0,33.0,6.0,Agricolo,Centro,Biologico,False,1639.2965535926544
,4.749718012780149,118.18060397709894,5.0,,,,Nord,Biologico,True,2870.6955251516206
4490.882991846601,2.8255317451242243,94.6577943712487,3.0,25.0,4.0,Agricolo,Sud,,False,1825.6505350500152
7129.077045124583,3.9174832069632695,101.71713812606532,1.0,33.0,8.0,Agricolo,Nord,Biologico,True,2882.445959487653
6229.223499907292,0.7977764970153767,80.66336058628227,1.0,28.0,6.0,Boschivo,Nord,Tradizionale,True,2516.1884081388016
2992.0204482696463,1.050393916511414,118.30025544465,3.0,,5.0,Agricolo,Nord,Tradizionale,False,3478.2426497357187
,2.6837792099701536,176.15362612665325,3.0,32.0,2.0,Montano,Centro,Biologico,True,2978.987300415309
4106.347847841658,2.1830358207397667,89.53628685989483,2.0,30.0,8.0,Agricolo,Sud,Biologico,False,3478.2426497357187
4681.135469120973,3.1566662991744683,95.46605232706541,4.0,35.0,8.0,Montano,Nord,Biologico,False,
4083.3114117892815,1.0334901063596673,114.03690470364896,2.0,27.0,4.0,Agricolo,Centro,Tradizionale,False,1668.1356361268074
2348.040645635547,4.47920796938339,81.87688952651146,,37.0,,Montano,Centro,Biologico,False,
2708.21014089473,,75.96772921580816,2.0,31.0,7.0,Boschivo,Nord,Biologico,False,1106.6743751226345
4359.39222616863,1.6202087064697084,129.4781481677874,7.0,34.0,8.0,Agricolo,Centro,Biologico,False,
5497.342759162974,0.6173723379131263,87.16732025958893,1.0,32.0,4.0,Agricolo,Nord,Tradizionale,True,2225.3872997430667
4194.619920578373,0.22547174591239616,84.52598547667785,6.0,22.0,5.0,Agricolo,Sud,Biologico,False,1705.0057638743526
6174.00419581073,2.77145556450509,99.61821607626544,4.0,22.0,8.0,Boschivo,Centro,Biologico,True,2500.687143147172
8215.80231871181,3.657192992227368,79.9860540148223,3.0,26.0,5.0,Boschivo,Centro,Tradizionale,False,1951.9342601062913
2826.8689440533603,1.7374025942679077,93.91283367332771,3.0,38.0,5.0,Agricolo,Sud,Biologico,False,1159.8214277233426
8077.420067667076,0.753638140879766,100.86083422340529,4.0,24.0,4.0,Boschivo,Sud,Biologico,True,3262.426277333852
4771.7292849088235,4.814266856657111,96.2262196681766,3.0,22.0,12.0,Agricolo,Centro,Biologico,False,1938.4595798639825
2300.5063019369895,4.8637228679624,112.56063882099664,3.0,34.0,6.0,Boschivo,Sud,Biologico,False,954.8707124210948
4581.035096187158,,153.0894464982585,3.0,40.0,2.0,Agricolo,Centro,Biologico,False,
5327.64405900126,0.16556206310408772,92.17145963316877,5.0,27.0,4.0,Agricolo,Nord,Biologico,True,2160.2090614904546
5632.243177047445,2.984542972858841,146.4876101912224,5.0,34.0,9.0,Agricolo,Sud,Biologico,True,2298.3435538763447
6111.406050478513,3.8462359651166182,103.8425310646479,1.0,24.0,3.0,Agricolo,Centro,Biologico,True,2476.0151795108
5698.936991946359,0.6445860167277506,128.99529905060103,4.0,29.0,9.0,Boschivo,Centro,Tradizionale,True,2319.473386493724
5343.900346972074,4.5842526677561555,58.05552517338492,1.0,33.0,9.0,Boschivo,,Biologico,True,2155.276796340845
2959.071433235191,1.4806273866823534,72.2472816491103,2.0,43.0,3.0,Montano,Centro,Biologico,False,1205.9027577888094
4915.4577641951155,0.14989297496647236,66.03547237797775,2.0,36.0,3.0,Montano,Centro,Biologico,False,1986.5937473914396
4326.744053085064,3.318457460184838,88.55227338960582,2.0,48.33457708975222,5.0,Montano,Sud,Biologico,False,1757.8633032509072
,3.514789653153902,97.25541906889977,2.0,26.0,7.0,Agricolo,Centro,,False,1903.3749775058177
4415.810303405013,0.0863328315562889,123.6279217364799,3.0,20.0,5.0,Montano,Centro,Biologico,False,1804.3124978829492
2722.038191081829,4.477465476119878,79.78258874009295,3.0,19.0,8.0,Agricolo,Centro,Biologico,False,1113.6500530547596
6932.5434758020965,1.6420214171336223,106.82316087261115,3.0,27.0,4.0,Agricolo,Sud,Biologico,True,2805.964338582622
2986.04728147314,,78.70919199366571,4.0,22.0,5.0,Agricolo,Centro,Biologico,False,1219.2316701873558
3748.162000048717,3.919113672035976,82.35726914653901,5.0,33.0,4.0,Agricolo,Sud,Biologico,,1525.4719807634485
4478.797866993706,4.301765614548856,105.9173971489906,0.0,41.0,10.0,Agricolo,Centro,Biologico,False,1823.2943659421794
5594.444708613155,3.092593378448134,96.52896720505126,4.660423276871811,38.0,9.0,Montano,Nord,Biologico,True,2267.336573606777
5469.101276730065,2.8805209096552704,115.94575595115371,2.0,37.0,10.0,Agricolo,Centro,Tradizionale,True,2223.024237477372
4965.839272335014,1.9465868884720805,58.85194467689352,6.0,23.0,7.0,Boschivo,Nord,Biologico,False,2005.7912923370739
5649.695448183518,3.0737235193494294,148.21981856234262,3.0,20.0,9.0,Boschivo,Centro,Biologico,True,2305.2441248421105
6665.872664845005,2.8119550694838336,131.65614546173668,3.0,24.0,10.908506055947074,Agricolo,Sud,Biologico,True,2706.7459095765234
4631.586103665518,0.12824065775594473,121.8735284648602,7.0,29.0,11.0,Agricolo,Nord,Tradizionale,False,1891.2965000056652
6563.997699646025,4.307101283291147,97.9948671600814,3.0,31.0,3.0,Boschivo,Nord,Tradizionale,True,2655.897540006434
6979.149285417079,3.3448874391208463,71.05010696915457,1.0,24.0,,Boschivo,Sud,Biologico,True,2813.274746257578
4652.485030098095,4.172707238968691,133.54379119182295,6.0,34.0,3.0,Agricolo,Sud,Biologico,False,1902.857149396785
3464.954589094371,3.809643487360073,79.38368603411607,2.0,25.0,7.0,Boschivo,,Biologico,False,1410.3969414479832
2513.7444168826746,2.7106437639297565,,,32.0,,Montano,Nord,Biologico,,1037.7215059060857
,0.9844593514166455,153.95655716904128,4.660423276871811,25.0,5.0,Boschivo,Centro,Tradizionale,False,981.929529156962
5072.096737622886,2.053993395442753,160.81479358509796,,37.0,4.0,Agricolo,,Biologico,True,2077.983133124684
6854.15660431226,0.7528825177775128,63.266845601708404,2.0,17.0,,Boschivo,Centro,Biologico,True,2761.2426954054167
5367.518896173406,4.478451760008598,110.11426635978262,,28.0,9.0,Agricolo,Nord,,True,2181.541838377297
,1.7333496942179423,117.5298169756187,2.0,25.0,6.0,Agricolo,Centro,Biologico,False,1472.5985797341068
7069.063426267789,1.7927824749381893,110.98527638662331,2.0,20.0,5.0,Boschivo,Sud,Tradizionale,True,2861.5209534231026
5224.532338742252,,98.21350222022313,5.0,29.0,3.0,Agricolo,Nord,Tradizionale,True,2120.776986162968
,1.9361394833660717,74.691083790343,3.0,25.0,9.0,Boschivo,Centro,Tradizionale,False,815.9894470212431
3151.610563615257,3.7387139881896343,105.51305173559112,2.0,31.0,5.0,Agricolo,Centro,Tradizionale,,1292.8981409667801
5948.248888550137,2.882783330560673,87.01049320820754,2.0,35.0,8.0,Boschivo,Centro,Biologico,True,2406.0027033825168
3459.6923803143245,0.5104056009394686,113.98293083200149,2.0,32.0,7.0,Boschivo,Centro,Biologico,False,1418.6718313753304
6661.22494292586,2.514825836549863,135.49680744553615,5.0,29.0,2.0,Montano,Nord,Biologico,True,2706.639019404005
5987.9203674552955,1.926098044802977,60.97767772763072,2.0,31.0,8.0,Montano,Centro,Biologico,True,3478.2426497357187
1760.7298676833602,2.1026518211527168,157.13555305845227,,23.0,8.0,Montano,Centro,Biologico,False,
3556.6588109459603,2.9359043717734252,129.76754349086582,4.0,25.0,8.0,Agricolo,Sud,Tradizionale,False,1462.793787425644
4051.7567775783555,3.5249440561423038,176.15362612665325,3.0,25.0,6.0,Montano,Centro,Tradizionale,False,1653.535875567882
5132.484911141394,1.3576605407162905,140.40369787518168,2.0,30.0,5.0,Agricolo,Centro,Tradizionale,True,2095.715073819112
5602.178392626113,4.882756668438347,160.8060387339816,4.0,38.0,5.0,Agricolo,Sud,,True,2290.3131686706397
3193.6934678889224,4.8373661407033755,,5.0,38.0,8.0,Agricolo,Centro,Biologico,False,1313.4656009072862
7543.763982954796,1.437918517921264,117.56639530809225,4.0,30.0,7.0,Agricolo,Nord,Biologico,True,
4975.02758012731,0.4524400530942707,109.48245887136834,4.0,38.0,5.0,Boschivo,Centro,Biologico,False,2024.0557697123347
4277.98305045823,0.15174184748272312,115.14559645886342,4.0,31.0,10.0,Agricolo,Centro,Tradizionale,False,1746.936899120951
6540.365964433712,4.330487889766994,92.89173866254264,4.0,22.0,5.0,Agricolo,Sud,Biologico,True,2645.213907372248
5140.661807168727,3.6204801636288297,68.2335669474614,3.0,31.0,4.0,Agricolo,,Biologico,True,2077.6347929517297
6458.993045364766,0.17258112900041644,117.78828655903523,4.0,30.0,9.0,,Nord,Tradizionale,True,2620.1337041136167
5064.920340089789,3.1576431107134266,105.42904475958791,4.0,28.0,4.0,,Sud,Biologico,True,2058.7968494637917
7202.131053400138,4.947172964053968,,4.0,32.0,4.0,Agricolo,Nord,Biologico,True,2907.275650783909
4565.579825972672,0.781218463824388,67.6826578265626,3.0,30.0,9.0,Agricolo,Centro,Tradizionale,False,1847.4367277370377
7102.257506735921,3.2474673247814954,107.17531216818368,3.0,24.0,7.0,Agricolo,Sud,Biologico,,2873.955596344824
2999.8480415700087,4.293693836228186,,1.0,22.0,8.0,Boschivo,Centro,Biologico,False,1226.9886764555529
5382.560653295065,0.25841865168676537,142.03977305460023,3.0,43.0,6.0,Montano,Sud,Tradizionale,True,2196.5361932344063
3193.2989794533105,0.25226839705490667,131.09551834523185,4.0,33.0,2.0,Agricolo,Sud,Biologico,False,1317.848247284894
5030.573618706586,2.6697193382767597,100.85765077106312,5.0,41.0,6.0,Agricolo,Nord,Biologico,False,2043.9867427139534
810.4331285540575,0.9158833404793082,131.17385111261984,1.0,27.0,6.0,Agricolo,Sud,Biologico,False,363.825406755409
7361.022619768115,4.48409660876554,99.08797566836954,1.0,32.0,2.0,Agricolo,Nord,Tradizionale,True,2974.4354406077573
3355.950020743679,,90.21183289886699,1.0,40.0,3.0,Boschivo,Centro,Biologico,False,1369.7435581671318
8534.87508404567,1.773319861207746,95.66217085703308,1.0,36.0,7.0,Montano,Sud,Tradizionale,True,3442.948684875378
5498.4738419975965,3.969184906780465,176.15362612665325,4.0,32.0,6.0,Montano,Nord,Biologico,True,2227.681351337702
6081.592420717918,1.3198172249104752,0.0,5.0,,9.0,Agricolo,Centro,Tradizionale,True,2434.1369682871673
7052.972696351806,0.9735557209887341,112.81358731095233,1.0,32.0,7.0,Montano,Centro,Biologico,True,2855.3331547340085
2767.1351215098457,4.48409660876554,76.68960808431967,1.0,40.0,4.0,Agricolo,Sud,Biologico,False,1130.1609310292342
,1.4707781388759633,78.37916666468384,7.0,37.0,0.0,Boschivo,Centro,Biologico,True,2802.014606099816
4546.111726712526,4.856009143785277,72.8796049294495,3.0,,6.0,Agricolo,Sud,Tradizionale,False,1841.2085721638457
522.2271144191473,3.967314575115741,94.20749986062641,2.0,33.0,4.0,Agricolo,Nord,Biologico,False,
1149.9762840628127,2.6211474872510196,108.85840469610584,4.660423276871811,25.0,3.0,Boschivo,Centro,Tradizionale,False,494.4480350339569
5345.480781342396,0.15191257580735473,88.92848430259865,3.0,35.0,6.0,Montano,Centro,Biologico,True,2165.7708578277384
6108.921427309068,1.7683075353850541,82.87053899956129,4.0,36.0,6.0,Boschivo,Nord,Tradizionale,True,2469.6297326234953
6165.118376298434,1.2183052897947877,131.41358458176848,4.0,40.0,5.0,Montano,Centro,Biologico,True,2506.671425893904
6761.706045664188,0.6187221310433882,68.23406940163225,2.0,26.0,7.0,Agricolo,Centro,Tradizionale,True,2725.7526390861653
