Vendite Giornalieri (unità),Prezzo Medio (€/unità),Visite Sito Web,Categoria Prodotto,Numero di Recensioni,Tempi di Consegna (giorni),Tipo di Prodotto,Metodo di Pagamento,Sconto Applicato,Transazione Rimborsata,Predict
306.54967967268425,460.0687281373487,1449.26612482276,1.0,31.0,1.0,Elettronica,Carta di Credito,No,,297.49545827754673
279.40267131286134,479.8825238260038,2690.6835582413482,3.0,33.0,1.0,Casa,Bonifico,Sì,True,290.26609280423185
209.47593360175404,488.4693946533161,2914.6279043250797,3.0,35.0,3.0,Elettronica,PayPal,Sì,True,258.2787851968718
334.9578995848502,391.17632029152094,1818.9621440158694,4.0,28.0,1.0,Elettronica,Bonifico,No,True,290.4318458798814
,339.7558757089726,1501.6783197890188,3.0,30.0,,Elettronica,PayPal,,True,226.5267819682013
180.73592710727667,239.47487507911805,2216.0924926617813,4.0,38.0,2.0,Alimentari,Carta di Credito,No,False,169.81042607737373
307.3340185159965,338.17751894253644,2780.1636205839286,0.0,17.0,5.835463926166286,Abbigliamento,Contrassegno,No,True,258.52026494075915
178.30859992407207,143.5316646053243,2513.5588623400613,1.0,30.0,3.0,Elettronica,PayPal,Sì,False,138.21379934363333
287.44363904626704,383.1211040765334,2220.2207367492883,4.0,35.0,1.0,Elettronica,,Sì,True,265.65815074609355
250.64512147026926,40.324796777793715,1930.9601303367924,3.0,21.0,2.0,Elettronica,Carta di Credito,No,False,141.61999976847272
265.09853684299816,,2191.4730709913274,0.0,29.0,5.0,Casa,Carta di Credito,No,True,219.32315509405487
315.38502687178953,87.45027061987274,2216.367180291147,1.0,54.115687750662545,1.0,Alimentari,Carta di Credito,Sì,False,190.3275946218566
233.15802276594832,464.90987134200725,2000.4871635210204,2.0,31.0,6.0,Elettronica,Carta di Credito,No,True,262.25197278557636
247.33893550613217,328.388595314161,536.573680572402,1.0,36.0,1.0,,PayPal,Sì,True,229.3860463473144
233.9707443605978,435.2778609132911,1340.574971248698,2.0,23.0,3.0,Abbigliamento,Contrassegno,Sì,True,252.16873045428622
471.69827791407926,99.69383160413098,1812.728499465789,2.0,33.0,5.0,Elettronica,PayPal,No,False,169.4834693010209
252.8537180397914,215.13760624158928,,0.0,30.0,4.0,Alimentari,Carta di Credito,No,False,196.9681408923725
179.52398295314757,79.3584471222039,2914.7066533729558,5.0,29.0,1.0,,Carta di Credito,No,False,119.36952561323496
256.7219748799814,117.0629925810378,1662.8393241046358,2.0,32.0,2.0,Elettronica,PayPal,No,False,169.87988521430205
308.24487249748506,109.76019425523758,1458.9285196670685,3.7022374813240373,40.0,4.0,Elettronica,Carta di Credito,No,False,195.0504945253138
211.27108257821573,82.80009137291037,1612.8440444813589,1.0,33.0,4.0,Casa,Carta di Credito,No,False,137.07556870098097
168.98408959938968,138.2430644991694,3703.619529370271,3.0,24.0,3.0,Elettronica,PayPal,Sì,False,130.76496414944566
260.5040924201613,255.40491472853148,2579.4530117549616,0.0,30.0,4.0,Elettronica,PayPal,No,True,212.8735206286401
267.6910159582559,296.5420593406638,1715.8560459857872,4.0,21.0,8.0,Elettronica,Bonifico,Sì,True,391.2129035411824
238.64825446554084,372.40553235104363,2995.005160069331,,26.0,3.0,,Carta di Credito,No,,236.24578693808348
240.4644691968091,108.18947480201562,,0.0,46.0,5.0,Abbigliamento,Carta di Credito,No,False,161.88907703900924
396.61718005182047,168.3950480858094,2372.380318172677,4.0,33.0,6.0,Elettronica,PayPal,No,True,255.42710445165304
345.53343294974945,59.90220461609398,1883.496358299921,,26.0,3.0,Elettronica,,No,False,195.9373778597029
471.69827791407926,192.84733083326495,1998.5197794874948,1.0,27.0,,Elettronica,Carta di Credito,Sì,True,215.3456942619704
252.12388608320927,128.47658203843687,1243.7826885558047,3.0,27.0,2.0,Casa,Carta di Credito,No,False,170.0049176531357
188.83036887213024,253.20335090611385,1598.4184296033973,1.0,32.0,4.0,Abbigliamento,PayPal,No,False,176.77618970789928
231.87639397838413,237.04966584697735,1817.3592572827893,3.0,38.0,5.0,Elettronica,PayPal,Sì,False,194.65309674328526
259.3042296864902,457.4737582682402,2025.2754104817889,1.0,19.0,1.0,Casa,Carta di Credito,No,True,270.69424232371716
288.98661892940765,58.37493003139436,1928.0167905717567,2.0,24.0,2.0,Abbigliamento,,No,False,166.80578847412215
281.4214679176769,54.662087017174116,2428.3622607869365,4.0,31.0,1.0,Abbigliamento,Carta di Credito,No,False,
295.24316662557334,375.604154228685,2144.525898321456,2.0,31.0,3.0,Casa,PayPal,No,True,266.5028295813922
191.70411006825904,,1335.0622205562734,2.0,54.115687750662545,4.0,Elettronica,Bonifico,No,False,133.98894359051957
133.79430159952727,481.1527013184334,2086.219797149783,1.0,25.0,2.0,Elettronica,Contrassegno,No,True,216.24296119529365
292.5068456602853,424.50401490049387,1864.4835871940124,3.0,21.0,4.0,Elettronica,Carta di Credito,No,True,277.8046273002908
174.3363218820753,209.55328854130943,3063.565066955505,0.0,24.0,6.0,Abbigliamento,PayPal,No,False,154.8341475034305
322.6202333611142,321.6846357581845,2762.3927558183677,2.0,33.0,2.0,Casa,Carta di Credito,Sì,True,264.41550740801245
153.13537334204847,494.0162085315234,1567.714268951265,3.0,38.0,3.0,Abbigliamento,Carta di Credito,No,False,120.95509967371784
179.83990641813898,105.59045985762427,2898.277048613312,1.0,28.0,3.0,Elettronica,Carta di Credito,No,False,127.19709116635676
252.0027450662902,,1052.4902718705025,1.0,,,Abbigliamento,Carta di Credito,Sì,True,210.25805800182846
226.89091080828956,95.21791632710392,2354.2165137248176,0.0,32.0,2.0,Abbigliamento,Bonifico,Sì,False,148.41083030227597
215.08477223774062,238.595630051689,2982.246542645782,4.0,28.0,1.0,Elettronica,Carta di Credito,No,False,184.721075134377
471.69827791407926,169.86373237091266,1772.6511299709807,4.0,,1.0,Casa,Bonifico,No,False,166.38253132523872
233.22343973442082,473.93364136136637,1934.3053798210308,,30.0,1.0,Alimentari,Bonifico,No,True,264.7918122756203
227.32321849106035,78.86554023061251,1932.0066312750803,0.0,26.0,3.0,Alimentari,PayPal,No,False,142.5212713147139
273.27334226231216,5.874396767619579,2170.268259710305,,32.0,2.0,Abbigliamento,PayPal,Sì,False,144.79899016144196
240.6424706534127,,,1.0,33.0,1.0,Alimentari,Carta di Credito,No,False,161.8763328882658
190.9106782258231,467.16366314263735,1735.4590708140895,2.0,23.0,1.0,,Contrassegno,No,True,240.20443805570275
330.8688911010445,11.830904021241711,2323.6183728894807,1.0,30.0,,Casa,PayPal,No,False,174.98371675689475
231.75663763204213,419.56967735198657,2436.8031160934843,1.0,20.0,2.0,Elettronica,Carta di Credito,Sì,True,245.74922202161702
256.13839743397887,369.4516607715248,1572.5185953517882,1.0,30.0,4.0,Casa,Carta di Credito,No,True,244.90469694844688
242.85049793108104,187.18716445221511,2209.842540844953,4.0,39.0,5.0,Elettronica,PayPal,No,False,185.38139830120505
345.74233045338406,276.6148727041836,2233.0908211752053,5.0,34.0,3.0,Casa,Carta di Credito,No,True,262.6556270379471
,381.93558040274263,2675.031203588338,4.0,22.0,4.0,Abbigliamento,Bonifico,No,True,253.36318127349605
261.37949642229614,189.7330863549384,,2.0,25.0,6.0,Casa,Carta di Credito,,False,192.6096741176296
279.0802199223801,422.1486995236795,1562.2588870410307,1.0,35.0,1.0,Elettronica,PayPal,Sì,True,391.2129035411824
311.3150748832908,181.96061465871128,1393.4302165279187,1.0,23.0,4.0,Elettronica,PayPal,No,True,214.84572183925877
266.304491405062,68.29892153994828,1677.1966384507691,0.0,33.0,4.0,Casa,PayPal,No,,160.24192216451547
217.37447755751091,301.7746161033965,2489.7131292868035,2.0,54.115687750662545,3.0,Casa,PayPal,No,True,206.6196236097744
269.3003046443845,307.66910725505386,1257.2784523178423,0.0,26.0,3.0,Elettronica,Carta di Credito,Sì,True,232.15088449870836
259.5963204894354,413.5641508633786,2028.1414976097435,1.0,31.0,1.0,Elettronica,Bonifico,No,True,260.06740550373127
266.0184241823375,477.3542125545371,1682.041975979515,1.0,40.0,3.0,Casa,PayPal,No,True,
178.7219000629815,313.1209575514072,1535.4488764108523,4.0,24.0,3.0,Abbigliamento,Carta di Credito,No,False,188.0972372969129
189.63790556564055,28.063633700639723,2332.4707565121257,4.0,,1.0,Elettronica,Carta di Credito,No,False,107.83804289301219
,241.00982015771896,1727.9437321548746,1.0,,7.0,Elettronica,Carta di Credito,No,False,197.14908872998106
157.5352429240578,391.69020751304515,2073.3398542335854,0.0,28.0,2.0,Elettronica,Contrassegno,No,False,
168.7598543243115,12.16969063851027,1529.7906640969059,2.0,21.0,,Casa,Carta di Credito,No,False,92.23083435370883
131.7999665580657,249.08359138322575,1477.6960627906892,3.0,54.115687750662545,3.0,Casa,PayPal,No,False,146.22506069400058
301.5245799232181,362.58465220963683,3016.403719328215,0.0,26.0,3.0,Elettronica,Bonifico,No,True,264.7376856245001
262.29401219419736,115.55341806953624,2703.1847786440576,1.0,22.0,4.0,Abbigliamento,Bonifico,No,False,170.21303151795956
260.36526867340376,287.675918594289,2245.121961228367,2.0,21.0,6.0,Abbigliamento,Carta di Credito,No,,220.68540991498855
314.94806202430107,316.0602626975989,2192.2280609693594,1.0,27.0,5.835463926166286,Elettronica,,Sì,True,257.69210982143017
363.54275208244866,371.7935901938689,,1.0,38.0,3.0,Casa,PayPal,No,True,300.909453099385
196.540745065253,266.63316970156524,2064.7749897013823,2.0,27.0,2.0,Abbigliamento,Carta di Credito,Sì,,183.66032344309608
226.83538965881553,421.6671266542867,1730.0619628729978,,29.0,3.0,Casa,PayPal,Sì,True,245.7178328256938
241.1052319485493,455.0888336326512,1651.687545264694,,34.0,4.0,Abbigliamento,Carta di Credito,No,True,263.87926606407
161.64707129268615,31.925057244936923,2310.946534356742,1.0,26.0,3.0,Alimentari,Carta di Credito,No,False,95.60105281982415
156.1242203798937,284.2889983750321,2017.1164494119357,2.0,35.0,1.0,Elettronica,Carta di Credito,No,False,170.3488097024565
304.9736409389047,39.368702627127355,2113.5966990575844,1.0,27.0,6.0,Elettronica,Carta di Credito,No,False,169.69743125759055
471.69827791407926,362.08281151481947,3703.619529370271,2.0,27.0,1.0,Elettronica,Carta di Credito,Sì,True,249.8992817928782
,18.876664057008412,1824.5111220189235,,31.0,2.0,Elettronica,Carta di Credito,Sì,False,112.66998047428548
233.17359796668316,301.2810743598567,1194.2104882546178,2.0,28.0,,Elettronica,Bonifico,No,True,212.57112129129857
265.5174664267846,135.86563913453588,2493.544468558826,5.0,23.0,3.0,Elettronica,Contrassegno,No,False,178.11842495375308
275.39721955669364,135.72851761310287,2197.2164335401612,1.0,29.0,2.0,Abbigliamento,Contrassegno,Sì,False,184.2171650622777
144.19096544201648,419.0208059104632,1866.7466137915994,1.0,28.0,2.0,Abbigliamento,PayPal,No,False,203.4017244941472
295.65147263749526,245.27707558694505,1739.1555255362146,1.0,30.0,1.0,Elettronica,PayPal,No,True,227.40885899483112
203.3630555018353,347.8997365814262,1842.1084182817378,0.0,30.0,2.0,,Carta di Credito,No,True,
223.915920770102,419.5407925219645,2550.821162159653,3.0,35.0,5.835463926166286,Casa,Carta di Credito,No,True,244.82019814164033
265.70436034558696,62.82953721178578,2705.6133861881426,4.0,40.0,2.0,Alimentari,Bonifico,No,False,159.7010413363292
191.14112176739013,207.5021264151818,2102.458659189517,5.0,35.0,3.0,Abbigliamento,Bonifico,No,False,164.82119880824962
228.6922923197456,166.58491746237505,1796.4043110024368,3.0,16.0,3.0,Abbigliamento,Bonifico,No,False,167.5216213985853
222.94189303989614,485.5338596857776,,1.0,34.0,,Elettronica,Carta di Credito,No,True,391.2129035411824
245.06249541024917,137.90296490707757,1895.4197238659365,3.0,27.0,1.0,Casa,Carta di Credito,No,False,
292.24197360628136,5.819687131164967,2717.1240508109577,3.0,35.0,2.0,Abbigliamento,,No,False,154.86689294249018
,,1555.6730907889012,2.0,28.0,2.0,Casa,Bonifico,No,False,154.29309909389346
217.50502754316133,330.26473953877843,2447.343191190428,0.0,39.0,2.0,Elettronica,Bonifico,No,True,215.6319356332142
272.35226288615047,138.61287423421322,2210.629124309632,3.0,27.0,2.0,Alimentari,Carta di Credito,No,False,183.15999371333922
186.10284249846063,157.55862011628918,1820.7143652190834,3.0,36.0,5.0,Abbigliamento,Contrassegno,Sì,False,147.51900728411707
246.77994500229445,191.81797666031872,1466.2205640314262,0.0,23.0,7.0,Alimentari,Carta di Credito,No,False,185.53536549924283
183.55145904644633,338.17134784479674,1998.3440272925109,1.0,34.0,1.0,Abbigliamento,Contrassegno,No,False,200.0271338766622
269.85045957847274,472.6785815689834,2128.6652640311067,5.0,26.0,4.0,Abbigliamento,Carta di Credito,No,True,281.9288042599314
245.61494405408877,142.89529209209988,2074.827239507533,2.0,54.115687750662545,3.0,Casa,PayPal,No,False,172.67605965467436
216.24913212736317,82.22020320683198,1405.9904052535908,0.0,33.0,5.0,Casa,Carta di Credito,Sì,False,139.39062702573116
218.9438774553769,345.38915206374094,,5.0,27.0,3.0,Abbigliamento,PayPal,No,True,218.48868434681074
259.3257788421501,494.0162085315234,,3.0,26.0,3.0,Abbigliamento,PayPal,No,False,188.63688212738595
270.3520276512377,386.9118589075306,2434.9585825087916,1.0,25.0,3.0,Casa,PayPal,Sì,True,256.24957149787804
216.63548159495792,302.90037340803894,1615.675119326634,0.0,36.0,2.0,Alimentari,Carta di Credito,No,True,206.3878528198906
249.3131110957667,213.06776709532642,2603.169867425785,3.0,28.0,2.0,Abbigliamento,Bonifico,No,False,194.17688567648125
300.9502526301914,458.19887663007944,2222.714861646038,0.0,31.0,1.0,Elettronica,Contrassegno,No,True,294.1347893041195
219.77744248260785,136.27568993282833,1681.8736934741569,2.0,21.0,3.0,Elettronica,Contrassegno,Sì,False,154.97142822115242
260.9209635836626,317.7504114838522,3703.619529370271,0.0,33.0,2.0,Elettronica,PayPal,No,True,232.38560523698695
204.3972958411104,259.65304860289575,1598.7329556440686,3.0,26.0,4.0,Elettronica,Contrassegno,Sì,False,185.2945625014239
269.8766924484484,313.58749120229055,1952.4315725425233,0.0,33.0,2.0,Elettronica,PayPal,No,True,235.61459358491138
260.6235511150072,239.0403342692784,1993.2135675590648,2.0,24.0,2.0,Abbigliamento,Carta di Credito,No,True,206.82387583828714
250.7657405533353,329.66344118861116,2651.8725314342205,2.0,28.0,6.0,Casa,Carta di Credito,No,True,229.88190263325097
289.778194235671,145.1913319642792,1436.5858362584593,2.0,28.0,3.0,Elettronica,Carta di Credito,No,False,194.04649670711925
192.1947707748261,479.7068603001519,1653.5995606125814,,29.0,2.0,Elettronica,Contrassegno,Sì,True,245.80944347745864
224.45121652178716,210.3451655548226,1382.2973703849793,2.0,31.0,2.0,Elettronica,Carta di Credito,No,,181.52915792734035
264.24481177626956,187.98815875564188,1281.6949339323714,2.0,37.0,1.0,Alimentari,Carta di Credito,No,False,195.91885351482736
234.96371858922458,303.71080705667634,2363.7510410605255,3.0,30.0,3.0,Alimentari,Carta di Credito,No,True,214.5951014116152
318.969033921632,,1882.8785810102029,2.0,44.0,6.0,Elettronica,Carta di Credito,No,,214.7296795224246
154.20100093207597,394.28307000696674,2016.1520676791197,1.0,29.0,2.0,Elettronica,Carta di Credito,No,False,201.18542146812803
202.54495624328345,268.139761055221,2404.794771522206,2.0,20.0,2.0,Abbigliamento,Carta di Credito,No,False,185.71440643820802
180.58940036122812,494.0162085315234,2760.7984517862324,0.0,24.0,1.0,Elettronica,Contrassegno,No,True,224.40044013555485
271.8617802949902,389.3046272517843,1142.0999429094204,1.0,31.0,,Alimentari,Carta di Credito,No,True,258.92227832303035
176.78861652179089,415.2949731886916,1078.4389798977577,1.0,33.0,2.0,Abbigliamento,Carta di Credito,Sì,True,219.58280021750292
238.32428950276665,168.14039909853747,2566.8742472535023,1.0,29.0,6.0,Casa,Carta di Credito,Sì,False,175.40426448094456
199.89501748817906,8.461675713991008,,1.0,33.0,4.0,Abbigliamento,Carta di Credito,No,False,109.08601145828683
,13.85829508053487,1948.1478883353784,2.0,38.0,1.0,Casa,Carta di Credito,No,False,144.41816442310596
253.128445205073,54.07436011678473,,3.0,27.0,2.0,Casa,PayPal,No,False,148.18653063757193
254.10344666451235,429.80614525957503,2839.518885112724,2.0,24.0,2.0,,Carta di Credito,No,True,260.7935669101287
329.9192311521737,471.01106610624964,1856.6894005418458,1.0,24.0,5.0,Elettronica,PayPal,No,True,311.0629354079618
267.3935516229824,381.75819206390753,2142.3150560445024,1.0,28.0,3.0,Casa,PayPal,No,True,253.82423343066344
330.26378979872874,241.42586187199663,2008.392213806586,2.0,54.115687750662545,,Elettronica,PayPal,Sì,True,243.95965346096338
201.13290858251884,452.051813529036,1533.6596549168007,2.0,39.0,5.835463926166286,Alimentari,PayPal,Sì,True,243.9819983499702
306.9058522656817,352.907293401187,2294.323169998355,4.0,27.0,1.0,Abbigliamento,Carta di Credito,Sì,True,264.72511415319696
221.28468247100633,11.286545225213835,2406.987915161041,3.0,31.0,2.0,Abbigliamento,Carta di Credito,No,False,120.22830480306732
278.1333808632337,,1298.4294855737903,2.0,27.0,,Casa,Carta di Credito,No,True,251.44321151370653
238.47453674932675,147.18240366163138,2335.527849958088,2.0,28.0,3.0,Casa,Carta di Credito,No,False,168.99198947315278
238.93233238246927,347.2424591637575,1247.5256101791201,1.0,36.0,1.0,Casa,Carta di Credito,No,True,230.83890394036186
245.7503410675879,83.17353461445022,1946.0467661323949,2.0,,5.835463926166286,Elettronica,Carta di Credito,Sì,False,150.827230918129
336.5075605880063,95.82725472869028,2039.4977647543524,0.0,30.0,1.0,Casa,Carta di Credito,No,False,203.00195671261022
228.53762865595985,466.6875787293394,2159.942842961721,4.0,38.0,3.0,Abbigliamento,Carta di Credito,No,True,261.8750879467818
258.2795779824435,333.6621310263165,1453.966722721896,1.0,29.0,2.0,Casa,PayPal,No,True,235.03842829911673
289.2575321143759,145.665700970109,1906.1207161126595,3.0,30.0,3.0,Elettronica,Carta di Credito,No,False,194.32847634822065
232.29695880941944,350.94617213869583,1968.748331976691,1.0,33.0,7.0,Elettronica,PayPal,Sì,,228.03233104631846
285.41507319930537,383.20839064163846,1945.4975420195142,0.0,30.0,1.0,Casa,Contrassegno,Sì,True,263.67005379214424
213.38701969153377,101.735291384817,1790.4710167331946,4.0,37.0,2.0,Casa,Carta di Credito,No,False,144.61409726121198
291.3369072811962,90.53349505040717,2268.5692820235013,5.0,33.0,2.0,Abbigliamento,PayPal,No,,179.42850215572025
300.61157998297915,455.06376849298243,,1.0,28.0,5.0,Casa,,No,True,292.4249205393843
211.9363421604323,306.1331908922172,1229.0765745348801,3.0,33.0,5.0,,Carta di Credito,Sì,False,204.4081283478813
93.0941690807685,199.9774157560804,2160.8063035053738,4.0,32.0,2.0,Abbigliamento,,No,False,112.94030926720836
247.35506191167084,263.1004684709645,2547.7897474724004,,39.0,4.0,Elettronica,PayPal,,True,210.40767149712477
317.63993150179056,53.63253622354503,1926.5362062038655,3.0,,7.0,Abbigliamento,,Sì,False,181.7097266179588
316.178448519735,291.3886202405924,,1.0,29.0,1.0,Casa,Carta di Credito,No,True,251.3058103320452
289.9382794999949,404.6349137760018,1714.921921526275,0.0,28.0,5.835463926166286,Elettronica,PayPal,No,True,271.959613882798
266.0894228042721,434.11404752782823,1864.996168637764,4.0,22.0,4.0,Elettronica,Carta di Credito,Sì,True,267.6789256604845
228.27196836149537,268.74135935340354,1741.293095686643,,33.0,5.0,Elettronica,Bonifico,No,False,201.35839198676874
237.25932324474945,183.27240944381956,1403.986026724373,4.0,,1.0,Elettronica,PayPal,No,False,178.61138445552058
,9.201915542774152,2076.50840986434,5.0,27.0,3.0,Casa,Carta di Credito,No,False,184.9958361753474
266.9171354440761,98.28690534514755,1701.0601569241742,0.0,36.0,2.0,Abbigliamento,PayPal,,False,170.14463932558232
328.5861885756737,304.97617993325593,1386.696934882568,1.0,27.0,2.0,Abbigliamento,PayPal,Sì,True,261.1859482678136
266.8346370212844,292.3423810785847,2570.5183216792334,1.0,34.0,3.0,Abbigliamento,Carta di Credito,Sì,True,
289.5112373600796,71.27073232710191,1741.033342365974,1.0,43.0,5.0,Elettronica,Carta di Credito,Sì,False,174.73683837817035
283.1672896136689,416.82748805753187,2442.7101963996397,4.0,34.0,2.0,Abbigliamento,PayPal,Sì,True,273.43189122409404
221.43521384596818,207.64619843595673,2019.3155741240219,3.0,33.0,5.835463926166286,Elettronica,PayPal,No,False,179.6114664537711
272.2070087862981,205.50253252289872,1988.759013716619,2.0,28.0,6.0,Casa,Bonifico,No,False,203.35426415001865
272.03653055650693,74.71870876912078,1843.8351280744178,2.0,22.0,1.0,Casa,Carta di Credito,Sì,False,162.8338779089897
250.13486541856943,,1763.4113346217187,1.0,33.0,1.0,Casa,Bonifico,Sì,True,251.08587399133225
326.0033860888073,91.70346511237516,2698.07819525851,2.0,29.0,3.0,Alimentari,Carta di Credito,No,False,196.3127325781162
200.94925493326392,195.82195101790865,1545.3977876458916,2.0,29.0,1.0,Abbigliamento,Bonifico,Sì,False,165.02121277200456
225.9051932229609,144.31231989296074,2804.5866530955777,2.0,25.0,3.0,Abbigliamento,Contrassegno,Sì,False,161.24629257936866
267.8005779968714,418.8081726050049,2129.6440004992783,1.0,33.0,5.835463926166286,Casa,Contrassegno,No,True,266.1427407799372
255.08765589221107,286.2116812799982,1370.2939061518296,1.0,36.0,1.0,Abbigliamento,,No,True,220.60733233010498
291.50131361860156,77.38232999309717,1519.0801519788167,1.0,36.0,4.0,Abbigliamento,Carta di Credito,No,False,391.2129035411824
210.6366461948464,492.86189606635105,1356.3580105147043,2.0,25.0,1.0,Casa,PayPal,Sì,True,258.17689191732853
215.58391777460918,370.8498821619326,1311.1050044970461,4.0,,3.0,Elettronica,Contrassegno,,True,224.64692353588438
311.5337701604953,93.29682536915239,1757.2019152671587,0.0,24.0,5.0,Casa,PayPal,Sì,False,188.55593269099336
236.23017066808146,245.50511848455608,,2.0,39.0,3.0,Alimentari,PayPal,No,False,199.56662087940757
219.97027941234728,100.14741873955015,2473.0090582204148,4.0,54.115687750662545,3.0,Elettronica,Carta di Credito,No,False,146.4293653280387
269.5953917513112,273.85966927308897,2379.292413888145,2.0,23.0,3.0,Abbigliamento,Bonifico,,True,221.55559665758227
287.3002604195295,56.36574247773717,2028.062033706272,3.0,,1.0,Casa,Carta di Credito,No,False,167.55985295308588
356.29877597753546,222.23119498374388,2253.3546828072836,2.0,26.0,2.0,Casa,Carta di Credito,Sì,True,250.01874648389088
341.4869494654846,413.26222368533826,2069.7067233421735,3.0,24.0,,Elettronica,PayPal,No,True,299.52214183834377
273.70812911425656,95.09970519302227,1811.021662695224,1.0,32.0,1.0,Abbigliamento,Carta di Credito,No,False,171.78397611503496
201.04575730964453,293.1585934297792,1890.9419941493986,3.0,32.0,,,Bonifico,Sì,False,194.87045668375603
330.69687164267543,31.866148049817244,,5.0,25.0,1.0,Abbigliamento,Carta di Credito,No,False,179.90828023628288
251.07970665794062,430.1494359337812,1448.7990221172545,3.0,28.0,1.0,Abbigliamento,Bonifico,No,True,260.1846841091047
208.11117190566722,398.10082462684096,1380.8164304385868,2.0,,3.0,Elettronica,PayPal,No,True,231.4858333408859
339.06288697487656,69.91454470435933,1530.5996956291556,2.0,29.0,5.0,,Carta di Credito,No,False,196.30580689874608
188.29777405507122,290.3053551658458,,2.0,26.0,2.0,Abbigliamento,Carta di Credito,,False,186.44049357728932
175.8617372161008,438.8950635281106,1716.2428251646306,3.0,54.115687750662545,1.0,Abbigliamento,Carta di Credito,No,True,225.39938766648356
188.66456569128118,18.197951617662994,2098.152269341961,2.0,26.0,4.0,Abbigliamento,Carta di Credito,No,False,104.99166833093949
306.4917976011315,427.77903361585174,1872.4802984316816,2.0,24.0,4.0,Elettronica,Carta di Credito,No,True,
217.73441315084006,108.48694838493931,,2.0,29.0,4.0,Casa,Carta di Credito,Sì,False,147.21329109090183
271.21124064375954,,3477.8216026123932,1.0,24.0,1.0,Elettronica,PayPal,No,,262.6766470850398
321.184192175123,339.8617286409163,1822.1986598373906,1.0,33.0,5.0,Elettronica,Carta di Credito,Sì,True,269.1506146798364
226.58717990398858,116.06005460597918,3170.46303817399,3.7022374813240373,25.0,,Casa,Carta di Credito,No,,153.11160633378805
193.89862568162505,489.30606837481145,1349.6418351998882,,,2.0,Elettronica,Carta di Credito,No,True,253.14113335325595
202.58461667388866,300.09177576348594,2689.801674356133,2.0,23.0,2.0,Abbigliamento,Carta di Credito,No,False,195.91984106599008
288.1060743028882,424.62754046077936,1798.6378597442208,1.0,22.0,3.0,Elettronica,Carta di Credito,Sì,True,275.84129928967786
471.69827791407926,423.3608071345595,,4.0,36.0,7.0,Abbigliamento,PayPal,No,True,289.28876320162084
270.641503081617,230.65364444302142,2097.064308207547,4.0,25.0,,Elettronica,PayPal,No,True,209.51684487371492
247.78736142177635,365.09694368914177,1841.5351437697018,1.0,33.0,3.0,Abbigliamento,Contrassegno,No,True,240.0227638176307
300.52733716646514,343.42089679055744,522.3807398641959,3.7022374813240373,24.0,3.0,Elettronica,Contrassegno,,True,258.0899376203998
228.6744364690619,194.73873021150837,1847.9351687855738,0.0,20.0,3.0,Elettronica,PayPal,No,False,176.75883729798346
355.7010893151633,107.1090219903573,1604.1543765107165,1.0,28.0,1.0,Elettronica,Carta di Credito,Sì,True,215.58325125468883
212.79768974794254,152.45978426805195,1523.968115561937,2.0,35.0,2.0,Casa,Carta di Credito,Sì,False,
232.0421534669835,206.65538506061287,1916.7911417508105,4.0,24.0,4.0,Elettronica,Bonifico,No,False,182.81769225167562
166.7968371150798,224.74839929659174,1238.7659397215198,5.0,36.0,5.0,Abbigliamento,Bonifico,No,False,158.0229383465174
200.42865535405605,494.0162085315234,1569.1451902510348,0.0,32.0,4.0,Elettronica,,,True,230.15753447895673
,371.9103596122465,1377.833045154554,1.0,30.0,1.0,Abbigliamento,Carta di Credito,Sì,True,235.43547373758418
211.79143695403408,36.76907862105079,,3.0,42.0,2.0,Elettronica,Carta di Credito,Sì,False,391.2129035411824
309.2584298296962,419.5017459980539,,3.0,27.0,1.0,Elettronica,Carta di Credito,No,True,285.87973871426425
210.17653279537444,494.0162085315234,2287.938581333646,2.0,26.0,2.0,Abbigliamento,Carta di Credito,No,False,205.29417472955612
298.5939808440273,82.9041293167587,2226.78004153713,4.0,21.0,4.0,Casa,PayPal,No,False,178.36822921704126
250.63379869857098,252.4519456226066,1914.4834449998582,2.0,29.0,1.0,Elettronica,Carta di Credito,Sì,True,206.8524830360675
217.3879036926389,128.48562472340677,1505.0637873358837,0.0,35.0,3.0,Casa,Carta di Credito,No,False,154.23963926334147
210.15814471835873,224.59752777036195,2144.4721780189684,1.0,27.0,5.0,Elettronica,Carta di Credito,No,False,177.85833069028794
221.3900574584736,311.8066980761583,2306.826132302505,2.0,30.0,4.0,Abbigliamento,PayPal,No,True,210.23703815208427
142.92768865689163,424.3978403174869,2150.2395828438334,3.0,22.0,2.0,Elettronica,PayPal,No,False,203.1831964236919
301.6051814634391,385.311475149567,2448.7869876757413,4.0,31.0,3.0,Elettronica,,No,True,272.59603327658965
224.76851940527092,431.71759786777363,2485.197267587919,2.0,37.0,6.0,Elettronica,Carta di Credito,No,True,249.29953906296754
209.55379284052353,381.49969600861846,1640.0854776955134,4.0,35.0,6.0,Abbigliamento,PayPal,No,True,226.2268052228473
236.46001904786974,408.9263577841153,2135.1360268075314,3.0,36.0,1.0,Alimentari,PayPal,No,True,248.10791685916945
210.17593834773106,465.07449535975405,1061.075448713706,1.0,24.0,5.0,Elettronica,PayPal,No,True,249.41031778179175
292.3694204254448,284.4448697830633,1478.9946755692492,,40.0,3.0,,Carta di Credito,No,True,239.5181711476414
