Numero di Visitatori,Soggiorno Medio (giorni),Entrate da Turismo (Euro),Tipo di Attrazione,Mese,Provenienza dei Visitatori,Metodo di Trasporto,Alloggio,Soddisfazione Cliente,Predict
52814.50849666881,17.531916311543924,370179.3872855623,2.0,1.0,Regionale,,Ostelli,False,137461.47043400307
49658.689032370974,1.0088651454981967,673876.4521600425,3.255510211374088,1.0,Internazionale,Aereo,Appartamento,True,226992.68016419822
47383.304790459995,12.601989217054365,574311.7726957892,2.0,1.0,Internazionale,Auto,Appartamento,True,
42470.93982631289,21.42417654513831,475945.3706428035,,2.0,Locale,Nave,Hotel,False,164019.6811059975
60982.318433976296,16.775078855158366,590703.33081152,1.0,1.0,Regionale,Auto,B&B,True,207702.35846044414
32297.608234051633,4.5296328495359495,583359.9525247178,1.0,2.0,Regionale,Auto,Hotel,True,191156.98987444115
50294.36217680968,13.510000195473145,497966.56129151717,2.0,1.0,Internazionale,Aereo,Hotel,False,174537.54947586
41683.61304477522,24.760633401334466,344930.3524741529,4.0,3.0,,Treno,Appartamento,,124321.71226463349
56943.833938896394,7.323440684442863,349523.39120705624,3.0,1.0,Locale,Aereo,B&B,False,133329.53433156505
49046.629639959036,27.638893087363186,490517.0529902181,0.0,0.0,Regionale,Aereo,Ostelli,False,294808.4633826443
35583.55429456583,4.3924322712254105,250315.6346121012,3.0,2.0,Locale,Treno,Hotel,False,92887.06753091328
54303.45202999846,26.718748346835692,365134.6319724158,3.0,1.0,Locale,Auto,Hotel,False,136692.71560672397
66938.18571307797,26.958278529350817,508598.25491741684,1.0,0.0,Locale,Treno,Appartamento,True,186048.76933176402
47940.3310615034,5.657206082422796,495997.00128239335,3.0,1.0,Regionale,Auto,Hotel,False,172769.8659154697
55392.97542941738,10.026881506061564,436797.0399626329,0.0,2.0,Locale,Auto,Hotel,False,158735.59970349853
77008.36536355957,,509239.4003084242,,2.0,Locale,Aereo,B&B,True,
44465.43560379149,27.251360545155205,424696.89792595623,0.0,2.0,Locale,Aereo,Hotel,,149641.7871796826
53212.264846809936,,520450.9903793753,3.0,2.0,Internazionale,Treno,Hotel,True,182742.02953721755
39495.87204871058,10.392817254068511,475345.7629193128,3.255510211374088,1.0,Locale,Aereo,Hotel,False,162352.46490014912
61066.66174435624,24.509355945512795,585668.809623651,2.0,1.0,Locale,Auto,Hotel,True,206234.3737592734
62866.19287380465,29.112706518617127,501479.27420689573,1.0,2.0,Regionale,Nave,Hotel,True,181877.07869897105
44587.690480799414,26.39760177719864,695183.3540899556,2.0,,Locale,Auto,Hotel,True,230849.25146738638
45676.89393600728,9.263997375323433,424673.8484375939,2.0,1.0,,Aereo,Ostelli,False,150241.00149928182
41020.11833841082,24.379017683567774,552551.0059092673,3.0,2.0,Regionale,Aereo,Hotel,True,186275.9609419856
51475.50104327319,17.84122285980394,439652.8024718946,2.0,1.0,Regionale,Auto,Appartamento,False,157633.99126320495
48418.493470548754,3.411637185802868,,2.0,1.0,Regionale,Aereo,Hotel,True,183127.89546601864
46886.12246392849,3.9478260632103837,388545.1000705741,3.0,1.8192667088388248,Locale,Nave,Hotel,False,140007.19125313647
28627.03915832021,7.01072856797139,554929.6597142933,2.0,1.0,Regionale,Treno,Hotel,True,180792.8174934481
54414.815488702356,16.97670578897557,518666.6021148288,3.0,3.0,Locale,,Hotel,True,182807.98837879984
36198.07708764456,20.913619381996885,381536.9202851878,1.0,2.0,Internazionale,Aereo,Hotel,False,132560.3146293786
50632.55281535752,13.432022637056921,413711.36242132494,3.0,1.0,Regionale,Auto,Appartamento,False,149430.28513407626
32536.78429028488,3.4114554042910514,476733.80237829784,2.0,2.0,Regionale,Auto,Hotel,False,159288.9328586318
45880.53790425845,2.146464743006762,472019.99279873236,0.0,2.0,Regionale,Nave,Ostelli,False,164546.26679174893
46467.54114677122,11.588472423194867,504867.438162411,1.0,,Internazionale,Treno,Hotel,False,174694.20202210892
62841.65950252328,17.026689709542012,552743.4455539166,2.0,0.0,,Treno,Appartamento,True,197244.2634174366
55397.13837952977,21.580971132418334,499135.6288805427,1.0,1.0,Locale,Auto,Appartamento,True,177439.45785392768
41855.09576816178,1.473209872498854,492135.35120606434,2.0,1.0,Internazionale,Auto,Hotel,False,168568.55324590017
58466.00539180571,1.320262986891958,455635.56918402785,2.0,1.0,Regionale,Auto,B&B,False,165924.0734511112
45716.51257929167,20.0978084427856,621457.185270119,2.0,2.0,Locale,Aereo,B&B,True,
51898.155029611655,23.094449802296154,301912.3699775083,2.0,0.0,,Aereo,B&B,,116523.18850805832
62695.43186404921,2.0340025746341848,,3.0,2.0,Regionale,Auto,Hotel,True,223590.59343057714
67683.44223162219,20.581338603839026,490836.82338763546,1.0,0.0,Locale,Nave,Hotel,True,181092.96813210173
43694.476235537106,4.697292535240138,594132.7813207401,4.0,1.0,Internazionale,Aereo,B&B,True,200087.87251399056
79829.39425291763,10.379890476054783,393997.7180437762,0.0,2.0,Regionale,Auto,Appartamento,False,148012.9844867723
41760.26224774941,23.80208098607887,518431.95657963527,2.0,1.0,Locale,Aereo,Appartamento,True,176410.11809776528
39305.896139148375,,438585.2861763198,3.255510211374088,2.0,Locale,Treno,Hotel,False,151228.53392247015
55120.261279587634,4.526203059295286,630435.1454953755,0.0,1.0,Regionale,Auto,B&B,True,216690.67428840647
37929.604687108156,6.872115348578318,476805.7809338637,2.0,0.0,Internazionale,Auto,Appartamento,,162006.93662371318
59634.076252296145,29.25187800468744,448572.3923444587,0.0,0.0,,Treno,Hotel,False,164388.7558294857
48606.48750412581,13.209137493828786,475516.71177282574,2.0,1.0,Internazionale,Auto,Appartamento,False,166958.6572839106
,7.561975391980811,344608.1679949034,0.0,1.0,Regionale,Aereo,Hotel,False,126064.91717283464
44917.87115004166,29.554618335674306,462933.1082704352,1.0,0.0,,Nave,Ostelli,False,161339.0680561514
36883.20929496993,24.314474601322974,,,1.0,Regionale,Auto,Hotel,False,126330.19046789988
37802.10355432386,15.73379359549197,449863.6419779477,0.0,1.0,Internazionale,Aereo,Ostelli,False,153860.14437054622
47653.28250311764,5.403971967447575,343785.9067931292,2.0,1.0,Internazionale,Auto,Ostelli,False,126962.81328949757
45514.273677479505,14.649230325759584,565971.6884830339,1.0,0.0,Locale,Treno,B&B,True,294808.4633826443
43455.045269935785,3.845425987256003,506283.9368592931,2.0,0.0,Locale,Aereo,Hotel,False,173613.1036927558
36112.805355488264,16.785364078847824,509676.1238424865,1.0,0.0,Locale,Aereo,Hotel,False,170959.43983049007
24863.55567585184,15.579104763364233,478089.3358245644,3.255510211374088,1.0,Locale,Auto,Hotel,False,155858.5785852952
,2.4631186045203437,627460.278885562,1.0,,Locale,,Hotel,True,211165.94132455063
46275.693588746355,14.794826312046213,611289.3474810086,0.0,1.0,Locale,Auto,Hotel,True,
74888.43813457564,20.0701673054579,365012.56457884645,3.0,,Locale,Nave,Hotel,False,146948.58844094176
40397.54876552647,0.5172942806829817,493975.8101078455,2.0,2.0,Regionale,Treno,B&B,False,168391.91741511688
47058.00200140997,17.68524414820156,649084.1406170627,2.0,0.0,Regionale,Nave,Ostelli,True,294808.4633826443
40693.19304709961,13.07862157237697,582196.7761677196,3.0,1.0,Locale,Treno,Hotel,True,195006.2293738657
52306.80081915874,13.453311948940064,619278.9440817989,,0.0,Locale,Aereo,B&B,True,211937.68363411902
49724.384663665376,2.777770864926332,564248.8791052063,4.0,0.0,Internazionale,Auto,Hotel,True,194137.65606339456
63497.79890408625,27.825907688781925,641165.6460466885,3.0,1.0,Regionale,Auto,Appartamento,True,224099.19326604967
61800.927499663885,28.32494783019875,634558.0107673532,0.0,0.0,Internazionale,Auto,Hotel,True,221267.8669800379
58529.069987664574,4.845518700246155,495812.0529399869,4.0,0.0,Locale,Auto,Ostelli,True,178008.95087582836
51196.99404618568,23.55799351424199,587808.760239741,1.0,1.0,Locale,Auto,Hotel,True,201941.32509501514
62551.025263045754,1.7286566001760928,532563.9948228041,2.0,1.0,Locale,Nave,B&B,True,191045.1110783641
46720.061141162114,10.286668519079937,665391.6796066536,2.0,0.0,Regionale,Aereo,Appartamento,True,222977.93445257714
47285.51603134259,12.302566530995993,514029.4770149369,0.0,2.0,Internazionale,Auto,Hotel,True,177851.60112015234
59077.97548757767,2.8163706252905274,458988.52910492534,3.0,3.0,Regionale,Auto,Appartamento,False,167236.14647526643
51821.80653180886,1.06230888369228,558073.9726100061,2.0,1.8192667088388248,Regionale,Nave,Ostelli,True,193333.49504890625
48332.21756323246,25.25102856055255,587416.5036772446,,1.0,Internazionale,,Hotel,True,200391.25988478964
40956.22720287797,25.485768886941838,730456.302405768,0.0,1.0,Regionale,Nave,B&B,True,
79829.39425291763,11.268699601982087,534162.1662471495,4.0,0.0,Locale,Treno,Hotel,True,183272.56291566018
79829.39425291763,0.8706811343206666,529340.1236993407,2.0,2.0,Locale,Auto,Hotel,True,181274.3413884389
57910.521501223804,6.802645526141258,553804.7576025183,2.0,1.0,Locale,Treno,Hotel,True,195097.08803136737
41755.003686325435,5.670418448678363,693429.3319984016,2.0,0.0,Regionale,Aereo,B&B,True,228906.70144268317
39375.5929135647,12.529903137304668,490158.7232281754,1.0,,Locale,Treno,Hotel,False,166735.61342523497
,29.16390800715433,614379.1707044481,,2.0,Regionale,Auto,Hotel,True,204939.5449662694
51135.835664517814,2.4905413190329204,613847.7048048788,3.0,0.0,Locale,Auto,Ostelli,True,209722.82927372254
47005.083413972374,1.0670293036587186,444453.1823779308,3.0,0.0,Internazionale,Nave,B&B,False,156839.09642036541
66916.20852674535,14.449899959952635,999977.480450842,3.0,,,Aereo,,True,222324.23079742302
30116.57929341117,15.171885631391884,487695.7678641714,1.0,1.0,Regionale,Nave,Ostelli,False,161367.220005957
55915.582793439695,6.197715077156069,569444.3489177544,1.0,3.0,Locale,Auto,Ostelli,True,198791.29607204616
41077.923715048324,27.134339512423676,480348.28902353666,3.0,0.0,Regionale,Aereo,Hotel,False,164644.0485645852
37083.58051281627,0.4114266263006483,567248.1270645808,3.255510211374088,1.0,Internazionale,Nave,Appartamento,True,188716.4283757824
43000.706696948386,7.329064521741135,660473.3405939067,0.0,1.0,Regionale,Aereo,Hotel,True,219642.3555266462
51897.12441768803,14.19247464092732,443782.90700458514,4.0,2.0,Internazionale,Treno,Hotel,False,159084.23431021953
52380.398845995456,25.25102856055255,496951.87765921484,2.0,3.0,,Auto,Ostelli,False,175276.16272076216
50378.85047823557,24.625471676625793,497707.2813688974,1.0,1.8192667088388248,Internazionale,Auto,B&B,False,174501.80964978703
45226.20054063892,2.7386394300325048,615675.3626156407,1.0,2.0,Regionale,Auto,Hotel,True,207315.9090550117
37902.93870030501,20.83017463304454,436156.81138472154,1.0,0.0,Locale,,B&B,False,149798.71276556898
36812.1694228581,25.25102856055255,458233.1028155645,1.0,1.0,Locale,Treno,B&B,False,155876.2155560984
61814.536773107335,17.95977928748578,582040.3333239194,2.0,2.0,Internazionale,Auto,Appartamento,True,205519.76838372948
45395.33446613223,11.3525465318407,549911.8201553631,4.0,0.0,Locale,Aereo,Hotel,True,187672.013279675
36868.07009865515,17.625770884283217,279458.82307374943,2.0,1.0,Locale,Aereo,Hotel,False,102272.0819714524
58090.84282706988,11.946631436890714,351589.97636669606,3.0,0.0,Regionale,Auto,Appartamento,False,134523.01432354376
56595.08550050139,19.218416568996844,462851.03199357004,1.0,1.0,Locale,Auto,Appartamento,,167153.0523483217
54800.2897562785,8.199674616623957,490227.6819247018,4.0,1.0,Locale,Auto,Ostelli,False,174469.24945554978
55274.2052637605,3.450180799693483,676919.2325289103,1.0,0.0,Internazionale,Auto,Hotel,True,230713.07239055334
56853.37869255712,16.647328177754396,559424.4822437887,4.0,0.0,Regionale,Nave,Hotel,True,196254.83401941514
50460.53773657492,26.717435449817238,533638.9553282183,4.0,,Internazionale,Auto,Appartamento,True,185322.75546675295
40508.15821452328,,278355.47941904166,1.0,2.0,Locale,Treno,Hotel,False,103760.92293297414
56143.012860420495,10.32832570899393,487350.8741051597,3.0,1.0,Regionale,Auto,Appartamento,False,174277.36866175817
55706.35314601318,6.473194114799954,663817.1250749046,2.0,0.0,Regionale,Treno,Hotel,True,226998.71409547798
53328.623837752246,22.60865457020799,601997.451510038,0.0,1.0,Regionale,Auto,Appartamento,True,207263.54737188751
48874.85097111981,,583696.0146948969,2.0,1.0,Regionale,Auto,B&B,True,199546.62989402897
43640.40856955683,26.664075616364375,496522.09191995615,3.0,2.0,Internazionale,Aereo,Appartamento,False,170777.43186076527
52274.43425491677,9.866825228107958,449558.79874475265,3.0,3.0,Internazionale,Treno,,False,161005.4567508842
42468.73966220747,7.107040258903474,577555.4896954546,2.0,1.0,Locale,Aereo,Appartamento,True,194501.41673974012
42521.680340730396,,503032.4814114048,3.0,1.0,Regionale,Aereo,Hotel,,172171.18459378663
44934.66982024308,18.018361783429786,415594.93216342304,1.0,1.0,Regionale,Treno,Hotel,False,147146.01455914846
42505.73639299929,23.21156307952279,514577.2718845722,,1.0,Regionale,Treno,,False,
68000.20120446665,5.775492946340317,542329.9476969923,4.0,0.0,,Treno,B&B,True,196699.884911331
,28.002759998325594,505177.37813869445,1.0,3.0,Regionale,Aereo,Hotel,False,173815.75810190922
45572.026261160994,29.674840413525658,535123.6823601556,4.0,0.0,Internazionale,Auto,B&B,True,183323.91783862718
64449.5858441333,9.125046907420112,593231.7143870839,2.0,0.0,Locale,Aereo,,True,210194.7072381918
66046.36281951566,7.141118121313516,282431.73814362776,4.0,0.0,Internazionale,Auto,Hotel,False,117753.50285284616
39543.146413784634,12.890538999906273,573166.4182696352,2.0,1.0,Internazionale,,Ostelli,True,191721.89868778287
43585.62524728831,7.890492239277892,612820.870688489,1.0,2.0,Locale,Nave,Hotel,True,205639.27383019088
36068.308463007306,16.209135899733464,539870.7183131002,1.0,1.0,Internazionale,,,True,179995.5697254337
54375.14214865014,8.849295672803215,645767.9358467321,,1.0,Locale,Auto,Hotel,True,220918.75182834468
61767.666817920894,22.173383477079025,605861.9568527386,1.0,1.0,Internazionale,Aereo,Hotel,True,212642.62046478206
38759.26795192455,20.317706708960635,664264.3621490385,1.0,0.0,Regionale,Auto,Ostelli,True,218659.1426206738
79829.39425291763,22.638391877838554,322484.37359791284,2.0,1.0,Regionale,Auto,B&B,False,118850.04174625746
34048.877684426494,28.76918381976442,759228.4783672024,4.0,1.0,Regionale,Aereo,Appartamento,True,244793.78235237396
33640.32141701077,15.825837274637305,551949.5455616206,2.0,1.0,Internazionale,Aereo,Hotel,True,182405.42437699155
44827.1440303663,8.84372197108692,472411.58895912743,3.0,1.0,Regionale,Aereo,Appartamento,False,164137.64870292137
55148.50824997859,3.7160090119741938,390254.3293306444,3.0,2.0,Internazionale,Aereo,Hotel,False,144651.15292418262
52211.476401991444,4.176443715678849,430497.5577033535,2.0,0.0,Internazionale,Treno,Hotel,False,155255.40551200177
46778.04551618424,10.071290009611415,523078.13360840804,3.0,1.0,Internazionale,,B&B,True,
52532.31777719161,23.536473838163584,520042.04741871107,1.0,2.0,Regionale,Aereo,B&B,True,182278.97311420913
60473.28037624074,21.252967060971248,485977.28625299846,3.0,1.0,Internazionale,Auto,B&B,False,
55344.68868715396,18.396313473538935,999977.480450842,3.0,0.0,Regionale,Auto,Hotel,False,164273.95940788777
51568.282153633496,5.422065821096503,496872.6337986206,3.0,0.0,Regionale,Auto,Appartamento,False,174846.53121640292
64327.35910673422,16.242157303570004,573426.8645831519,4.0,2.0,Internazionale,Auto,Hotel,True,204192.53892831266
66999.43221684318,25.762650030410175,493641.70776818326,1.0,2.0,Regionale,Treno,Hotel,True,181592.42843887658
55784.35460779948,21.72520300481032,534852.2107027546,2.0,1.0,Internazionale,Treno,B&B,True,188348.24051472612
51565.490098786744,21.2857109003627,552550.1307171104,0.0,3.0,Internazionale,Nave,Appartamento,True,191547.78426452645
52278.53100110322,19.231413540418544,463413.333612265,3.0,1.0,Regionale,Aereo,B&B,False,165163.86558423113
63098.963877007205,19.487795254421055,554590.2375354009,2.0,0.0,Internazionale,Treno,B&B,True,197926.95319912385
72461.22518965448,29.78027737326518,582555.1061039412,1.0,1.0,Regionale,,Hotel,True,210997.34442600963
49370.17742967242,16.60369244379969,233875.4807695354,,0.0,Locale,Auto,Hotel,False,94848.13294569682
,,482529.2865364674,4.0,,Internazionale,Nave,Hotel,False,173965.32331557892
66870.20325742276,2.1898405434184367,680998.0341216179,2.0,3.0,Locale,Auto,Hotel,True,237734.91186519674
43144.868543240846,29.56268135435884,654597.3988896724,2.0,1.0,Internazionale,Auto,Ostelli,True,217952.05393852212
56332.956063131525,4.102168581498802,602036.0947872535,4.0,3.0,Regionale,Auto,Hotel,True,208778.1064677418
74869.5800060274,8.989048207124092,,,0.0,Internazionale,Treno,Hotel,False,168366.2577009592
65782.90480472226,6.312168068607579,542974.6742717426,3.0,1.0,Locale,Treno,B&B,True,195784.4546838839
59839.89486320528,18.72470286576389,495095.6988222891,1.0,1.0,Locale,Nave,Hotel,True,178448.85707828938
58651.23953386422,20.190763828385112,731018.7930752076,3.0,1.0,Locale,Nave,B&B,True,248631.8576894944
,13.86966322175957,598188.7134350064,4.0,3.0,Regionale,Auto,Hotel,True,208816.8778723766
60434.77491939583,,524618.0351783037,2.0,0.0,Internazionale,Auto,Hotel,True,187603.19801318905
59520.10242170462,19.186129633757083,396314.45124592993,4.0,0.0,Locale,Aereo,Appartamento,False,148655.18658463127
39688.620598029425,25.44493514871416,514604.1410290405,1.0,2.0,Locale,Auto,B&B,False,174225.75260772687
57433.67312426455,9.397096944167744,457011.15301746025,1.0,1.0,Regionale,Treno,B&B,False,165820.38246737036
50929.32002285087,11.08479701082419,396157.8244362415,0.0,1.0,Regionale,Aereo,Hotel,False,144312.00734229787
69966.3118781053,9.076873131451165,654601.1474257475,3.0,0.0,Locale,Auto,Hotel,True,231364.1001667769
58781.379840955946,2.3974953500114515,414676.14023733576,2.0,2.0,Locale,Treno,Hotel,False,294808.4633826443
47588.48115576594,18.586050669944264,345431.8664602573,3.0,0.0,Regionale,Auto,Ostelli,False,127424.40051596017
38179.182062438,23.669666786479883,636856.1608953031,1.0,2.0,Regionale,Auto,B&B,True,210146.63929980993
42897.43346635991,11.254390028930908,388382.6533081697,0.0,0.0,Internazionale,Auto,Hotel,False,137963.51272563086
58478.81132547811,7.112446871633214,542986.3680690239,3.0,0.0,Locale,Aereo,B&B,True,192135.91608344624
48819.05817123693,20.73969938590823,275476.3691574773,2.0,1.0,Regionale,Nave,Hotel,False,107052.83983286165
41809.77275792654,7.649889618344957,,1.0,1.0,Regionale,Aereo,B&B,True,
43658.82408186245,22.21098829970283,511232.0295196911,0.0,0.0,Internazionale,Aereo,Appartamento,False,175199.02089683854
44393.90023629533,3.522634231380879,335047.49216230004,4.0,,Internazionale,Aereo,Hotel,False,122711.99776683768
55882.000009819974,20.940343619909996,600334.3281030206,1.0,0.0,Internazionale,Aereo,B&B,True,208041.49843581617
32519.80560423171,28.707327132411766,489543.95953041845,1.0,0.0,Internazionale,Aereo,,False,163123.2906612414
49204.36716059347,5.074165588071219,578555.3723060554,2.0,0.0,Locale,Auto,Hotel,True,198169.19527211334
46177.20222846764,29.729354649329466,491049.7085123974,4.0,0.0,Internazionale,Auto,B&B,False,170404.313667953
47455.120550897554,25.700600537755317,469001.8193603619,1.0,3.0,Regionale,Auto,Hotel,False,164428.30608355734
70972.02473592131,17.65685371111207,999977.480450842,1.0,0.0,Internazionale,Treno,Hotel,False,166445.81775732382
55737.424272141056,20.213949287544295,520840.54286535806,2.0,1.0,Regionale,Aereo,Hotel,True,184121.27499567793
55382.36761471429,19.058580395277872,298700.40861639695,2.0,1.0,Locale,Auto,Appartamento,False,117301.70639227622
58301.330462294325,2.5790927225900617,586452.9552128589,4.0,0.0,Internazionale,Aereo,Appartamento,True,205087.3517950048
38463.652844699565,20.2716494998871,560358.7700590995,4.0,0.0,Locale,Nave,Hotel,True,187340.25744007961
53358.41413557162,,538328.4615317628,3.0,4.0,Locale,Auto,Hotel,True,188178.34552731467
61322.70866231146,,,2.0,0.0,Regionale,Treno,B&B,True,201608.3206772372
54534.16302815941,6.371689212987023,492243.1868542718,1.0,1.0,,Auto,B&B,False,174940.23757036126
51776.99224133309,12.604493558778758,275575.81700689904,2.0,0.0,Locale,Aereo,Hotel,False,108561.64122273625
65799.08612349952,13.459310531360515,606200.91822731,4.0,1.0,Internazionale,Treno,Appartamento,True,214760.6185299427
78233.99417972972,17.394967157017717,453510.3181277113,1.0,1.0,Internazionale,Treno,Hotel,False,175170.29252817825
50439.14457793729,1.3776990571834813,517663.3740341704,3.0,2.0,Regionale,Treno,B&B,True,180519.1844992198
79829.39425291763,14.988969659026637,435109.9475675428,1.0,2.0,Locale,Nave,Hotel,False,165515.1296991704
66773.21946748703,12.765573902732775,544565.9207028933,0.0,0.0,Locale,Treno,B&B,True,196756.38594461148
60766.57684141145,9.473210252851475,999977.480450842,2.0,,Regionale,Treno,Hotel,False,153319.58440777907
40168.67698531831,22.567226644658295,543383.99434752,1.0,1.0,Locale,Aereo,Hotel,True,183099.73679691518
44269.307362058345,26.61501421539677,443078.46955803526,2.0,5.0,Regionale,Aereo,Ostelli,False,155058.59454843975
43273.855655696614,27.474715718676276,544358.462414111,,1.8192667088388248,Locale,Aereo,Hotel,True,184944.66655208162
45193.88446599566,17.52812545010066,460465.5494642428,2.0,1.8192667088388248,,Treno,Hotel,False,160737.00707227067
47349.079326629806,,467678.7730729493,3.0,4.0,Regionale,Auto,B&B,False,163978.7715851997
59372.44000645065,23.17496893093621,402881.0086314599,4.0,1.0,Regionale,Auto,Ostelli,False,150551.3225926633
42794.71803231857,12.652844299804642,526687.8411662249,2.0,1.0,Locale,Auto,Appartamento,,179404.11136602674
61572.49798294798,21.93495894100272,585023.0457313992,1.0,0.0,Locale,Auto,Hotel,True,206293.36271089377
58144.60529407388,0.5103622128845631,690767.3346872116,3.0,1.0,Locale,Auto,Hotel,True,236303.1030532004
46566.30873773611,8.317458316581167,470693.1360972517,2.0,0.0,Internazionale,Nave,Appartamento,False,164491.49519804356
64620.75100710989,11.303025417872414,443344.37755916285,0.0,0.0,,Aereo,Hotel,False,165313.6887713038
51742.722035658866,7.24286062760897,484561.41835948627,0.0,1.0,Internazionale,Nave,Appartamento,False,171239.78652567533
45069.21627232041,2.764000996039263,362878.04236869933,1.0,2.0,Locale,Auto,B&B,False,131398.22084677
57506.671717672194,10.471936007389811,408565.5982673296,,0.0,Locale,Aereo,B&B,,
30082.11352603217,13.547359488255697,473669.407611314,,0.0,Locale,Treno,Hotel,,157142.4790464103
49302.96214920603,6.175054280683864,423304.3022868689,0.0,0.0,Regionale,Treno,Hotel,False,151642.7717606637
,3.655597874351344,416596.8053200601,2.0,1.0,Internazionale,Auto,B&B,False,152509.26777853922
55149.30768978899,9.764680485406288,370656.09108530823,4.0,1.0,Regionale,Treno,Hotel,False,138772.28117048697
41530.1770521133,8.381257252199688,507347.90112363955,1.0,1.0,Locale,Aereo,,False,172969.6588631485
39691.64530314159,19.56102224491747,,1.0,0.0,Internazionale,Auto,Appartamento,True,198189.797629405
38399.6326126826,1.0784326918421605,999977.480450842,0.0,0.0,Locale,Aereo,Appartamento,False,
41755.16283588976,22.68033739915676,618776.7552241376,,0.0,Locale,Auto,B&B,True,206510.80798518617
61209.84140336067,6.8462321399228365,639107.4811078999,0.0,2.0,Locale,Aereo,Hotel,True,222337.1650340503
48446.35335336718,7.869256867775302,705654.964127963,0.0,0.0,Locale,Treno,Hotel,True,235919.66591507246
50223.4633471611,4.434140313833287,552153.6981451977,1.0,2.0,Regionale,Aereo,Hotel,True,190758.04111713986
37956.16372641748,20.332388508247988,346329.86485774256,4.0,1.0,Internazionale,Treno,Appartamento,False,122877.84132053152
39719.97040528155,17.899893940762396,438087.9733234165,2.0,2.0,Internazionale,Aereo,Hotel,False,151286.7771996657
51500.05072944296,13.86298410438651,408498.86543536716,0.0,1.0,Locale,Auto,Hotel,False,148299.68499533163
45330.58522342124,19.61360455769299,497642.1255799397,2.0,3.0,Regionale,Aereo,B&B,False,171958.3302856925
37941.62501969777,21.144532871419113,648437.909159079,1.0,0.0,Internazionale,Auto,Hotel,True,213502.38525757258
31867.88983668631,2.5358484697379557,492823.6629197247,2.0,0.0,Locale,Auto,,False,163781.44379426056
52827.53116779767,24.995499562281637,646892.5509541589,2.0,0.0,Locale,Aereo,Hotel,True,220481.9308701465
52796.49894092644,26.085453623518745,433368.9953090064,3.0,1.0,Locale,Aereo,Hotel,False,156409.54806316516
49249.97098011393,6.72157398562775,523838.5891963687,2.0,1.0,Locale,Auto,Hotel,True,
,21.884792138691353,571656.7531397018,3.0,2.0,Internazionale,Aereo,Hotel,True,203153.5371979889
51673.019402476304,28.32044561497768,513429.6789066584,2.0,2.0,Locale,Auto,Hotel,True,179865.81337323567
56561.014220540004,6.585276763553632,520099.47391084256,0.0,3.0,Internazionale,Aereo,Ostelli,True,184310.34928352275
45064.29565734801,21.65997440177474,400005.0723976819,4.0,2.0,Regionale,Nave,Hotel,False,142534.46954797854
44960.26515731125,16.661793645249,658035.5620277929,1.0,,Regionale,Aereo,,True,219891.0011869935
53908.402859167676,8.994295862428801,320693.3447308952,2.0,0.0,Locale,,Hotel,False,123162.60484885238
50560.50352397433,9.371735456620241,999977.480450842,2.0,2.0,,Auto,B&B,False,168177.76848303495
54587.21101836128,12.888400041399603,461855.8057182591,4.0,0.0,Locale,Auto,B&B,False,165851.14722465834
,20.236570815403553,318453.29837928596,2.0,2.0,Regionale,Auto,Appartamento,,115995.33431439512
53007.14876124148,25.97818065085326,526250.532774735,2.0,1.0,Locale,Aereo,Hotel,True,184379.13421304122
42496.360649054724,9.369831551958871,420561.90729659825,,0.0,Internazionale,Aereo,,False,147416.95251350684
55164.84156894358,8.550182380575809,276487.1602256739,4.0,1.0,Regionale,Nave,B&B,False,110529.36885217397
31271.288723855818,20.80165026184911,628447.982079159,3.0,2.0,Internazionale,,Appartamento,True,204170.6389856756
52087.99685758259,,529169.8939849865,3.0,0.0,Internazionale,Auto,Hotel,True,184795.56662428722
45629.20495417591,0.5618947952685416,594083.1909367109,0.0,1.0,Locale,Auto,Hotel,True,201039.55975810124
45423.08068015736,18.604010008983497,481883.74994834664,1.0,2.0,Internazionale,Treno,Appartamento,False,294808.4633826443
79829.39425291763,16.614616219763754,512727.70822773967,4.0,2.0,Locale,,Hotel,True,179633.1573583937
63049.93739208891,22.76372923921908,371965.93811648374,2.0,1.0,Regionale,Treno,B&B,False,143115.15013098958
45927.882768064876,11.503462495452341,,3.0,1.0,Regionale,Treno,Hotel,False,147357.11194143942
33757.36681964282,25.986331898863035,479882.4572644565,2.0,2.0,Regionale,Auto,,False,160843.82058915836
60527.41268122244,29.01626546516605,479210.4149345854,0.0,0.0,Locale,Aereo,Appartamento,False,
47458.274370406594,,442917.68979855266,1.0,2.0,Locale,Treno,Appartamento,False,156604.64412476908
,22.95958484580325,701303.7545300133,2.0,1.0,Locale,Treno,B&B,True,235054.89690588138
31524.067007808135,23.07332143188291,692027.7581259478,1.0,1.0,Locale,Nave,Hotel,True,223370.5609416884
31113.085359598794,26.678894456153973,362290.1404270426,0.0,0.0,Regionale,Treno,Ostelli,,124243.58480791218
54783.83525470109,18.134951808337966,677933.3333009089,4.0,0.0,Internazionale,Aereo,Hotel,True,230772.7176176232
53305.30414620912,4.246327635444846,396756.6671782307,2.0,1.0,Locale,Auto,B&B,False,145680.05222657378
55232.193555497215,10.024112271175122,492696.7461706868,3.0,1.0,Internazionale,Auto,Hotel,False,175425.72062895464
50343.39476250065,19.330499679497542,621787.6479092746,2.0,0.0,Locale,Auto,B&B,True,211708.3917540327
