Numero di Veicoli,Velocità Media,Incidenze,Tipo di Strada,Veicoli Sostituiti,Numero di Incidenti,Categoria Strada,Ora del Giorno,Giorno della Settimana,Allerta Traffico,Predict
6807.730619376029,47.7533443968662,7.19022519920928,4.0,103.0,13.0,Autostrada,Mattina,Venerdì,True,
6192.595993398037,94.97778037585111,4.626235706062164,3.0,104.0,12.0,Autostrada,Notte,Lunedì,True,1230.409291353841
6133.930261304746,85.98880894100125,8.011747294604412,14.812342138768171,94.0,5.0,Strada Provinciale,,Sabato,True,1220.5906955552305
3553.924187561088,85.8687656677913,3.4687134197325564,8.0,,,Autostrada,Notte,Sabato,False,703.2385749713583
5509.859476419727,101.19675465151327,1.4243540267566202,5.0,106.0,11.0,Strada Urbana,Sera,Sabato,True,1092.279526026821
6630.02657693,73.36809739876352,5.428637432410845,7.0,103.0,9.0,Strada Urbana,Notte,Venerdì,True,1320.297096875847
5105.247763131081,104.50303069383406,0.9987375519520549,10.0,99.0,10.0,Strada Urbana,Notte,Mercoledì,True,1010.8988708224185
3949.8820893880593,71.18376094669658,5.308466100728766,8.0,107.0,15.0,Autostrada,Pomeriggio,Venerdì,False,784.4505816131608
5496.590996554256,59.628603238082924,5.3898891017461175,7.0,99.0,10.0,,Sera,Venerdì,True,
5498.201922446153,55.803258370155405,5.9165636783253905,10.0,89.0,8.0,,Notte,Domenica,True,1095.8350277557126
5887.1611242107965,76.09230026294063,3.545610719101084,8.0,,11.0,Autostrada,Pomeriggio,,True,1170.8866780315957
5038.189608637062,31.46781058888983,4.133238819609498,9.0,94.0,13.0,Autostrada,Notte,Sabato,True,1005.7311123144062
7320.452050746677,4.226922266165891,7.725909120492062,5.0,105.0,11.0,,Mattina,Lunedì,,1465.9854906588664
5193.878651354834,11.607360400813679,6.0147928506804345,6.0,86.0,7.0,Autostrada,Sera,Lunedì,,1039.4194320860895
5796.5942115399685,95.91852609277579,0.0,9.0,85.0,13.0,Strada Provinciale,Pomeriggio,Giovedì,True,1149.7269896987161
4747.725616866635,,7.517882772885783,10.0,110.0,13.0,Autostrada,Notte,Giovedì,False,941.6605710206037
4619.017192267194,72.11959532083267,2.9461768685608978,10.0,87.0,14.0,Autostrada,Notte,Mercoledì,False,917.475331981924
4838.91234606284,92.70120658623259,8.312655998447296,10.0,103.0,7.0,Autostrada,Notte,Giovedì,False,961.0061453534789
,104.67004622335185,0.0,10.0,97.0,6.0,Strada Urbana,Sera,Martedì,True,1072.8706455088418
4670.649497196608,62.02367387333532,4.977363977926687,5.0,90.0,8.0,Autostrada,Pomeriggio,Sabato,False,1557.454108723199
,33.87709822631605,,10.0,83.0,7.0,Autostrada,,Domenica,True,1131.5656763202535
3623.185281624014,46.28415890693985,2.9367243798254274,10.0,99.0,8.0,Autostrada,Pomeriggio,Domenica,False,720.8896577480565
5747.197432908556,95.0150198437867,7.582795340628263,10.0,111.0,9.0,Autostrada,,Martedì,True,1142.2128231995212
4764.677722685977,14.208540783930257,,6.0,107.0,18.953642585370954,Autostrada,Sera,Mercoledì,False,953.7057601248908
4378.351228761337,2.500821993584883,1.1659724479610398,5.0,108.0,8.0,Strada Urbana,Mattina,Domenica,False,875.7699552872972
4302.699702334145,107.30672452525457,0.0,9.0,,12.0,Autostrada,Mattina,Venerdì,False,849.8092680143035
4256.55538985434,114.06155753724184,2.321678757853074,8.0,100.0,14.0,Strada Provinciale,Pomeriggio,Lunedì,False,840.6014258444999
5358.3225856726895,99.13650083736928,5.803248656273403,10.0,80.0,11.0,Strada Provinciale,Sera,Martedì,True,1071.1569837853426
4067.678183443588,63.90942184282521,8.25470880323117,6.0,91.0,12.0,,Mattina,Venerdì,False,807.8033802249822
5228.079016083834,46.20960098551728,3.6567011872677684,6.0,104.0,6.0,Autostrada,Mattina,Giovedì,True,1042.0918534743955
4104.464101739538,21.727050446108983,3.3319237709432814,2.0,104.0,10.0,Strada Provinciale,Pomeriggio,Domenica,,819.7196924345798
4053.177679800391,14.979262250827503,3.3432357403947766,7.0,89.0,9.0,Strada Provinciale,Mattina,Sabato,False,810.140580457114
3747.474551380136,52.75329593830086,4.180261266850236,8.0,104.0,8.0,Autostrada,Sera,Venerdì,False,745.4736590622522
,25.838728368786544,7.4159499519677095,9.0,112.0,10.0,Strada Provinciale,Notte,Giovedì,True,1253.2261732159386
5364.439310587604,4.386338778608869,,7.0,100.0,10.0,Autostrada,Sera,Giovedì,True,1072.44922823966
7850.518184409375,102.64768633310051,10.130445655794789,14.812342138768171,105.0,10.0,Strada Urbana,Sera,Sabato,True,1337.6586661796039
4332.787910104303,56.57388815755397,3.4545397713719006,8.0,108.0,5.0,Autostrada,Mattina,Giovedì,False,861.9365551365166
5029.160477717109,89.38268646830629,9.161453827069595,7.0,108.0,11.0,Strada Urbana,,Venerdì,False,999.6422630447121
7012.671362634103,15.03896120405717,,7.0,86.0,14.0,Autostrada,Sera,Domenica,True,1402.7833349633174
3414.8639580667495,58.23576001830219,6.023133441518155,7.0,116.0,11.0,Autostrada,Sera,Giovedì,False,678.9561556439752
5671.871851109772,33.731187560553124,0.0,9.0,189.9595394490244,15.0,Autostrada,Pomeriggio,Venerdì,True,1131.001251465899
5859.429490857348,5.527414828337478,4.632278340805654,1.0,,10.0,Autostrada,Sera,Martedì,True,1172.7228401908778
4708.610631625984,27.294901061024028,3.9612473909462076,10.0,101.0,10.0,Strada Urbana,Mattina,Mercoledì,False,940.1810104363782
6532.518390741067,89.18348947584657,1.009315652698218,10.0,98.0,10.0,Autostrada,Pomeriggio,Lunedì,True,1297.8881238964384
5707.260316681646,66.60943513994187,3.744322876769488,10.0,90.0,8.0,Autostrada,Notte,Mercoledì,True,1135.914416685366
3685.7250510404683,,1.0032452929556892,4.0,98.0,15.0,Strada Provinciale,Notte,Giovedì,False,727.813284181401
5941.826375252897,41.14089718169625,5.5426231897210725,10.0,90.0,4.0,Autostrada,Pomeriggio,Sabato,True,1185.9139722893262
4450.760763605291,36.9227988937414,8.327197703410576,8.0,94.0,14.0,Strada Urbana,Mattina,Domenica,False,888.9580321427072
5551.422492713159,70.34808411030852,4.130609097247827,4.0,96.0,11.0,Autostrada,,Giovedì,True,1104.4888728607755
7442.7346657807875,66.12267961577368,3.2033353174700068,6.0,103.0,5.0,Strada Urbana,Mattina,Venerdì,True,1482.8956657898214
4440.977084845992,70.590801142828,1.9937303722533843,10.0,105.0,9.0,Autostrada,Notte,Lunedì,False,881.7344559665918
4053.3219102832886,19.771738357647077,8.25470880323117,6.0,83.0,5.0,Strada Provinciale,Mattina,,False,808.6872082208931
5800.770655750062,52.16182234083779,0.044455237004227044,8.0,99.0,9.0,Autostrada,Mattina,Martedì,True,1154.95128548703
,81.25718224877059,14.216818323086343,10.0,96.0,10.0,Autostrada,Pomeriggio,Martedì,True,1087.9852502483527
5328.04190396027,30.4412422938031,8.073565965745468,7.0,110.0,6.0,Strada Urbana,Mattina,Domenica,True,1064.9863263523973
5725.34868233799,46.76603203039389,3.864900658128904,10.0,87.0,10.0,Strada Provinciale,Sera,Domenica,True,1141.5526034619973
6628.447152511742,109.96185101424759,7.525435066184357,7.0,103.0,11.0,Autostrada,Mattina,Venerdì,True,
4924.174686958258,,10.348532310788537,8.0,95.0,9.0,Strada Provinciale,Notte,Domenica,False,977.7868532392675
7015.756344414497,115.00245665494941,7.070512659233022,6.0,100.0,9.0,Strada Provinciale,Notte,Mercoledì,True,1393.7721770151745
3602.857176058146,39.564159041157815,12.555976727880862,10.0,91.0,6.0,Strada Urbana,Pomeriggio,Giovedì,False,720.3818123258777
3240.4527829872713,83.35359953907462,3.268272938623001,7.0,107.0,6.0,Autostrada,Sera,Lunedì,False,640.7356785251338
6185.585965327467,0.6615020668025062,5.298262658117609,7.0,92.0,,Strada Urbana,Notte,Giovedì,True,1238.6405216562487
5825.654691493144,79.45677519625768,9.896730825288172,9.0,116.0,9.0,Strada Urbana,Pomeriggio,Giovedì,True,1160.1542800265895
4533.798944964706,14.603940098876716,11.337665373405262,14.812342138768171,118.0,10.0,,Mattina,Sabato,False,908.7006945950751
5782.203791530123,10.030244269855238,2.7650585675182415,5.0,104.0,5.0,Strada Provinciale,Pomeriggio,Sabato,True,1156.2672514492947
4631.411361714782,81.28356822751104,1.6000349099260776,6.0,115.0,14.0,Strada Provinciale,Mattina,Giovedì,False,918.6339259931832
6513.035857732775,112.78283103652053,,7.0,102.0,13.0,Autostrada,Notte,Mercoledì,True,1293.6437482831577
7585.706490768533,103.61946730129496,6.666859081706536,14.812342138768171,104.0,5.0,Strada Urbana,Mattina,Lunedì,True,1508.779409148089
4224.844693081425,66.56198480027774,3.097298188189435,8.0,94.0,9.0,Autostrada,Pomeriggio,Venerdì,False,
5964.201607556015,,6.413832151141827,10.0,102.0,12.0,Autostrada,Notte,Giovedì,True,
5281.281844697417,112.81522976983555,4.7296289336823945,9.0,97.0,7.0,Strada Urbana,Sera,Giovedì,True,1046.3937346426048
3537.7470835713093,75.38265053393943,4.684103616827969,9.0,105.0,7.0,Strada Urbana,Mattina,Sabato,False,701.4163827459164
4483.395512307582,40.24760473616912,7.032112725659206,10.0,97.0,12.0,Autostrada,Notte,Lunedì,False,894.7639758055973
3891.592942747813,103.54547337065691,0.0,10.0,90.0,11.0,Autostrada,Pomeriggio,Lunedì,False,767.964041212497
5468.892391592959,4.070273660579176,8.018075680155833,10.0,100.0,,Strada Provinciale,Mattina,Giovedì,,1095.7768736565806
,99.13650083736928,7.241683463499996,3.0,189.9595394490244,11.0,Autostrada,Sera,Sabato,False,641.4882940891935
5460.178233591709,46.40941074327506,4.734087377776026,,,14.0,Strada Urbana,Sera,Sabato,True,1088.8149318573471
5221.638200370052,102.97510437045489,5.089494463171598,7.0,100.0,8.0,Strada Provinciale,Mattina,Martedì,True,1035.5569779759162
4838.992458388742,46.04387951779779,2.975614487348424,7.0,90.0,8.0,Strada Urbana,Notte,Giovedì,False,964.0867880721732
6222.063513887221,36.78053775277527,4.613265209107583,10.0,110.0,7.0,Strada Urbana,Pomeriggio,Domenica,True,1242.1186285648992
3479.2823777417534,6.263578004027077,6.341682596601453,10.0,90.0,9.0,Strada Urbana,Mattina,Martedì,,697.1326225269285
5636.863925340056,70.74735799237197,2.7295891381863067,2.0,110.0,14.0,Autostrada,Sera,,True,1121.11692601023
4376.552783503585,66.59326780223294,10.90524157552727,8.0,111.0,,Strada Urbana,Pomeriggio,Giovedì,False,
4559.839511490416,112.31458258051464,8.25470880323117,6.0,95.0,12.0,,Notte,Domenica,False,
4774.99580303294,71.68377166600901,3.2263073723052944,8.0,92.0,,Autostrada,Pomeriggio,Giovedì,False,948.7986756516788
5570.279611071841,20.11299669616044,8.301573952965029,,107.0,10.0,Autostrada,Sera,Giovedì,True,1114.5350947306417
4790.247385500172,27.120987759280766,5.450085653054829,10.0,103.0,14.0,Strada Urbana,Pomeriggio,,False,956.9724040200227
3461.4410480348733,16.446001776687158,11.36268321491772,5.0,98.0,18.953642585370954,Strada Provinciale,Mattina,Sabato,False,694.0524143937813
3548.5547144688244,114.83693968440295,6.950163672138125,7.0,77.0,13.0,Strada Urbana,Mattina,Giovedì,False,700.312298026966
6279.044439724194,40.499548001614215,1.0227942360303621,10.0,101.0,5.0,Strada Provinciale,Sera,Lunedì,True,1252.0657714154863
7850.518184409375,95.34772364729464,8.897899577605555,10.0,112.0,8.0,Autostrada,Pomeriggio,Giovedì,False,982.7067794088091
3232.19703606874,80.15155278474478,2.3597951967713873,10.0,93.0,5.0,Strada Provinciale,Mattina,Martedì,False,639.132190494305
4104.188584710753,28.509014880636535,2.419898049527717,6.0,95.0,11.0,Autostrada,,Sabato,False,818.7127848689454
4509.68804120789,18.43932781890377,5.424408510521235,9.0,112.0,7.0,Autostrada,Pomeriggio,Lunedì,False,901.7209980128439
4852.683366135254,82.53578177032095,7.049209451055479,9.0,108.0,9.0,Strada Provinciale,Sera,Venerdì,False,964.3978578853355
4521.94674561269,69.73851913612135,8.894917654406584,9.0,100.0,7.0,,Pomeriggio,Sabato,,900.0839725052479
4932.234745663177,81.92292180102609,2.572864291305408,10.0,107.0,12.0,Strada Urbana,Mattina,Giovedì,False,979.0265162399244
3597.975939865729,7.5389922629264206,3.6918913017865242,6.0,104.0,3.0,Strada Provinciale,Mattina,Lunedì,False,719.948856137389
5470.212323327376,112.07605574478569,,10.0,118.0,9.0,Strada Provinciale,Pomeriggio,Domenica,True,1084.895482765569
6222.168891338908,25.583452992893744,,6.0,100.0,18.0,Autostrada,Mattina,Venerdì,True,1242.1344528268464
5144.827110651232,103.32351876110674,3.04397132682211,5.0,107.0,10.0,Autostrada,Mattina,Sabato,True,1019.5462616521824
5125.668748274233,83.1402309876389,3.867622941670622,7.0,85.0,11.0,Autostrada,Pomeriggio,Lunedì,True,1017.9800134385838
5478.805399946393,64.96999148119214,3.8773862941575272,4.0,110.0,10.0,Strada Provinciale,Pomeriggio,Domenica,True,1090.4272967294069
6007.650106530117,106.50349968791564,4.664566275614887,6.0,91.0,9.0,Autostrada,Notte,Giovedì,True,1192.2790412199163
4364.489627907303,29.12983058255826,11.455911453407047,8.0,123.0,,Strada Urbana,Mattina,Venerdì,False,873.421715959227
6099.658664752495,57.71257944160743,5.091983470245897,10.0,101.0,11.0,Strada Urbana,Notte,Mercoledì,True,1215.688070047412
3288.0646986069887,5.932989100560455,5.87978507505656,7.0,92.0,14.0,Autostrada,Sera,Giovedì,False,658.7835763338586
7104.451581281701,57.858628422769755,9.53515305224225,6.0,110.0,11.0,Autostrada,Pomeriggio,Mercoledì,True,1417.9649993297357
5719.342756157685,105.81044970993446,5.033452846337826,10.0,88.0,14.0,Autostrada,Sera,Lunedì,True,1134.797542114445
4887.203538030348,99.13650083736928,9.23417167805384,9.0,99.0,12.0,Strada Urbana,Mattina,Sabato,False,977.7790086769401
4334.26982193731,57.385001167236524,3.3966466588948747,10.0,113.0,11.0,Autostrada,Sera,Venerdì,False,862.1344582684067
5262.8163287717,35.7245316442034,,10.0,103.0,10.0,Strada Urbana,Pomeriggio,,True,1050.6133181323996
4945.91056517351,85.8347750627139,4.884759590381476,10.0,115.0,9.0,Autostrada,Sera,,False,982.0640634055451
3386.798428853854,61.62564558764201,12.91661471511662,10.0,,9.0,Strada Urbana,,Martedì,False,675.0721056265417
4482.231699582408,,5.046768424553016,10.0,89.0,12.0,Autostrada,Notte,Venerdì,False,894.1181527623343
4836.903902106993,,9.244078076037356,9.0,107.0,12.0,Autostrada,Notte,Martedì,False,969.4131414996975
4042.091558192465,13.257709240153606,10.48562961505694,10.0,97.0,15.0,Strada Urbana,Notte,Lunedì,False,810.2382295989947
3616.2784762754973,15.652049328655849,0.0,10.0,101.0,12.0,Autostrada,Mattina,Sabato,False,721.6904903222338
4340.471530985253,52.692422724882825,5.409276189939164,10.0,94.0,6.0,Strada Provinciale,Notte,Domenica,False,864.4478467815441
4961.033427645873,88.80574021952204,4.645128679812345,10.0,107.0,9.0,Strada Urbana,Mattina,Venerdì,False,984.7196501111663
3349.1903374846347,,0.0,7.0,93.0,10.0,Autostrada,Sera,Venerdì,False,659.5772134799845
4200.451312630058,85.76288590545545,0.0,6.0,93.0,9.0,,Mattina,Lunedì,False,831.5139739354661
5198.323217283215,70.43311843008836,6.5929845053545435,10.0,86.0,9.0,Autostrada,Notte,Sabato,True,1034.5992269652406
6847.691781248675,81.06839734683724,6.131096702162731,6.0,92.0,8.0,Autostrada,Notte,Lunedì,True,1363.2708455257002
5314.098164902429,60.3923585309441,0.0,5.0,80.0,6.0,Strada Urbana,Sera,,True,1056.7803971273913
4830.412587241982,2.1911128199340135,8.25470880323117,7.0,,13.0,Strada Urbana,Notte,Giovedì,False,966.6095199414648
5089.4907885449065,98.78780485901274,12.339219314420877,,109.0,9.0,Autostrada,Mattina,Lunedì,True,1011.7211430174062
6763.7375428992145,91.90078726379622,4.997741893636005,7.0,90.0,17.0,Strada Provinciale,Sera,Mercoledì,True,1345.0567524215542
4759.67089606006,36.656373055485425,6.302151361345855,9.0,189.9595394490244,,Autostrada,Pomeriggio,Lunedì,False,950.1591873148673
,116.7913552133095,6.16355894457478,6.0,87.0,18.953642585370954,Autostrada,Pomeriggio,Martedì,False,901.5803970825018
4017.7205289573863,102.10621658159532,0.4184385442073548,7.0,106.0,9.0,Autostrada,Mattina,Lunedì,False,793.45901569658
4699.657926085112,42.11191316475334,,8.0,109.0,10.0,Strada Urbana,Pomeriggio,Martedì,False,936.9291286408164
5093.1086009204455,67.13296922267446,,10.0,,,Autostrada,Notte,Venerdì,True,1013.237030483625
3014.5602596441604,47.72220759831307,5.446564047263315,8.0,96.0,11.0,Autostrada,Notte,Giovedì,False,599.7738003831798
4903.182303036983,15.134814490255293,0.1550512323021529,5.0,106.0,11.0,Strada Urbana,Notte,Martedì,False,979.1694945280617
6986.590631972926,98.37326249803561,5.061717429886453,5.0,115.0,8.0,Strada Urbana,Mattina,Mercoledì,,1388.9993153737478
4966.93893385642,102.09242004626132,5.981283165791421,6.0,102.0,8.0,Strada Provinciale,Pomeriggio,Martedì,False,984.9729297163952
5528.477600938409,92.302120475361,5.110698497694124,2.0,103.0,15.0,Autostrada,Notte,Sabato,True,1097.9985176894538
7850.518184409375,69.43563761368166,0.0,9.0,113.0,16.0,Strada Urbana,Mattina,Martedì,True,1075.3402784201066
4001.854731968258,103.3864188826461,6.764168837619109,10.0,100.0,8.0,Strada Provinciale,Notte,Domenica,False,792.0615551566726
7332.710318024982,,7.166222478712156,3.0,107.0,13.0,Autostrada,Pomeriggio,Domenica,True,1457.5482321955997
5304.136103990611,,3.8817419428817432,8.0,129.0,,Autostrada,Pomeriggio,Giovedì,True,1053.2183618923475
5119.819774339757,61.6694807636436,5.182347850664687,6.0,95.0,13.0,Strada Urbana,Sera,Lunedì,True,1019.3517111467864
6369.46920986542,61.14020228047762,4.833074314612431,7.0,109.0,12.0,Strada Urbana,Pomeriggio,,True,1269.22974403942
5626.948668183997,112.79062941696438,2.169849296465655,,89.0,13.0,Strada Urbana,Sera,Giovedì,True,
5855.681829403168,94.84335784583901,5.212601244242098,6.0,107.0,7.0,Strada Provinciale,Mattina,Mercoledì,True,1163.2158104693226
3960.781318476129,118.77329442979865,3.514909447627934,4.0,102.0,13.0,Strada Urbana,Notte,Martedì,False,781.3334070865343
4975.904073129092,60.344547649586346,8.8339012287599,10.0,78.0,15.0,Strada Urbana,Mattina,,False,991.7965302294878
2963.3560753801157,45.231642952230146,3.9355421096057768,4.0,97.0,12.0,Autostrada,Notte,Mercoledì,False,589.3287134136818
5066.240769046038,112.23587955660987,9.062307810335096,6.0,189.9595394490244,11.0,Autostrada,Mattina,Sabato,False,1004.7432581966472
4351.736371521682,6.920768328780396,7.061572486517807,,115.0,9.0,Strada Urbana,,Venerdì,False,871.7736692174137
4685.02662378769,101.43589110205718,4.644344565248608,9.0,110.0,9.0,Strada Provinciale,Sera,Lunedì,False,928.255039016907
7278.211205465943,60.30414230094236,6.633837434413003,7.0,106.0,9.0,Autostrada,Mattina,Martedì,,1451.6019780934182
4557.670503265356,119.25888926440665,0.0,10.0,,12.0,Autostrada,Sera,Giovedì,False,899.6082117266307
6909.107140876678,111.19277967675342,4.662011060023349,4.0,101.0,13.0,Autostrada,Pomeriggio,Giovedì,True,1372.1007535256674
5971.241870203006,60.82262957788549,0.7954486998792483,10.0,94.0,11.0,Autostrada,Mattina,Venerdì,True,1188.4047456927765
4791.241416713521,33.492942675560094,5.8995250454586925,4.0,100.0,12.0,Autostrada,Sera,Giovedì,False,956.6688465887859
6079.437637969352,61.79629123900847,5.705882177197198,7.0,100.0,8.0,Strada Provinciale,Mattina,Domenica,,1211.4196631231289
4622.04646382489,97.59353845458776,,3.0,84.0,17.0,Strada Provinciale,Mattina,Lunedì,False,916.5174304203739
3791.27042160817,117.5647186587082,9.131382613686707,10.0,98.0,16.0,Autostrada,Sera,Giovedì,False,749.2370272398692
4007.8885060286,,4.934492426565955,5.0,108.0,13.0,Strada Urbana,Notte,Martedì,False,
5086.065321397942,102.66043329492834,0.9061528256029936,6.0,95.0,9.0,Autostrada,Sera,Domenica,True,1007.2188667977765
4814.000032036881,80.6233076975512,1.7710395135586428,7.0,91.0,13.0,Autostrada,Notte,Giovedì,False,955.2689874916887
5303.5924977370105,,6.924962589927663,6.0,102.0,10.0,Autostrada,Notte,Giovedì,True,
5245.867471959838,11.314362490763319,0.0,7.0,110.0,8.0,Strada Provinciale,Sera,Giovedì,,1048.0420581428914
4743.945979184355,20.001552139480047,7.006621242637843,9.0,84.0,10.0,Autostrada,Mattina,Venerdì,False,948.8910269957142
5536.368293400269,,4.487961239608639,10.0,101.0,6.0,Strada Provinciale,Mattina,Giovedì,True,1098.1936709126915
2445.3292468430254,101.08850354537479,8.25470880323117,9.0,112.0,11.0,Strada Provinciale,Sera,Martedì,False,479.7738880635488
5138.328369923979,95.29876206227814,4.472640076706088,10.0,113.0,16.0,Autostrada,Pomeriggio,Mercoledì,True,1019.4775898015798
4475.533452983202,10.68693541382249,10.806094634119129,7.0,110.0,12.0,Strada Urbana,Pomeriggio,Giovedì,False,897.2798254454939
6396.196141652905,38.25734568147682,8.66162406100483,3.0,89.0,6.0,Strada Urbana,Pomeriggio,Giovedì,True,1278.0119809807347
5704.612320711813,104.34655215086805,7.000294785273217,7.0,103.0,12.0,Strada Urbana,Sera,Lunedì,True,1132.5878973628576
5090.565597487075,49.2134488246314,5.170255891491519,10.0,89.0,8.0,Autostrada,Notte,Giovedì,True,1014.7428513823994
3183.5349489851296,27.195099657426162,6.298330335696326,4.0,101.0,9.0,Strada Provinciale,Mattina,Martedì,False,635.8769789319922
4482.303582826677,103.46769280409421,0.0,7.0,98.0,11.0,Autostrada,Notte,Martedì,False,1557.454108723199
4518.709276194027,13.716677926259244,,10.0,103.0,10.0,Autostrada,Sera,,False,904.6660861059962
4320.1696943251245,22.74995017172408,3.218741821378382,10.0,104.0,12.0,Autostrada,Notte,Venerdì,False,862.7245663942662
4818.003674636018,,4.693441184464729,14.812342138768171,94.0,15.0,Autostrada,Notte,Lunedì,False,961.2051937263916
4741.031909252182,116.32337471065898,4.56459080758136,10.0,100.0,10.0,Autostrada,Sera,Giovedì,False,937.943421621645
6527.084927857947,33.389003613923194,5.998544209849996,7.0,87.0,18.953642585370954,Strada Provinciale,Pomeriggio,Venerdì,True,1303.8776484731522
5436.71705635243,97.03518603917279,8.598557520573438,4.0,126.0,14.0,Autostrada,Mattina,Lunedì,True,1080.219459922741
5182.7762878764315,93.27887334563216,3.599506351120806,10.0,,9.0,Strada Urbana,Notte,Giovedì,True,1028.3072221460593
5685.282308081815,89.05550010212268,8.061629561365724,7.0,101.0,6.0,Autostrada,Pomeriggio,Sabato,True,1130.5694004745606
4993.3515600993915,80.29381643648139,12.471562678346897,10.0,121.0,6.0,Strada Urbana,Sera,,False,994.3823991797343
,102.62345236846738,6.620239189133754,6.0,75.0,13.0,Strada Provinciale,Sera,Venerdì,True,1081.4690450493865
5111.460896811396,,3.2610453229193976,5.0,107.0,11.0,Strada Provinciale,Notte,Mercoledì,True,1014.0013323738023
6177.060392673543,106.09456870071985,4.5428885002010535,8.0,104.0,6.0,Strada Urbana,Notte,Giovedì,True,1226.165488214697
3809.8904453421615,30.021032530924387,5.024260610316536,10.0,73.0,,Autostrada,Pomeriggio,Sabato,False,760.483263998435
5876.13593257369,,2.99456014525851,4.0,101.0,15.0,Strada Urbana,Sera,Martedì,True,1174.1937330060407
4875.620737346499,41.70727797949803,5.808714922173705,7.0,106.0,12.0,Autostrada,Pomeriggio,Lunedì,,972.696034148002
4302.056125675292,99.0636625072627,,10.0,82.0,10.0,Strada Provinciale,Notte,Domenica,False,852.2134206728912
4513.856060257218,23.955188904829534,1.31222251138411,,,13.0,Strada Provinciale,Notte,Lunedì,False,900.7693599143759
4310.083972429486,77.87700226155377,7.313402557643712,10.0,108.0,14.0,Strada Urbana,Notte,Venerdì,False,856.4231150270349
6488.901886626594,47.726921246723876,8.25470880323117,7.0,113.0,12.0,Strada Provinciale,Pomeriggio,Venerdì,True,1294.0582019586475
5234.631030332552,112.80144272359779,5.208371697697521,8.0,95.0,11.0,,Pomeriggio,Martedì,True,1037.2085733034596
4659.56112673257,29.47261141357339,3.155918735780677,3.0,117.0,7.0,Strada Provinciale,Pomeriggio,Martedì,False,929.911739825891
4768.77716852202,22.439553084570942,2.621409747493806,6.0,,7.0,Autostrada,Sera,Sabato,False,952.2979013201949
3509.8423661214465,59.3855815201085,3.767080211658377,9.0,90.0,9.0,Strada Provinciale,Sera,Martedì,False,
4642.0850938179765,27.25415035130672,8.166520762825751,10.0,98.0,10.0,Autostrada,Pomeriggio,Giovedì,False,928.1415599573124
5194.9916308602715,87.31120375587132,0.0,7.0,,14.0,Autostrada,Pomeriggio,Lunedì,True,1030.2672057964671
4694.2921678876055,51.35406055673656,7.23983815376398,7.0,,11.0,Strada Provinciale,Sera,Lunedì,False,
3620.561554124506,,4.243705099909098,7.0,105.0,5.0,Autostrada,Mattina,Domenica,False,720.7974520644794
6174.208917223574,,8.25470880323117,10.0,103.0,11.0,Strada Urbana,,Domenica,True,1234.7872820370076
5462.629545243732,99.55122714550556,0.0,7.0,107.0,9.0,Autostrada,Sera,Lunedì,True,1082.5707863341959
5567.846852635148,11.67942371168158,2.049330738108066,9.0,,7.0,Strada Provinciale,Pomeriggio,Sabato,True,1113.0162273772937
5440.264395593156,31.44136974545522,4.868497191747343,10.0,107.0,8.0,Autostrada,Pomeriggio,Lunedì,True,1086.36929130161
3816.1786495930237,6.330629633733387,12.85727020068367,9.0,93.0,10.0,Autostrada,Pomeriggio,Lunedì,False,766.4598480154365
3871.18509855454,53.65193310071346,0.22261270030356872,6.0,124.0,5.0,Strada Provinciale,Pomeriggio,Domenica,,768.9386102109278
6372.621335787389,118.6871387559316,1.7836124564794091,8.0,96.0,15.0,Strada Provinciale,Pomeriggio,Domenica,True,1263.1906370188285
4458.600750910427,110.57271946684676,6.7153724845437806,10.0,110.0,7.0,Strada Urbana,Sera,Lunedì,False,882.677489980764
3275.96882992695,3.6150173055292045,11.697230306087485,6.0,,12.0,Strada Provinciale,Mattina,Sabato,False,658.3414333466634
5307.51760121236,54.598159134298896,8.25470880323117,9.0,93.0,7.0,Autostrada,Sera,Sabato,True,1058.0679582820837
4953.931233502074,62.93718734944307,11.062964094014559,10.0,84.0,12.0,Autostrada,Pomeriggio,Mercoledì,False,987.811417193675
4566.71399405752,106.78184084860753,,7.0,98.0,10.0,Strada Provinciale,Notte,Venerdì,False,903.4386553607773
3476.805101910384,9.485602567648632,0.1318635140224087,7.0,95.0,6.0,Autostrada,Notte,Venerdì,False,694.4520191795187
3484.1056504243334,27.893587866044523,6.543488096316669,10.0,108.0,11.0,Autostrada,Notte,Lunedì,False,1557.454108723199
4060.9123801103906,70.30719793750357,1.7639679077588069,10.0,117.0,10.0,Autostrada,Sera,,False,
3226.3115344614107,107.81740727676737,4.460315833923085,7.0,83.0,14.0,Strada Urbana,Sera,Sabato,False,635.8186609147823
5115.537395219264,74.00312216272748,0.0,6.0,101.0,17.0,Autostrada,Notte,Mercoledì,True,1015.7071668275802
7243.104463629486,106.63890647735401,8.129953532626114,9.0,109.0,8.0,Autostrada,Sera,Venerdì,True,1440.3959881379499
4113.328941016018,35.99260188086194,4.9687672996387215,5.0,107.0,9.0,Strada Urbana,Mattina,Mercoledì,False,820.557158205009
5771.234608180978,79.94947690296486,0.22477413331185936,5.0,112.0,11.0,Autostrada,Mattina,Martedì,True,1146.319406185893
5986.918088137204,40.01799250216762,8.44028572319394,4.0,106.0,6.0,Autostrada,Sera,Giovedì,True,1195.9139040941823
4668.228797007798,35.717450766438375,2.0598778528914528,8.0,94.0,11.0,Strada Provinciale,Mattina,Lunedì,False,930.6919776807832
