Tasso di Mortalità,Numero di Visite Ospedaliere,Incidenza di Malattie Cardiovascolari,Fascia di Età,Stato di Salute,Numero di Vaccinazioni,Tipo di Malattia,Area Geografica,Stato Economico,Emergenza Sanitaria,Predict
4.391693132351876,4369.032089721203,209.31973275422934,2.0,0.0,90.0,Respiratoria,Centro,Medio,True,1811.0087557147501
5.208891355793055,709.1503892001788,231.063780650051,4.0,0.0,101.0,Cardiovascolare,,Basso,,354.1792898750868
5.196731784381307,3199.565158365266,138.84505899623448,3.0,0.0,90.0,Respiratoria,Centro,Medio,True,1322.379581044977
5.792224048666112,336.8833702377255,200.85918743828583,2.0,2.0,93.0,Cardiovascolare,Centro,Basso,False,195.61110432657594
6.544900277629534,3821.8659333333726,83.75858783602416,2.0,0.0,,Cardiovascolare,Nord,Basso,True,1554.4739496841562
3.8838737181974796,1014.7671749347226,213.7576445363912,3.0,1.0,103.0,Respiratoria,Sud,Alto,False,470.9341633348064
5.3553047652394765,2426.553314210712,240.03223931416255,,2.0,94.0,Cardiovascolare,Centro,Medio,False,1042.9309974785335
4.487255872195514,1652.9335903514736,221.01466652493687,2.0,0.0,122.0,Respiratoria,Centro,Basso,False,728.0778360980706
4.617580795236146,1433.365995811849,226.85907460511703,2.0,0.0,115.0,Oncologica,Centro,Medio,False,642.0041207062748
3.6460306818957395,3355.5855866268757,162.14453602130226,2.0,0.0,97.0,Respiratoria,Nord,Alto,,1391.477595457141
4.0055419631336795,2338.3981031398744,145.53014987569415,1.0,1.0,99.0,Cardiovascolare,Centro,Basso,False,
9.557244881158596,4534.314533611386,126.83479231299486,,0.0,104.0,Cardiovascolare,,Basso,True,1979.6551061714283
4.599339272127132,2859.5068343076114,204.0706699611101,,0.0,102.0,Respiratoria,Nord,Alto,True,1205.0239347113777
1.855197806497432,4546.703778253407,227.78239851788837,3.0,2.0,87.0,,Sud,Basso,True,1887.9162308567295
4.019640124352279,3418.605151142373,314.2674232293041,1.0,1.0,84.0,Respiratoria,Centro,Basso,True,
6.170007267923854,2148.643792564368,,4.0,3.0,97.0,Cardiovascolare,Centro,Alto,False,2059.6077638885827
6.376690291684478,62.00938696697855,276.2010436362333,4.0,1.0,89.0,Respiratoria,Centro,Medio,False,108.86406787766141
5.197453638111571,4621.361583802696,130.64593182279324,2.0,0.0,,Cardiovascolare,Centro,Medio,True,1888.3384130679165
7.457869240565506,394.15527602181146,138.60511736740992,,4.0,95.0,Cardiovascolare,Centro,Medio,False,199.54364561894758
3.582227401330806,455.46009852566516,235.06479055909114,2.0,0.0,106.0,,Nord,Medio,,253.3034765779934
,3432.571573307932,208.7141624324162,0.0,0.0,98.0,Cardiovascolare,Sud,,True,1435.6428780528977
5.969960580477984,,241.84727550540714,1.0,1.6392105038537175,89.0,Respiratoria,Nord,Basso,True,2059.6077638885827
4.069772213966289,3196.4148375363648,241.46717803186172,2.0,1.0,114.0,Cardiovascolare,,Medio,True,1351.6060884241044
5.760303418330397,2750.666411658027,232.8431833349722,2.0,0.0,102.0,Respiratoria,Nord,Basso,True,1170.7195196637024
4.421553501778703,1059.8255172274196,260.1875881733936,2.0,1.0,105.0,Cardiovascolare,Sud,Basso,False,502.58648334298596
7.37316907026223,4410.187664522981,200.13757749085573,2.0,0.0,85.0,Respiratoria,Centro,Basso,True,1824.7163390564492
7.229000984967465,4882.259913822132,241.6821923871972,3.0,1.6392105038537175,91.0,Respiratoria,Nord,Medio,True,2026.3086232450123
7.57389705461402,926.0349289564413,169.2705017923724,3.0,0.0,100.0,Cardiovascolare,Nord,Alto,False,422.09512212028824
6.321323844582135,1935.212282990116,276.12037333482715,3.0,1.0,112.0,Respiratoria,Centro,Basso,False,857.8210251964945
4.020729345465917,3824.483014711252,134.30384923433706,1.0,3.0,101.0,Oncologica,Centro,Medio,True,1570.3843606548019
4.927781284901399,4308.55205407452,187.94816439964578,0.0,1.0,102.0,Cardiovascolare,Centro,Medio,True,1779.805270949702
2.5019018643289326,1530.8825713680662,176.60264126879434,3.0,2.0,82.0,Cardiovascolare,Sud,Medio,False,666.2338209278647
4.586160097899146,442.3452911227976,223.52361607154813,2.0,3.0,114.0,Oncologica,Nord,Medio,False,244.5952012705835
4.330286075781254,50.14446837367681,188.3488662097505,3.0,0.0,186.7429817800367,Cardiovascolare,Sud,Medio,False,77.46244721239587
5.6846080474900775,1399.9505986242234,160.4763845543685,4.0,1.0,111.0,Cardiovascolare,Sud,Basso,False,609.323154816
5.942764143957516,4186.527042862208,163.76095120564747,0.0,,95.0,Cardiovascolare,Centro,Basso,True,1723.7391025065774
3.105681568584896,1979.6988781486941,307.4940891753579,0.0,1.0,86.0,Cardiovascolare,,Basso,False,884.1277780120851
6.043357060152799,2732.4282754161877,170.07391329867176,1.0,0.0,114.0,Cardiovascolare,Sud,Alto,True,1144.2934841560766
2.4820551151527677,1912.8884560746628,213.39822268021322,1.0,,,Oncologica,Nord,Basso,False,829.4748492339291
6.058297954354894,2288.144724277129,313.6722557738348,3.0,0.0,117.0,Respiratoria,Nord,Basso,False,1010.2595664430021
4.568259295662459,708.3469655313013,180.02080277687136,2.0,2.0,108.0,Cardiovascolare,Nord,Medio,False,337.9450270455819
5.883986157900536,408.94123233682467,137.90397140524215,2.0,1.0,99.0,Oncologica,Centro,Medio,False,205.5476843563025
5.58005020519469,1986.1029028700323,129.73896501302437,2.0,0.0,100.0,Oncologica,Centro,Alto,False,833.9628506519202
2.688566932987353,472.9924799517654,220.04830056439954,0.0,1.0,81.0,Cardiovascolare,Sud,Medio,False,255.21148215002603
5.513442671511237,4421.00482738367,145.61178210298695,2.0,0.0,97.0,Respiratoria,Centro,Medio,True,1812.685465584364
2.1498289970195823,2008.835391595334,,1.0,0.0,98.0,Oncologica,Sud,Basso,False,843.2583826775261
4.87377410155889,2897.179331404754,270.5828833183047,2.0,2.0,102.0,Oncologica,Centro,Basso,True,1240.6465975573929
5.494108881318725,1562.2080731116512,184.91446140977118,1.0,1.6392105038537175,100.0,Oncologica,Sud,Basso,False,680.6575676675918
4.111831797958502,2545.699235813749,214.9860087931014,2.0,1.6392105038537175,,Cardiovascolare,Nord,Medio,True,1083.3754969634301
7.22461037380068,746.6772003566314,270.2938233858047,3.4681885355182986,3.0,76.0,Respiratoria,Centro,Basso,False,380.359027158394
9.92928271666405,283.4819219348339,286.26462113177513,1.0,1.0,94.0,Respiratoria,Sud,Basso,False,199.57215511346612
4.2668460268699295,2816.275398147458,130.08887353772332,4.0,2.0,101.0,Respiratoria,Centro,Basso,True,1166.7368213203004
,3683.446370430555,190.97862978742378,3.0,1.0,105.0,Cardiovascolare,Sud,Basso,True,1531.5721371084492
5.243741562072014,3993.5800559064933,151.5063084270662,3.0,2.0,98.0,Oncologica,Centro,Basso,True,1643.7839148907174
5.5059244203258295,2077.6421561579955,232.5780556886578,0.0,0.0,94.0,Cardiovascolare,,Alto,False,900.8302791697956
4.645167139992612,403.2882659065018,293.18208182367505,1.0,2.0,110.0,Cardiovascolare,Nord,Basso,False,249.56993090970326
6.71682909598245,4419.916424287866,210.05283198761944,3.0,0.0,98.0,Respiratoria,Centro,Basso,True,1831.8824193114324
3.766216629258378,4282.393058851556,394.5615393481845,2.0,0.0,95.0,Cardiovascolare,Nord,Basso,True,1760.6870426606401
5.771794902083878,641.0925319488974,151.65087105390796,4.0,1.0,85.0,Oncologica,Nord,Medio,False,303.13227409573136
6.219580721704622,2583.179844288721,212.44747026734765,3.0,0.0,86.0,Cardiovascolare,Centro,Medio,True,1097.906178795693
1.9858462195670699,3424.829400813959,234.32458419484598,2.0,0.0,99.0,Cardiovascolare,Centro,Medio,True,1440.8291355840374
4.487348068308622,482.58039925999753,127.8409940873089,3.0,2.0,112.0,Cardiovascolare,Centro,Medio,False,232.28445793019168
6.57421389164014,1960.4983845400393,211.6056816751603,3.0,2.0,103.0,Oncologica,Centro,Medio,False,848.5810583185638
4.431485092495256,2209.1531835205415,178.1825303452553,3.0,0.0,104.0,Respiratoria,Centro,Medio,False,938.0160325117932
4.73820075919192,4693.399525785068,237.29759338600803,0.0,0.0,105.0,Respiratoria,Centro,Basso,True,1948.5490883298298
4.612309160991014,,278.1485639274359,2.0,0.0,115.0,Cardiovascolare,Nord,Basso,False,2059.6077638885827
,451.65903100903347,205.01128598505346,1.0,0.0,106.0,,Nord,Alto,False,242.46699819912945
,2099.7538963164643,155.69133612051888,1.0,0.0,84.0,Oncologica,Centro,Medio,False,
4.751373966632157,1441.302601733133,209.66784887361098,2.0,,,Respiratoria,Sud,Basso,False,640.0213953553365
6.910281921133838,3898.1180273783543,294.3479378364352,4.0,0.0,105.0,Oncologica,Sud,Medio,True,
5.738189075050209,566.6384375445888,158.43631517895557,0.0,0.0,115.0,Respiratoria,Centro,Medio,False,274.1862695715222
5.945205208571352,4186.126104111197,,3.4681885355182986,1.0,95.0,Oncologica,Centro,Medio,True,1741.8223987602248
9.92928271666405,2560.35690836861,394.5615393481845,1.0,1.0,107.0,Cardiovascolare,Centro,Basso,,
6.135331773205648,4825.718267325044,227.61078296102488,3.0,0.0,109.0,Cardiovascolare,Centro,Medio,True,1999.4705418183253
9.92928271666405,4066.6615705074237,195.81149065222257,4.0,1.0,93.0,Oncologica,Centro,Medio,True,
3.5136342309268027,103.90279036077365,222.65755815523488,,4.0,94.0,Oncologica,,Medio,False,108.95838359087992
6.258084042354305,1856.4684400100373,237.47965956596926,4.0,0.0,111.0,Cardiovascolare,Sud,Basso,False,815.0312738738057
5.094320157598998,1265.4249153669307,171.67526171679503,2.0,1.0,93.0,Oncologica,Sud,Alto,False,558.2725446618108
6.514401755354775,3855.573251702334,254.13746440782623,2.0,1.0,103.0,Respiratoria,Nord,Basso,True,1619.0705400032814
1.3304255537339875,649.9702152298859,221.7106404356035,1.0,,103.0,Cardiovascolare,Nord,Alto,False,326.8012782226354
3.92895244315369,456.4010021060433,162.73021995302668,2.0,0.0,111.0,Cardiovascolare,Nord,Basso,,231.97946682832531
5.282104919042139,586.2350937953764,350.17709570329936,2.0,1.0,96.0,Respiratoria,Sud,Alto,False,
3.454096948778563,4741.013778297657,235.79494366033296,1.0,1.6392105038537175,96.0,Cardiovascolare,Sud,Medio,True,1967.443994417163
6.274251896346597,747.9612853062866,155.99864325103454,2.0,1.0,101.0,Cardiovascolare,Centro,Medio,False,346.58410709782504
7.085489143171001,347.0012105292708,193.0926838344316,2.0,0.0,101.0,Oncologica,Nord,Basso,False,
3.137575074091235,,,3.0,0.0,118.0,Cardiovascolare,,Basso,True,1381.2011898700302
3.798507397227186,,184.94989592682043,3.0,1.0,99.0,Cardiovascolare,Sud,,False,497.4370336835258
7.828382935576432,2667.688373141467,213.9409909815574,4.0,0.0,98.0,Cardiovascolare,Centro,Medio,True,1132.457646551054
2.6352457994955882,3871.8439434657453,219.9664043616308,1.0,1.0,90.0,Cardiovascolare,Centro,Basso,True,1615.0274986947875
,2910.6741942306844,,4.0,0.0,81.0,Oncologica,Sud,Medio,True,1238.0052960417252
5.836963536643791,3817.5474087520493,190.8144165524744,,1.0,92.0,Respiratoria,Nord,Medio,True,1584.5632884665622
6.418066529803752,1306.157174482051,186.74771668348384,1.0,4.0,186.7429817800367,Cardiovascolare,Centro,Basso,False,578.7871847978656
6.485586481509211,4343.252023578797,208.22111905258834,2.0,2.0,85.0,Cardiovascolare,Centro,Alto,True,1800.3671451472953
,,237.71774889221453,1.0,0.0,102.0,Respiratoria,Centro,Basso,False,964.0683736936828
6.374228796000978,3325.347441363067,198.5795193883507,3.0,0.0,106.0,Cardiovascolare,Sud,Basso,True,1390.612832361732
6.65802569519715,914.3462717997825,215.15659931073736,3.0,0.0,97.0,Respiratoria,Sud,Medio,False,431.1854885131342
4.994906076377454,4332.236277029932,196.60756561374365,2.0,0.0,105.0,Respiratoria,Centro,Basso,True,1792.4767804960961
3.82865885738986,852.234814517186,313.6031760838872,,0.0,112.0,Respiratoria,Centro,Basso,False,435.2748786320406
5.224230318146441,1541.9588770491416,259.0225418418916,3.0,1.0,114.0,,Centro,Medio,False,695.3903133722242
7.482351366945307,2858.511048876848,259.64349627895166,2.0,1.0,112.0,Cardiovascolare,Nord,Basso,True,1221.8974684344246
6.500469283000159,219.85800995657445,208.37290427034307,4.0,3.0,97.0,Respiratoria,Sud,Basso,False,151.6550752637327
7.281343147441109,885.3427772524159,,3.0,1.0,107.0,Respiratoria,Centro,Medio,False,429.998699887617
2.7765702165614403,1133.1434586262124,281.2020149072103,0.0,2.0,97.0,Respiratoria,Sud,Alto,False,537.617987922648
5.522921349156167,3750.94852200017,249.6132528423918,1.0,2.0,86.0,Cardiovascolare,Nord,Alto,,1575.5633846527858
3.4744988926586946,,41.87283992338999,2.0,2.0,118.0,Oncologica,,Basso,False,700.2746613338845
4.560577980110135,1347.5256853855506,173.32197881889078,2.0,1.0,92.0,Respiratoria,Nord,Medio,False,
6.904031912501663,1809.582937016067,255.30449095039967,1.0,,99.0,Cardiovascolare,Sud,Alto,False,
,645.9216915912785,212.34592653736107,1.0,0.0,94.0,Cardiovascolare,Centro,Basso,False,322.3724545977198
6.142407433533749,1439.123397377463,193.27437626228385,0.0,1.0,98.0,Respiratoria,Centro,Basso,False,633.6316718296705
6.689108817146776,2976.8624897432733,253.1857167993039,4.0,0.0,81.0,Cardiovascolare,Centro,Medio,True,1267.9007109371005
3.0955574432378468,3977.906010966315,,4.0,1.0,93.0,Respiratoria,Nord,Alto,True,1637.3272160714603
1.420796680973928,2313.7112376499504,210.92754631095792,1.0,,103.0,Cardiovascolare,Sud,Basso,False,989.0627589532676
5.736513813711123,2747.71319178122,67.93664320606123,3.0,3.0,115.0,Cardiovascolare,Centro,Medio,True,1120.3662696743063
7.091185398786328,1526.456886516197,233.36408484184722,,0.0,98.0,Respiratoria,,Alto,False,680.8919800590329
4.7854328573404095,49.9558890254892,194.89326142327045,1.0,0.0,99.0,Cardiovascolare,Centro,Basso,False,78.75033403717681
8.612514783257838,4197.041479812067,,,0.0,101.0,Cardiovascolare,Nord,Basso,True,1720.994724525008
2.70468644446737,4682.577472289853,195.3276911500238,3.0,1.0,119.0,Cardiovascolare,Sud,Medio,True,1932.5292962609487
5.29155741901751,2.4147857290623964,163.47618563843434,1.0,0.0,90.0,Oncologica,Sud,Basso,False,50.30876998315526
1.0680619673976617,4272.88394258939,157.35731756168013,1.0,0.0,94.0,Cardiovascolare,Sud,Alto,True,1756.66077230426
3.45294006254305,4166.3520322106515,181.9618521502215,4.0,0.0,101.0,Cardiovascolare,,Basso,True,1722.3293685293272
5.853702980140701,2147.8495810073323,193.37404938837363,1.0,1.0,94.0,Respiratoria,Sud,Basso,False,917.4520472194449
5.788493004107535,1242.9895926936586,134.14807817133197,1.0,2.0,121.0,Respiratoria,Sud,Alto,False,537.740260528863
6.288292223206071,1500.0391623212151,186.52095692389014,3.0,0.0,104.0,Cardiovascolare,Sud,Basso,False,656.8719520056532
4.0955877896257125,2735.6168185614742,171.27190950048413,3.0,1.0,106.0,Cardiovascolare,Sud,Medio,True,1146.528300274735
5.303216328602469,1663.7502977376535,40.7869236120043,2.0,2.0,100.0,Cardiovascolare,Centro,Medio,False,678.3361961786628
5.691834680847411,2583.4671347840745,189.59989931338285,0.0,1.0,97.0,,Sud,Alto,True,1090.2668237076448
2.1643373775658112,3500.6017526815667,272.3729825299084,3.0,2.0,114.0,Respiratoria,Sud,Basso,True,1482.8525958315993
8.2754740467666,2431.806649765734,252.87791743366685,1.0,1.0,92.0,,Nord,Medio,False,1048.8860351363937
7.102005130132293,4748.090723474296,172.9107766739115,1.0,1.0,100.0,Oncologica,Centro,Medio,True,1951.409522391892
1.0473767588903349,3252.6189499860175,206.45437076352147,1.0,0.0,82.0,Cardiovascolare,Centro,Basso,True,
3.4245791419245912,283.518655207769,223.3670490202218,1.0,0.0,109.0,,Centro,Basso,False,180.71757678917413
7.55036341436074,3304.391282760785,196.1832983458118,0.0,1.0,91.0,Cardiovascolare,Sud,,True,1380.6115026080577
5.390849445337508,3163.6729143966722,265.21294873131825,3.0,0.0,119.0,Cardiovascolare,Nord,Medio,True,1345.9330503780645
7.810259384899175,2867.952563311708,231.6369883575846,1.0,2.0,,Respiratoria,Centro,Basso,,1216.9721218319587
9.92928271666405,2491.5552042941604,94.9513432564243,1.0,2.0,109.0,Respiratoria,Centro,Basso,,1025.4074846945914
4.600292043462954,3503.301928530917,74.59246545783344,1.0,0.0,109.0,Cardiovascolare,Centro,Basso,True,1423.9985110497169
4.178587736224345,902.3544994144622,169.2945435832601,2.0,0.0,108.0,Respiratoria,Nord,Medio,False,412.33016284076297
4.74515642594214,4438.171310938287,237.45740838675562,0.0,1.0,109.0,Respiratoria,Centro,Alto,True,1846.5057468913415
2.784662439208309,2095.437443836104,186.9864370229166,3.0,1.0,87.0,Cardiovascolare,Nord,Medio,False,895.1709086413167
8.149055993523522,752.2067945666977,394.5615393481845,0.0,0.0,112.0,Cardiovascolare,Centro,Basso,False,365.9622095423313
2.972784915655958,1772.0719305316013,161.58699080780372,3.0,2.0,100.0,Cardiovascolare,Sud,,False,758.2048694549817
,2513.5052980373544,141.3784060514748,2.0,1.0,95.0,Oncologica,Centro,Medio,False,1048.415641030384
5.960953980989245,4049.601072454842,325.17116708615725,3.0,1.0,102.0,Cardiovascolare,Centro,Basso,True,1718.2917791077841
4.942073685274245,4686.632308187684,212.32497735645032,2.0,0.0,102.0,Cardiovascolare,Nord,Medio,True,1938.950416482009
4.52091254006033,3467.966341463429,163.08150526548593,1.0,1.6392105038537175,92.0,Cardiovascolare,Sud,Medio,True,1436.4109881650177
4.07112212021005,2221.043377201588,278.34459066116847,3.0,1.0,93.0,Respiratoria,Nord,Basso,,972.8207280789858
3.5881057937247447,4837.283103391514,229.79487732709148,1.0,3.0,95.0,Cardiovascolare,Sud,Basso,True,2004.151704554733
5.767585513664433,2722.34330922219,119.53180485906245,0.0,2.0,,Oncologica,Nord,Medio,True,1124.7968651465947
0.17922939102696933,74.60964396513559,394.5615393481845,2.0,1.0,106.0,Respiratoria,Nord,Medio,False,110.01477013280025
5.374466552350102,4602.662232260951,228.39615171738188,2.0,2.0,92.0,Respiratoria,Nord,Basso,True,1910.1837384195949
,4891.71391361344,241.60456796891177,0.0,0.0,86.0,Respiratoria,Sud,Basso,True,2029.1669358360496
6.821503344388283,4461.403621150388,171.31820322293993,1.0,1.0,104.0,Respiratoria,Centro,Basso,True,1836.2569094270373
3.5634789247655116,,183.81165658563773,2.0,0.0,95.0,Respiratoria,Centro,Basso,True,1091.5431796229639
4.5054178973886305,3758.306283609211,231.5325864194818,1.0,0.0,104.0,Respiratoria,Nord,Medio,True,1573.0822893695288
3.3126438328791945,4521.479928169086,195.40948497050334,4.0,2.0,92.0,Cardiovascolare,Nord,Basso,True,1868.4148167587853
5.496190885209994,2980.0247339140788,175.25912196817035,3.0,1.0,120.0,Cardiovascolare,Sud,Basso,True,1245.4876301560828
2.881278691152554,745.7248018146367,202.05097523349954,4.0,2.0,107.0,Respiratoria,Nord,Basso,False,360.10521329590455
6.099689614660052,3128.741212339622,199.583251698087,3.0,0.0,99.0,Cardiovascolare,Sud,Medio,True,1312.2714604452751
3.3900786943434182,1826.3368252366702,174.33350161147234,2.0,2.0,90.0,Oncologica,Centro,Basso,False,783.4347805781099
4.781099087764487,980.578880877036,226.10778084780463,3.0,1.0,104.0,Cardiovascolare,Sud,Basso,False,460.9638866051558
4.854761443124929,1133.7076696367233,154.03124326840376,3.0,1.0,106.0,Respiratoria,Nord,Alto,False,500.5924408352105
5.886461841267638,2561.9864737658104,226.39032761873415,1.0,1.0,99.0,Cardiovascolare,Sud,Alto,True,1093.0116877919445
5.591731131623883,4998.881479190418,181.67742798684526,3.0,1.0,101.0,Cardiovascolare,Centro,Basso,True,2054.955820072221
6.468949445671832,1750.7281822714526,213.54905571305645,1.0,0.0,98.0,,Sud,Medio,,764.6559896224979
4.57051902675876,1151.9194801068427,149.6732549869358,3.0,0.0,86.0,Cardiovascolare,Nord,Basso,False,506.5697685388178
0.8786320746033223,1647.786931113916,280.2293298550076,,0.0,103.0,Cardiovascolare,Nord,Medio,False,744.3835714020687
4.699817881224493,2201.3108273347925,265.0002502702277,1.0,0.0,93.0,Oncologica,Centro,Medio,False,960.3244060149854
3.0922471168744115,529.1379421426018,189.68130790047843,3.0,4.0,88.0,Cardiovascolare,Nord,Medio,False,269.4595692271842
9.92928271666405,2265.3010767124697,285.39630939643627,2.0,0.0,95.0,Respiratoria,Centro,Alto,False,992.3393235039188
5.70626053633274,3853.5102653821464,75.44104140879524,0.0,2.0,88.0,,Nord,Alto,True,
6.417618072143345,,230.32763076885936,2.0,1.0,105.0,Respiratoria,Nord,Alto,False,590.9151365498445
,1507.8853515614348,191.25405909639193,4.0,0.0,87.0,Respiratoria,Sud,Medio,False,661.7303583534916
5.543733294532382,1044.7774260724036,232.5666647236128,3.0,0.0,107.0,Oncologica,Centro,Medio,False,488.5809698460453
4.670898065263017,176.47978047822755,198.36292119323912,4.0,1.0,84.0,Cardiovascolare,Centro,Basso,False,131.30078854926273
7.803573511293804,2178.7575287534237,179.19715121409422,2.0,1.0,,,Centro,Medio,False,925.8621568655979
3.4834759441800305,4405.662717200042,107.36082826359576,1.0,1.0,98.0,Oncologica,Centro,Medio,True,1794.7733353590954
3.726129438234663,,230.01734915693146,1.0,0.0,72.0,,Nord,Medio,False,798.9500057425862
,731.2578627317118,146.2544026316351,1.0,3.0,107.0,Respiratoria,Sud,Alto,False,336.6794658821753
6.100576867654819,4201.690942392189,113.92524025748591,3.0,4.0,116.0,Respiratoria,Sud,Alto,True,1715.7539490341214
7.613917592445836,1994.6633029421646,211.83344560306813,1.0,0.0,95.0,Respiratoria,Centro,Medio,False,861.7153548577863
5.279068401141605,3344.6053485316074,,3.0,1.0,89.0,Cardiovascolare,Centro,Alto,True,
4.32755639053788,1299.2076374671758,242.45328722327693,3.0,0.0,105.0,Oncologica,Centro,Medio,False,593.3190411538534
3.2520916066710646,,229.3875808784556,0.0,1.0,92.0,Oncologica,Nord,Alto,True,1703.4684325108228
2.7916041766910906,2366.3527814711715,201.42074379467329,4.0,1.0,83.0,Cardiovascolare,Centro,Medio,False,1008.1673357268706
9.92928271666405,2922.5245170149215,143.475034442024,3.0,0.0,86.0,Oncologica,Centro,Medio,True,1212.9523171385758
5.0594555889657356,3887.1176816449693,211.79521670789995,1.0,1.0,92.0,,Centro,Alto,True,1618.685637670358
3.4372854767435554,2415.6400726490147,285.48698377978485,4.0,0.0,101.0,Cardiovascolare,Centro,Alto,False,1053.1021241935414
4.863055318499793,3486.1612227124865,,1.0,1.0,110.0,Cardiovascolare,Sud,Alto,True,1438.6560393883874
5.7255639921843295,3195.504905400114,178.90168078169768,4.0,0.0,101.0,Cardiovascolare,Sud,,True,1333.072466394555
5.217157018834225,3703.965658485751,117.21269727964957,2.0,2.0,101.0,Respiratoria,Sud,Medio,True,1517.3500725781955
2.485733511717844,752.9239902372403,150.66578916413874,1.0,1.0,96.0,Respiratoria,Centro,Medio,False,346.6693328441377
2.612869324592396,2059.3392584455664,189.93498018717068,1.0,3.0,113.0,Oncologica,Nord,,False,
4.743172799404375,4003.162813647915,303.75001542605065,4.0,0.0,88.0,Cardiovascolare,Sud,,True,1693.5901300869812
7.17358862232937,1324.9683070410472,,2.0,0.0,97.0,Respiratoria,Nord,Basso,False,567.3606146295684
9.92928271666405,1476.984295616151,168.97207744000815,0.0,0.0,97.0,Cardiovascolare,Nord,Basso,,641.4853414784629
7.004874479380913,,187.47573389975858,4.0,1.0,105.0,Cardiovascolare,Centro,Alto,True,1662.9490116574532
7.017470816959509,4464.607095123343,197.17115190799223,1.0,,99.0,Cardiovascolare,Centro,Medio,True,1845.294183621735
3.48812825635497,884.2250807069569,,1.0,2.0,80.0,Cardiovascolare,Centro,Basso,False,434.5495153307815
4.4466530709545244,478.2227662424787,198.1686620749393,3.0,0.0,100.0,Oncologica,Centro,Medio,False,251.6397051194733
6.803734322525934,4629.4637806858345,180.40640589494296,4.0,1.0,94.0,Respiratoria,Sud,Medio,True,1907.107434042817
4.481698006651984,307.75608752061146,189.18557943391195,,2.0,117.0,Cardiovascolare,Centro,Basso,False,179.85810883841816
5.023755339238423,1978.2568985120552,227.2900275867714,1.0,3.0,93.0,Cardiovascolare,Sud,Medio,False,859.7897676808535
6.405456967128168,3504.1076704051993,150.4946906523849,0.0,0.0,94.0,Oncologica,Nord,Medio,True,1446.7914753577952
6.5269389892870375,70.01083972649592,,4.0,1.0,104.0,Respiratoria,Nord,Alto,False,2059.6077638885827
2.8010470378590226,4534.314533611386,139.71999060831706,2.0,1.6392105038537175,100.0,Cardiovascolare,Sud,Basso,False,692.0918355208772
4.720957821048071,1484.252723016971,301.49231461834347,1.0,4.0,114.0,Respiratoria,Sud,Medio,False,684.4487835922914
3.9229256174049407,4513.915315328364,137.65323893105543,2.0,1.0,84.0,Respiratoria,Centro,Alto,True,1847.4620978106623
3.3806443985009307,1487.7428952969074,157.37244885672703,,2.0,104.0,Cardiovascolare,Centro,Medio,False,642.6088927757811
5.024499306432102,599.4054615277888,240.7465150869404,4.0,2.0,101.0,Cardiovascolare,Nord,Medio,False,313.18613913719764
4.630463466353252,365.6790841849422,193.33740457519974,2.0,0.0,116.0,Cardiovascolare,Centro,Alto,False,
6.930276975158901,1099.13415479577,195.38537205520336,1.0,2.0,97.0,Cardiovascolare,Sud,Basso,False,498.569273534869
,4887.82074112045,205.6729443268204,2.0,0.0,99.0,Oncologica,Nord,Basso,True,
4.1420961377261865,3594.0159546120294,245.57379904075685,0.0,1.6392105038537175,95.0,Respiratoria,Centro,,True,1511.278521557039
5.142135660890976,3835.93404328893,227.60006164817216,2.0,0.0,97.0,Cardiovascolare,Centro,Alto,True,1603.2536358100238
5.931893767836893,95.9882338117729,230.0821201990235,4.0,2.0,115.0,Oncologica,Sud,,False,108.61992958441621
5.160814005932935,1330.852882515639,202.58358673717356,2.0,3.0,100.0,Cardiovascolare,Sud,Alto,False,593.7162290274077
,1663.34917662995,231.93753302662563,2.0,,113.0,Oncologica,Nord,Medio,False,735.5209305599678
7.061267204759982,334.3975855498693,187.1737649718454,2.0,1.0,82.0,Respiratoria,Nord,Medio,False,190.51116371150133
3.91077449487001,4534.314533611386,223.58828778743884,3.0,,89.0,,,Basso,True,1249.580418090306
3.0247406188289707,3583.0291129116813,196.59224571656887,2.0,0.0,111.0,Respiratoria,Centro,Medio,True,1492.7893188796431
3.3302441380595673,407.4654201630945,157.9508683059366,1.0,1.0,93.0,Cardiovascolare,Centro,Basso,False,210.67142855701883
7.26827755128841,572.7168771012886,234.12255998230614,1.0,0.0,97.0,Respiratoria,Sud,Medio,False,299.6235188352073
6.806564423666581,1100.7121858708867,211.81347685409546,1.0,1.0,80.0,Cardiovascolare,Centro,Basso,False,504.1289174045834
5.136541393831209,3521.2611615439964,248.73549200759783,0.0,0.0,100.0,Oncologica,Sud,Medio,True,1483.125112219878
5.11886077803399,4783.865807682497,246.04945777153242,2.0,2.0,113.0,Oncologica,Nord,Alto,True,1987.9611604044585
7.944292464178716,3099.753313868013,190.0968090194636,3.0,0.0,98.0,Respiratoria,Centro,,True,1297.8303682530445
5.492717651997566,4017.100843467529,173.22694565228736,4.0,2.0,186.7429817800367,Oncologica,Nord,Medio,True,1660.0084210826979
2.3850097002385096,1937.7007022814234,240.09530120176345,2.0,2.0,112.0,Cardiovascolare,Centro,Medio,False,847.7088712730985
5.289196792869225,4840.229558197324,256.29890755279354,2.0,0.0,109.0,Respiratoria,Centro,Basso,True,2013.5814955447677
4.751871442181736,2311.535993443056,143.16992193797273,3.0,2.0,81.0,Respiratoria,Centro,Alto,,968.4653739586144
