Consumo Giornaliero,Ore di Consumo,Tipo di Apparecchio,Giorno della Settimana,Temperatura Media,Tipo di Edificio,Area Geografica,Uso dell'Energia,Fonte Energetica,Anomalia Consumo,Predict
2713.604293195914,0.3706510128247249,38.61203026464775,1.0,16.617160116945207,,Nord,Elettrodomestici,Elettricità,True,547.7430717755489
2295.766992698754,17.906255764748735,20.0,4.0,24.628062693031424,Residenziale,Nord,Illuminazione,Elettricità,True,468.3324429241352
1645.0417781409951,,18.0,3.0,9.624339088869224,Residenziale,Sud,Illuminazione,,False,332.2502789652272
2005.0504896567738,20.308078873076767,22.0,4.0,1.613790532364689,Commerciale,Sud,Climatizzazione,Elettricità,True,803.2647129604411
2514.970852507704,13.388624617774397,14.0,6.0,26.515037866866937,Residenziale,Centro,Riscaldamento,Elettricità,True,512.2875443233784
2126.9628881513518,4.049810057118083,21.0,1.0,22.7784065669833,Residenziale,Centro,Illuminazione,Gas,True,432.63108060607715
2115.8675646315774,7.653700478624673,24.0,4.0,14.113824770158978,Residenziale,Nord,Climatizzazione,Gas,True,428.17303040522563
1736.9572932847473,2.831217391153709,23.0,3.0,37.37185152104081,Residenziale,Nord,Riscaldamento,Rinnovabili,False,358.88613585237704
1155.5858204155954,0.8553694984093632,19.0,3.0,-3.863248823363026,Commerciale,Nord,Riscaldamento,Gas,False,
2565.712848218584,18.209187608113922,20.0,2.0,23.03686814150969,Residenziale,Sud,,Elettricità,True,521.8745488469812
1268.8305028655138,17.2145338574556,21.0,3.0,4.939371343647236,Residenziale,Sud,Riscaldamento,Elettricità,False,256.9693653619425
1550.2452877013257,10.221675122159102,18.0,2.0,23.772621637238412,Commerciale,Nord,Illuminazione,Elettricità,False,320.4747543346649
2431.132493460657,8.263110409037768,15.0,2.0,23.772621637238412,Residenziale,,Climatizzazione,Rinnovabili,True,490.65886684490744
2025.3670902473548,15.69254165170264,29.0,1.0,11.093532865866955,Residenziale,Nord,Elettrodomestici,Gas,True,409.9707320744013
1783.2055787719341,19.264894886122622,38.61203026464775,1.0,8.832789563563415,Residenziale,Centro,Elettrodomestici,Elettricità,False,
1507.9904040739332,6.336518175254835,16.0,1.0,-2.292520176910511,Residenziale,Sud,Climatizzazione,Gas,False,301.54397657923903
2127.0745889658388,20.252328996620125,20.0,1.0,4.217896770603453,Commerciale,Centro,Illuminazione,Elettricità,True,
1718.8860221522723,16.87040834301382,24.0,4.0,23.722758780245098,Commerciale,Nord,Illuminazione,Gas,False,352.5810728988294
2830.6572133065397,7.261887298110136,18.0,5.0,,Residenziale,Centro,Riscaldamento,Elettricità,True,575.1272756444391
2366.800852313153,14.259202560762038,16.0,5.0,,Commerciale,Centro,Climatizzazione,Rinnovabili,True,474.1102404050899
1828.765697412557,13.330859689783649,28.0,4.0,17.98031616823215,Residenziale,Nord,Climatizzazione,Elettricità,,372.4803203019594
2196.8536009423738,2.7790152246219195,26.0,7.0,18.634601850327975,Commerciale,Centro,Elettrodomestici,Elettricità,True,445.23900226603536
1966.764480606035,2.552667510576076,14.0,0.0,0.33079791403354974,Commerciale,Nord,Illuminazione,,,393.7074022464747
1446.0609150571404,1.9284686140534797,24.0,1.0,-3.173719036526645,Commerciale,Nord,Riscaldamento,,False,288.45291416187547
1624.30085983761,10.093419734960523,11.0,2.0,18.97066012908748,Commerciale,Centro,Illuminazione,Gas,,331.5607119797444
,3.9837835400616672,,4.0,35.99175233451602,Residenziale,Sud,Elettrodomestici,Elettricità,False,227.66554657874835
1272.8559297773018,13.470294313583004,14.0,4.0,17.485724838463277,Commerciale,,Riscaldamento,Elettricità,False,261.16393283835765
2677.2769120302264,23.05377669041025,20.0,6.0,-7.474973452525479,Commerciale,Sud,,Elettricità,True,535.5182680393286
1905.9638911016466,3.3669569387047487,23.0,7.0,14.538206425071634,Residenziale,,Climatizzazione,Elettricità,False,385.8909358417213
1412.3213834840615,23.67303767046743,28.0,2.0,-5.867995726492833,Commerciale,Sud,Riscaldamento,Elettricità,False,283.0711817459112
1242.510213580223,19.980413231161695,15.0,5.0,11.15334147280767,Residenziale,,Elettrodomestici,Elettricità,False,253.8460864810031
1166.597936952531,14.507034932113552,28.0,4.0,23.772621637238412,,Sud,Elettrodomestici,Elettricità,False,241.18424350526615
1652.6765968070463,9.529024365632758,18.0,6.0,8.70925045336158,Commerciale,Nord,Elettrodomestici,Rinnovabili,False,334.100996933981
1140.5190242875897,9.157022364555546,27.0,1.0,3.0003250874508467,Residenziale,Nord,Illuminazione,,False,229.91960462020876
2046.3545743434113,0.48564742506196534,,1.0,27.529456457325026,Commerciale,Nord,Illuminazione,Elettricità,True,417.57831654838594
1803.4132704859378,3.086242501876221,15.0,3.0,27.231674573262083,Industriale,Nord,Illuminazione,Gas,False,369.16078071935385
1461.435046325384,5.9754060093555665,18.0,2.0,15.836738618041213,Residenziale,Sud,Illuminazione,Elettricità,False,297.63557145142477
2144.8927326153157,8.472084387503148,19.0,2.0,27.475646117305097,Commerciale,Nord,Elettrodomestici,Elettricità,True,438.06844879700503
1361.0890230298714,0.8637287406966694,21.0,2.0,15.299319560666124,Commerciale,Sud,Climatizzazione,,False,276.8939733482438
2250.5730212560225,1.1982922303642312,14.0,3.0,,Commerciale,Centro,Illuminazione,Elettricità,True,452.91187578690676
1646.4127543730099,11.508643808902766,,3.0,13.796575342797798,Residenziale,Centro,Illuminazione,Gas,False,334.5723878583316
1484.4911048018466,17.453754750060234,23.0,1.0,19.810481379676656,Residenziale,Nord,Riscaldamento,,False,304.5867408492783
2166.2751716674575,7.71378533264185,16.0,0.0,4.766152906034435,Residenziale,Sud,Climatizzazione,Elettricità,True,803.2647129604411
1321.6378567878965,21.471063582937827,25.0,5.0,37.510730935030104,Residenziale,Nord,Riscaldamento,Elettricità,False,277.7278969963821
2310.4614189732324,23.368229360696244,26.0,5.0,10.98487851127107,,Sud,,,,467.22584646796906
1834.886171427985,,22.0,0.0,16.60147785663868,Residenziale,Centro,Riscaldamento,Gas,False,
1459.3036554902917,21.0083185140238,19.0,5.884165917495156,17.751767808113385,Residenziale,,Illuminazione,Elettricità,False,803.2647129604411
2021.8642803929592,,26.0,5.0,18.292358499891236,,Centro,Riscaldamento,Elettricità,True,410.27951024925926
1387.859579653166,4.509584682932526,21.0,4.0,19.09322430208083,Commerciale,,Climatizzazione,Elettricità,False,283.7508416895507
1734.263703893243,17.680336149287186,12.0,1.0,33.408692338008876,Commerciale,Centro,Climatizzazione,Elettricità,False,358.64338209498
2434.3545368797036,15.842144755743648,,2.0,25.01972744576716,Residenziale,Sud,Elettrodomestici,Elettricità,True,495.96104008524526
2913.859362882786,19.66667124807732,24.0,6.0,3.9726437157018033,Industriale,Centro,Illuminazione,Elettricità,True,585.9303328160755
2547.130169581306,8.308868565538091,19.0,4.0,6.872583449001512,,Centro,Elettrodomestici,Elettricità,True,512.3186958075155
2338.5894899397513,7.527563538254433,21.0,5.0,11.979406867122712,Residenziale,,Climatizzazione,Elettricità,,472.0644764019125
2243.957691861816,6.746540330452192,24.0,2.0,5.437052679836805,Residenziale,Nord,Illuminazione,Elettricità,True,451.0973082093595
1736.0341244098024,14.489025823492954,23.0,5.0,12.822227876343486,Commerciale,Sud,Climatizzazione,Rinnovabili,False,352.5023958272129
1677.847975557096,22.986855307090536,18.0,4.0,,Commerciale,Sud,Illuminazione,Elettricità,False,337.2027982169141
2518.189297041661,14.275940046283772,30.0,0.0,15.976279398357429,Residenziale,Nord,Climatizzazione,Gas,True,509.8583372324678
3107.494019975081,16.929353576865644,16.0,1.0,17.603747012420317,Residenziale,Nord,Elettrodomestici,Gas,True,628.472863456429
1663.4048953964486,13.8843884354646,21.0,,18.02047261610622,Residenziale,Sud,,Elettricità,False,339.475559707668
1608.2041025031767,8.899106027451548,14.0,2.0,10.945975515351833,Residenziale,Sud,Riscaldamento,Elettricità,False,325.8145237579861
1722.355004542484,23.748632403075185,18.0,1.0,11.546558210380628,Residenziale,Sud,Illuminazione,Elettricità,False,350.3098316119185
2197.262117831165,0.39233555726101166,28.0,5.0,4.583115336022786,Residenziale,Sud,Climatizzazione,Elettricità,True,440.86659172276603
1264.3020805856918,17.738677995557072,38.61203026464775,4.0,23.772621637238412,Commerciale,Centro,Illuminazione,Elettricità,False,255.4208947678001
2211.6042981205837,23.368229360696244,19.0,6.0,26.4392397235408,Commerciale,Sud,Illuminazione,Gas,True,452.13172508820185
2226.485422155426,8.798190412088996,18.0,2.0,9.433234528615303,Residenziale,Nord,Riscaldamento,Rinnovabili,True,449.00687383087876
3043.593561371226,21.316714980206886,22.0,4.0,16.98762545491248,Residenziale,Centro,Illuminazione,Gas,True,484.1349306561374
1930.8473697194174,14.225187560108635,17.0,7.0,18.615442188608952,Industriale,Centro,Climatizzazione,Elettricità,False,393.1766253564771
1775.3978908400247,10.839138883968705,14.0,6.0,20.714400196037275,Residenziale,Sud,Elettrodomestici,,False,
2545.746691576692,19.23271519250042,20.0,1.0,14.76935126541862,Commerciale,Sud,Riscaldamento,Elettricità,True,515.503415214214
2152.1624644206017,11.915303844255124,25.0,3.0,19.220340519533284,Commerciale,Sud,Elettrodomestici,Elettricità,True,437.3901254244059
2500.331490932597,16.167328850661864,18.0,2.0,20.564673927958598,Residenziale,Centro,Elettrodomestici,Elettricità,True,507.85243324997316
1633.9742595874109,10.479801664705466,13.0,4.0,19.69948430975081,Commerciale,Sud,Climatizzazione,Gas,False,333.752677376878
1118.4476288793794,8.238349050666198,19.0,7.0,15.67841901475153,Industriale,Nord,Illuminazione,Elettricità,False,229.21688638536799
2095.4986223754554,4.856019266739005,12.0,2.0,12.786416049713264,Industriale,Nord,Climatizzazione,Elettricità,True,423.42125121667897
2198.4176155209343,5.252080108210873,20.0,5.0,12.439280114111014,Residenziale,Centro,Illuminazione,Elettricità,True,443.94051514924126
1475.5748166161982,10.00529361614556,18.0,3.0,4.947001594907455,Commerciale,Nord,Elettrodomestici,Rinnovabili,False,297.5995931633264
1738.5169684565058,14.631072162089872,28.0,4.0,15.600603719358784,Residenziale,Centro,Climatizzazione,Elettricità,False,353.8466820233178
2187.2588762473633,7.792793120817083,19.0,0.0,9.498020141722492,Residenziale,Sud,Illuminazione,Elettricità,,441.08046060407116
1738.824878322529,2.40582901947748,15.0,3.0,11.782127182457309,Commerciale,Sud,,Elettricità,False,351.54019672119074
1244.2521039414744,8.011413481446546,,1.0,14.020317878858691,Residenziale,Nord,Climatizzazione,Elettricità,False,253.85765750009713
1822.9028185224888,6.868349354954832,21.0,1.0,32.20913038125752,Residenziale,Nord,Illuminazione,,,
1653.0854804530993,18.618981532473384,21.0,2.0,-3.453672964984886,Residenziale,Centro,Illuminazione,Elettricità,False,331.4428923543718
2427.4294235180155,17.565914820120547,19.0,4.0,22.19239184036788,Industriale,Sud,Climatizzazione,Elettricità,True,
2178.8422282279894,21.8631159658598,19.0,2.0,1.3371257639689382,Commerciale,Nord,Climatizzazione,Elettricità,True,438.3558949713746
2109.8423982522872,9.975359153470247,24.0,2.0,-1.1154725398724494,Industriale,Sud,Climatizzazione,Gas,True,422.6313738038428
1448.448895912432,1.1239084690973868,16.0,1.0,24.772715914214537,Residenziale,Nord,Illuminazione,Elettricità,False,297.2339848036605
2180.6325118172463,12.702644437161842,13.0,6.0,,,Sud,Climatizzazione,Elettricità,True,441.38430606751183
,13.76392323580718,28.0,5.0,17.20437363233623,Industriale,Nord,Riscaldamento,Rinnovabili,False,304.13663045276616
1849.631335960569,17.206357024518955,38.61203026464775,1.0,,Commerciale,Nord,Climatizzazione,Elettricità,False,376.0804396023964
1937.065995439512,17.449472936639793,21.0,4.0,8.589796592381006,Residenziale,Sud,Elettrodomestici,Elettricità,False,391.73508535928073
2453.985258492804,5.142911538885633,17.0,6.0,18.80625289073986,Residenziale,Sud,Illuminazione,Elettricità,True,496.9532187196714
1664.515649081537,18.5818848145235,15.0,4.0,,Residenziale,,Climatizzazione,Elettricità,False,345.0583785447932
2600.3880340532273,14.099893124445655,20.0,5.884165917495156,7.9613125966362555,Residenziale,Nord,Climatizzazione,Rinnovabili,True,523.875989902081
1698.0521025904616,16.0584075853058,21.0,6.0,10.08838230972485,Residenziale,Centro,Illuminazione,Elettricità,False,344.24277596954033
2065.9652751462736,4.804112129801152,24.0,1.0,14.246480951654938,,Centro,Elettrodomestici,Elettricità,True,417.9474105277314
2575.284227817441,8.620841878448008,20.0,1.0,16.684965581316387,Industriale,Sud,Climatizzazione,Elettricità,True,520.924419425728
919.848935843414,14.301613628673728,26.0,2.0,3.2195220096809596,Residenziale,Nord,Elettrodomestici,Elettricità,False,186.3658051344545
2043.3974543639763,22.31711239515856,13.0,,11.586239846548175,Residenziale,Centro,Elettrodomestici,Elettricità,True,414.38707406627555
2529.1830237155186,13.352491582855883,23.0,3.0,,Residenziale,Centro,Illuminazione,Elettricità,True,511.6599031278725
1787.3396230489634,21.99364230184539,21.0,1.0,28.17733544204794,Residenziale,Sud,Illuminazione,Elettricità,False,368.1204894725916
2489.3998751586714,12.155062463730005,25.0,3.0,,Residenziale,Sud,Illuminazione,Elettricità,True,500.9763076367719
2321.4865593023537,,31.0,7.0,26.2054073728642,Commerciale,Sud,Illuminazione,Elettricità,True,473.8024435136525
1809.098499366023,22.4122492704126,15.0,7.0,8.381959235928903,Residenziale,Centro,Elettrodomestici,Elettricità,False,366.5755125710246
1761.928800887947,1.8425494603057286,15.0,4.0,23.20896145697905,Residenziale,Nord,Climatizzazione,Elettricità,False,359.53270356071374
2517.361783678405,21.05480389908794,22.0,3.0,32.94875747172358,Residenziale,,Climatizzazione,Elettricità,True,803.2647129604411
1669.4962525901026,23.70505937560146,25.0,4.0,24.746202608969895,Commerciale,Centro,Riscaldamento,Elettricità,False,343.69361723827166
1701.4325518859978,11.159719926828778,,3.0,21.584054317819046,Industriale,Sud,Illuminazione,Elettricità,False,347.8776986652282
2468.6583678726283,3.5322625172682622,15.0,2.0,17.489808625835806,Industriale,Centro,Riscaldamento,Gas,True,499.3318424140033
1703.1794736735337,22.51800677230248,16.0,3.0,15.776730116159548,Residenziale,Sud,Illuminazione,Elettricità,False,347.62071444678486
1581.0292206217082,20.994140028660482,25.0,1.0,18.98780763796992,Residenziale,Sud,Illuminazione,Elettricità,False,324.0016004185987
2119.686025781889,22.239486687852363,16.0,1.0,0.9122979243620399,Commerciale,Sud,Riscaldamento,Elettricità,True,426.4348432024716
1217.7593709752023,15.77528753746518,22.0,2.0,6.2882665347917825,Residenziale,Nord,Elettrodomestici,Elettricità,False,803.2647129604411
1961.0948599548103,7.598188517778963,,2.0,6.811107021416765,Residenziale,Centro,Elettrodomestici,Elettricità,False,395.022122949165
1508.7275599409693,13.69875807452172,17.0,1.0,,Residenziale,Centro,Illuminazione,Elettricità,False,310.1884730423957
2030.619971040498,18.304056064185723,14.0,4.0,0.24245138111343145,Residenziale,Sud,Elettrodomestici,Elettricità,True,408.0271352288523
1519.4431297639421,18.66458272177326,18.0,1.0,18.63272687492094,Residenziale,Nord,Elettrodomestici,Gas,False,311.3449022874421
2514.479476549662,1.3359366046071681,16.0,6.0,20.517358009884777,Commerciale,Sud,Riscaldamento,Gas,True,509.18469637335863
2283.3511488645054,20.12831513003431,20.0,3.0,10.1130124718058,,Sud,Climatizzazione,Elettricità,True,461.7169650274463
2318.770636950222,8.571999794592092,25.0,2.0,9.045570372716297,Commerciale,Centro,Illuminazione,Elettricità,True,467.3249984813186
1994.9834216720838,15.238115596593982,23.0,3.0,20.98587478968837,Commerciale,Centro,Climatizzazione,Elettricità,True,406.8162583309827
2191.0058250259153,23.103094835649024,18.0,2.0,16.249840332467947,Residenziale,Sud,Climatizzazione,Elettricità,True,
1888.3591919677167,16.477949412771956,24.0,1.0,19.191153483594405,Residenziale,Centro,Riscaldamento,Elettricità,False,
1383.5468128820362,10.949003917422662,16.0,0.0,8.315556607933011,Commerciale,Centro,Climatizzazione,Elettricità,False,280.29892995052944
1308.3441410951868,13.273618470719313,19.0,3.0,18.42640321050258,Residenziale,Sud,Illuminazione,Gas,False,268.5241110292601
1957.2443802628527,7.623317829203383,,5.0,15.060083282830782,,Nord,Elettrodomestici,Elettricità,False,396.72923282034014
3043.593561371226,7.045706208370463,21.0,1.0,21.397958556677345,Residenziale,Centro,Climatizzazione,Gas,True,558.4681658713195
1568.5766064560057,20.727527469651932,23.0,3.0,36.1210240997282,Residenziale,Sud,Riscaldamento,Elettricità,False,
2160.6589340051064,19.317288916932824,22.0,3.0,11.781535167872645,Residenziale,Sud,Elettrodomestici,Elettricità,True,437.5979762430764
1839.531272539082,11.456469121856074,21.0,2.0,14.218384139874102,Residenziale,Sud,Climatizzazione,Elettricità,False,373.3174166619643
2373.841942175977,14.431388694070463,15.0,1.0,-1.0965081192471438,Industriale,Sud,Elettrodomestici,Rinnovabili,True,475.88257486882827
3394.687015771344,18.071933816969196,20.0,3.0,32.41172546333463,Commerciale,Nord,Elettrodomestici,Elettricità,True,690.4681141749662
1678.5786713950404,17.484689379296356,24.0,3.0,36.6275692853211,Residenziale,Nord,Elettrodomestici,Gas,False,803.2647129604411
2321.605161354671,,17.0,7.0,11.988754461911231,,Sud,Illuminazione,Elettricità,True,469.131271180613
2038.4683726794533,18.26182680142528,20.0,3.0,20.583987518782287,,Sud,Riscaldamento,Elettricità,True,415.6950534716679
1485.2593731315665,10.56684335403537,25.0,0.0,1.484071076568954,Residenziale,Sud,Climatizzazione,Elettricità,False,298.5537802846875
,3.6545849326122584,25.0,2.0,39.61932386661577,Residenziale,Nord,Elettrodomestici,,True,486.5790877778759
1794.0539560732457,13.661183852870124,28.0,1.0,13.970658217953792,Residenziale,Centro,Elettrodomestici,Elettricità,False,364.3681070653223
2073.2476621379283,0.8047533074167035,24.0,2.0,17.777387029537042,Industriale,Centro,Elettrodomestici,Gas,True,420.0632238671884
1239.9087238067323,11.50135233529743,16.0,3.0,18.48530744985765,Residenziale,Sud,Climatizzazione,Elettricità,False,254.6774722298335
2564.837376519845,19.413572232829868,,1.0,5.7021641082202805,Commerciale,Nord,Riscaldamento,Rinnovabili,True,516.619481759718
1908.8288616005184,6.2341988851091905,24.0,3.0,27.284699428011315,Residenziale,Nord,Illuminazione,Elettricità,False,390.574602037018
1899.5719210236734,,17.0,4.0,23.772621637238412,Industriale,Sud,Elettrodomestici,Gas,False,385.54177569428373
3043.593561371226,14.848419688862277,18.0,2.0,-1.6239591052732507,Residenziale,Sud,Climatizzazione,Elettricità,False,389.41200375750714
2594.6866252365403,21.51658550018524,,2.0,-5.337028559124981,Residenziale,Centro,Riscaldamento,Gas,True,519.4878750295891
2907.777353844046,11.879242701388659,21.0,3.0,3.3958284899078777,Residenziale,Centro,Illuminazione,Elettricità,True,583.7621435859204
2188.095169334801,22.185559354719043,21.0,6.0,10.908460719705737,Residenziale,Centro,Elettrodomestici,Gas,True,443.11012801834386
2346.011520136156,0.3487046899163122,22.0,3.0,20.631733106924383,Residenziale,Centro,Climatizzazione,Elettricità,True,475.42669442830015
1998.7714870147445,,18.0,4.0,23.071027794878916,Residenziale,Sud,Climatizzazione,Gas,True,407.6411579755115
1962.6741975367866,12.548124304609665,16.0,2.0,27.094791801968658,Commerciale,Nord,Illuminazione,Elettricità,False,
1575.3020619522808,,21.0,,4.134131403965673,Commerciale,Centro,Climatizzazione,Elettricità,,317.23240770156434
1657.552637518055,1.5410512570654396,22.0,1.0,9.699562626676375,Commerciale,Sud,Climatizzazione,Elettricità,False,334.5745014173205
,13.087626425688661,38.61203026464775,0.0,,Industriale,Nord,Elettrodomestici,Elettricità,True,527.9267374237605
2376.5523151552657,8.526909068702853,16.0,6.0,6.437713646508975,Residenziale,Sud,Climatizzazione,Gas,True,478.0944680318761
2224.1489238563317,12.045100677664697,19.0,4.0,7.438633612339474,Commerciale,Centro,Riscaldamento,Elettricità,True,448.2658849227347
2459.2991775490536,16.63143488676073,18.0,6.0,4.107251753972696,Residenziale,Nord,,Elettricità,True,494.75515452467863
2591.1116997867125,0.7916425082931049,17.0,,25.48143460879726,Residenziale,Sud,Climatizzazione,Gas,True,
1477.7591124367093,,21.0,5.0,,Commerciale,Nord,Illuminazione,Elettricità,False,299.2266726043764
3048.5714444945656,17.97461564377054,21.0,5.884165917495156,15.068541660025524,Commerciale,Sud,Climatizzazione,,True,616.0323129612979
1932.6895021142404,7.58883887440763,27.0,,,Residenziale,Sud,Climatizzazione,Elettricità,False,389.58510811533654
1717.7164855747174,11.706093295315089,21.0,2.0,19.37029096251811,Residenziale,Centro,Elettrodomestici,Gas,False,350.5249937332304
1919.8371004250473,11.629870026110174,38.61203026464775,5.0,8.091127429517034,Residenziale,Centro,Riscaldamento,Elettricità,False,
2337.467835100786,20.795718460091763,15.0,0.0,17.246796851984755,Residenziale,Centro,Illuminazione,Gas,True,474.7471779217618
3043.593561371226,6.580712505818599,20.0,1.0,26.461139051758884,Residenziale,Sud,,Elettricità,True,439.7445577632203
2266.2971333536134,17.42671005918809,13.0,1.0,23.601711436254448,Industriale,Sud,Illuminazione,Elettricità,True,462.08261110751783
1630.1522587458112,20.501256850809817,23.0,5.0,5.606857300096857,Residenziale,Sud,Illuminazione,,False,329.76263462427227
2567.2918157269673,12.664115171117462,25.0,5.0,,Residenziale,Nord,Illuminazione,Elettricità,True,525.1284567971005
1504.920323531123,22.160626369348225,15.0,3.0,17.414300009572745,Residenziale,Nord,Elettrodomestici,Rinnovabili,False,
2666.898531051929,10.155009725376516,23.0,2.0,3.0237042712612894,Residenziale,Centro,Climatizzazione,Gas,True,535.3023184643018
1777.5067398399246,8.238359949692377,15.0,2.0,17.88990812489743,Residenziale,,Riscaldamento,Elettricità,False,361.6921564004234
2573.5076722084677,9.168334868596476,22.0,5.0,37.97440579179074,Commerciale,Centro,Elettrodomestici,Elettricità,True,527.0106896660905
2129.213870834595,19.473635724810578,18.0,5.0,1.9178909101662711,Commerciale,Centro,Elettrodomestici,Elettricità,True,428.36550501245
1676.2115416994193,7.990748150832954,21.0,,28.40936857533317,Residenziale,Sud,Climatizzazione,Elettricità,False,344.56419372756716
2369.7279402342892,22.180611449289067,18.0,3.0,16.570466277937413,,Centro,Climatizzazione,Rinnovabili,True,481.13478907516804
1602.7935595656795,,17.0,4.0,16.946637751983634,Residenziale,Centro,Illuminazione,Elettricità,False,327.2123946518191
2310.484806665416,21.35940791552582,23.0,5.884165917495156,29.311432955407348,,Nord,Riscaldamento,Elettricità,,473.026332011258
3043.593561371226,1.0656163810533084,20.0,6.0,29.071543295308885,Residenziale,Sud,Elettrodomestici,Elettricità,True,485.2277069479027
1827.4055552113925,9.4600786785919,22.0,6.0,,Residenziale,Nord,Riscaldamento,Elettricità,False,369.1928169915887
1205.5086441424519,5.330062643384487,17.0,5.0,11.789756605669112,Residenziale,Nord,Elettrodomestici,Elettricità,False,245.17166207452956
2188.6110226210512,3.1668421908066566,21.0,1.0,,Residenziale,Sud,Illuminazione,Gas,True,444.9335250410457
1964.2388572868451,21.830486386481844,21.0,2.0,18.744659124205008,Industriale,Sud,Illuminazione,Elettricità,False,400.6542178332787
2451.720233190288,23.0332859000475,21.0,6.0,32.525316686071605,Industriale,Sud,Illuminazione,,True,502.4049702338839
1734.1284798661536,18.770609663841846,,4.0,20.098389729857512,Residenziale,Sud,Riscaldamento,Elettricità,False,354.73227385857217
,18.371452807677038,25.0,4.0,9.997516446682672,,Sud,Climatizzazione,Elettricità,False,365.81567005721905
1514.6847998627263,13.553180925493379,19.0,2.0,15.09750919991864,Residenziale,Sud,Illuminazione,Elettricità,False,308.82153082507017
2269.388712181,18.025576809793833,21.0,0.0,15.731132139354495,Residenziale,Centro,Climatizzazione,Elettricità,True,460.3996397589857
1262.56373617106,8.202790446443515,13.0,3.0,37.815063994197395,Residenziale,Sud,Climatizzazione,Elettricità,False,264.6775454771156
1530.738769012363,3.3771868124627256,23.0,3.0,28.94821215485578,Residenziale,Centro,Elettrodomestici,Elettricità,False,315.1699361301756
2480.75761302276,19.72447239064846,18.0,4.0,25.872510594180973,Commerciale,Centro,Illuminazione,Rinnovabili,,505.8857230218711
2026.8069216655738,7.349146587423868,22.0,0.0,28.648871035437672,Residenziale,Nord,Illuminazione,Gas,True,414.69096030248846
2055.269627225397,21.449342441046518,23.0,3.0,16.711454815852,,Sud,Climatizzazione,Elettricità,True,418.2122961339397
1811.1774959835752,16.877603330756976,13.0,2.0,5.02962609307831,Residenziale,Centro,Elettrodomestici,Elettricità,False,
2655.7432145041507,1.1245809964237354,27.0,5.0,13.93818487007343,Residenziale,Centro,Riscaldamento,Elettricità,,535.4425564614945
1531.219598443187,23.91904172558619,22.0,2.0,23.772621637238412,Residenziale,Sud,Elettrodomestici,Elettricità,False,315.55309110732736
1881.028485474306,5.153303278292401,24.0,1.0,-0.06543593272404102,Residenziale,Sud,Climatizzazione,Elettricità,False,376.7013966428733
1516.531495559865,6.632347665228816,18.0,2.0,23.772621637238412,Residenziale,Centro,Riscaldamento,Gas,False,315.9695338784959
1891.3648426117347,23.542572368075014,18.0,4.0,20.646192631847793,Residenziale,Centro,Illuminazione,Elettricità,False,386.82108354870877
1731.7851877838855,11.53261970237245,23.0,1.0,18.3895661745052,Residenziale,Sud,Riscaldamento,Rinnovabili,False,353.0271693793659
1588.4488445464817,16.72264274688296,21.0,3.0,31.23893200313326,Residenziale,Centro,Riscaldamento,Rinnovabili,False,328.73371278492465
2625.613461628464,,17.0,3.0,23.57614408962786,Residenziale,Sud,Elettrodomestici,Gas,True,533.7613072253973
2094.0606504753573,6.538763449149568,24.0,4.0,26.59953322696213,Residenziale,Sud,Illuminazione,Gas,True,427.4458664080751
1525.83698084171,5.20777656128808,15.0,2.0,17.42868246299427,Commerciale,Centro,Illuminazione,Elettricità,,310.9167785633691
1533.1426786436382,11.194053990203752,28.0,1.0,12.703333176149858,Commerciale,Nord,Climatizzazione,Gas,False,311.55894108059294
2601.7571935320716,9.696796114999975,29.0,4.0,0.586577336261005,Commerciale,Nord,Climatizzazione,Rinnovabili,True,521.4970915187926
1609.3548345823015,21.953526156576352,19.0,3.0,9.396166015468523,Residenziale,Nord,Riscaldamento,Gas,False,326.88516933675845
2408.703807329486,0.02227749683113789,21.0,3.0,17.5527137883805,,Nord,Climatizzazione,Elettricità,True,487.00880335209456
3043.593561371226,7.65457657150463,16.0,4.0,25.529528332279295,Residenziale,Nord,Elettrodomestici,Elettricità,False,331.28380364839086
2439.0240924444456,21.26085710412046,10.0,4.0,21.92661773646884,Commerciale,Centro,Illuminazione,Elettricità,True,496.50888952024184
,14.396957428799158,27.0,3.0,10.647711839337422,Commerciale,Centro,,Elettricità,False,379.36065777089567
1535.2775743523089,3.1064755988786814,27.0,2.0,13.319605516691277,Commerciale,Sud,Climatizzazione,Elettricità,False,311.362044085357
1177.2911025652734,13.203005616991476,19.0,2.0,13.571110785876034,Residenziale,Centro,Illuminazione,Elettricità,False,240.84985431051666
1403.148288261863,5.97399179977443,10.0,5.0,20.50568940568274,Commerciale,Sud,Climatizzazione,Elettricità,False,287.37876365405486
1160.2181805467721,19.757189900346276,17.0,1.0,25.773407120202272,Residenziale,Sud,Elettrodomestici,Elettricità,False,241.75137723544978
1763.4520007529914,21.826088239297373,16.0,1.0,8.907297490468085,Commerciale,Sud,Climatizzazione,Elettricità,,357.54519822166844
2645.059107152317,5.406720511911157,27.0,5.0,15.333860522783825,Commerciale,Sud,Riscaldamento,Elettricità,True,803.2647129604411
1193.3418148086175,11.17216330712943,25.0,5.0,7.049225213864105,Residenziale,Centro,Climatizzazione,Gas,False,241.9003468565957
2151.6350256720057,17.446206785500845,28.0,4.0,21.4090745943094,Residenziale,Nord,Illuminazione,Elettricità,True,438.494348191244
2174.7349455766757,0.48548895580907203,21.0,4.0,12.147517933788787,Residenziale,Nord,,Elettricità,True,438.6397933910527
