Numero di Voli,Numero di Passeggeri,Tempo Medio di Attesa (min),Tipo di Volo,Fascia Oraria di Partenza,Aeroporto di Origine,Aeroporto di Destinazione,Voli Internazionali,Ritardi Media (min),Predict
551.4105213554,15888.13677852046,60.196610111488425,0.0,3.0,Aeroporto B,Aeroporto C,True,48.29793286308942,
403.8365004271112,12991.311523691675,145.89092573929975,0.0,1.0,Aeroporto A,Aeroporto A,False,24.07441077099804,282.68555029897783
500.1916106992229,20103.42649183931,25.273541571854985,2.0,1.0,Aeroporto C,Aeroporto B,False,26.33188553190649,350.73412748945606
486.9323414356118,11796.498120797729,108.11833395864886,2.0,0.0,Aeroporto D,Aeroporto B,False,34.21154320185601,341.4526390049283
421.00866550151704,15827.423387714296,159.37529985170315,1.0,2.0,Aeroporto C,Aeroporto B,False,30.324173780354787,295.0060658510619
376.19798495889745,26106.24168554996,45.12122501955494,1.0,3.0,Aeroporto B,Aeroporto A,False,40.27313379694029,263.6385894712282
628.6182712646859,18544.55253377704,174.98338058473487,0.0,1.0,Aeroporto C,Aeroporto D,True,22.3850158917107,440.03278988528007
,18893.943743922475,170.0309853816883,,1.0,Aeroporto B,Aeroporto B,True,22.197889552027448,377.3248621525653
,15087.53104535013,26.086501431696817,2.0,3.0,Aeroporto D,Aeroporto A,False,17.121560361901437,298.2218982735535
417.1717125900402,33653.71161167639,173.56170286263801,1.0,,Aeroporto B,Aeroporto B,False,36.35025355225235,292.3201988130281
621.6324276805441,15220.16068294024,105.4730741853062,2.0,1.0,Aeroporto D,Aeroporto B,True,6.45319070450395,435.74269937638087
531.0457572358964,16353.687088831393,60.23827009845583,1.0,0.0,Aeroporto B,Aeroporto B,,22.37804259144778,372.03203006512746
444.26647067043416,19286.814385510286,56.161401027561936,2.0,2.0,Aeroporto D,Aeroporto D,False,29.641438978593968,311.5865294693039
458.4017996964413,25240.46011658305,26.11467238965319,1.0,3.0,Aeroporto B,Aeroporto A,False,10.46213448738288,321.1812597875089
464.22738530541676,26741.144072230298,32.37245465841742,0.0,0.0,Aeroporto C,Aeroporto A,False,34.494843556184925,324.9591697137917
380.5456519491166,22352.850129496193,159.92713243867243,2.0,2.0,Aeroporto C,Aeroporto C,False,43.9260762328981,266.98195636438163
464.4983984163978,22347.303606458132,130.48653173012565,1.0,0.0,Aeroporto D,Aeroporto B,False,15.512859528698087,325.44887889147844
576.2424036610169,20801.54256636706,72.43461756216999,1.0,1.0,Aeroporto C,Aeroporto A,True,32.20249364647343,403.6696825627118
475.30585146685434,15034.744375609253,124.65586203064588,1.8138638656483619,1.0,Aeroporto A,Aeroporto C,False,39.424520707121765,333.01409602679803
394.03458938938513,,110.2174810519474,0.0,1.0,Aeroporto C,Aeroporto A,False,31.667556156937597,558.6300928089427
568.4599485545073,21881.58622995731,76.58026796830148,1.0,3.0,Aeroporto D,Aeroporto C,True,35.83901080680669,398.2219639881551
413.0851037389202,18254.367480994144,137.35425717107591,0.0,2.0,Aeroporto B,Aeroporto C,False,,289.1595726172441
645.61606224118,28758.289751326076,99.46655728730157,0.0,0.0,Aeroporto B,,True,38.82076135441824,
577.7157367173739,23793.341546901644,166.399731191816,0.0,0.0,Aeroporto D,Aeroporto A,True,18.705370922636035,404.4010157021617
390.4087645831138,31006.271744504862,155.79068755544705,2.0,0.0,Aeroporto D,Aeroporto D,,34.521822290921925,273.88613520817967
442.0394720770504,29049.270979025947,41.10741111671159,2.0,0.0,Aeroporto C,Aeroporto B,False,25.61445129515204,310.0276304539353
533.1399950427844,22283.146654473654,150.61998606769185,0.0,3.0,Aeroporto D,Aeroporto C,True,29.046289197655913,373.1979965299491
446.0724315931408,21935.94658275543,141.24044373702668,0.0,1.0,Aeroporto A,Aeroporto D,False,30.930192140432542,312.2507021151985
557.9984365805304,24611.038536704356,136.0388889835507,1.0,0.0,Aeroporto B,Aeroporto A,True,22.557032833142912,390.8989056063713
483.9179734612212,18275.081790072967,,2.0,0.0,Aeroporto C,Aeroporto D,False,20.22791905118763,339.34258142285483
471.7021963771102,18146.94048163323,78.68599004083765,0.0,1.0,Aeroporto D,Aeroporto B,False,53.121861184559656,330.1915374639771
387.4951409119319,19400.14697957215,172.71208949252085,0.0,0.0,Aeroporto B,Aeroporto C,False,44.643982829761285,271.24659863835234
593.5664293021932,21866.84033437055,127.14461459463895,2.0,0.0,Aeroporto B,Aeroporto B,True,24.472030554091884,416.0965005115353
599.313988473463,14688.159260745835,166.19793417125348,0.0,2.0,Aeroporto D,Aeroporto D,True,29.77991340094252,419.5197919314241
497.94801292604166,27899.865817943646,174.1127121483909,1.0,1.0,Aeroporto A,Aeroporto D,False,34.032720261113276,348.86360904822914
575.5446054605943,,,0.0,1.944752969741663,Aeroporto C,Aeroporto C,True,19.730931161253586,402.881223822416
,12454.990583423645,130.419891727587,,1.0,,Aeroporto D,True,29.716117689171114,447.62024945684914
345.0787288065011,8581.781241252065,108.99433992136316,1.0,0.0,Aeroporto B,Aeroporto D,False,17.1301164468356,241.85511016455075
642.0695083152519,22197.94106747226,106.88697313663465,1.0,2.0,Aeroporto A,,True,30.060933597424796,449.74865582067633
549.0806717459636,33653.71161167639,81.7241274088255,1.0,3.0,Aeroporto C,Aeroporto C,True,25.366800231465547,384.6564702221745
513.4637840962066,23010.84613107166,,0.0,0.0,Aeroporto A,Aeroporto D,True,13.646250968189271,359.4246488673446
447.8656715168705,23296.80499633918,,0.0,0.0,Aeroporto D,Aeroporto C,False,20.78619259286327,313.50597006180936
568.4123922833903,27772.459592065785,138.4238749048861,2.0,,Aeroporto A,Aeroporto A,True,30.029263260308547,398.4886745983732
312.5306104646828,,30.53264091636802,1.0,1.0,Aeroporto C,Aeroporto A,False,28.887341942911714,219.07142732527797
701.3968384174166,18442.0748002507,5.3226892099600365,2.0,1.0,Aeroporto A,Aeroporto B,True,30.23958918503133,491.57778689219157
611.7309519646074,16167.049079005159,23.718266214457323,2.0,2.0,Aeroporto A,Aeroporto D,True,31.111106815283584,428.8116663752252
458.7923355745313,18065.67565367527,178.86640159569905,0.0,0.0,Aeroporto D,Aeroporto B,False,29.171783717091813,321.1546349021719
584.8337763110732,,19.94281253717687,1.0,2.0,Aeroporto D,Aeroporto D,True,15.240498150396443,409.6836434177512
544.8099635309417,23648.382136273725,,2.0,,Aeroporto C,Aeroporto A,True,13.162354768209614,381.96697447165917
528.1618094661505,16594.807017037358,113.0370870250422,2.0,1.0,Aeroporto D,Aeroporto B,True,42.405537942032126,370.3132666263054
612.3072309492119,18422.196389706725,151.76951681257628,0.0,2.0,,Aeroporto C,True,31.380826008696204,428.6150616644483
650.6740338601549,,,1.0,0.0,Aeroporto B,Aeroporto B,True,20.98385481298058,455.77182370210835
504.4287986137085,28827.307900381526,39.869538414607256,0.0,1.0,Aeroporto D,Aeroporto B,False,22.53972464562507,353.10015902959594
400.5160590343617,20392.77712647784,179.70116324546436,1.0,0.0,Aeroporto A,Aeroporto A,False,14.49875641638043,280.6612413240532
568.7228420192927,24940.195514129435,145.8654273928023,0.0,2.0,,Aeroporto C,True,38.13612232052218,398.10598941350486
461.4145520382301,14818.57790970911,156.7130572629816,1.0,0.0,Aeroporto C,Aeroporto C,False,28.73164353864642,323.29018642676107
542.3884550643555,27049.486082108233,13.684211830307973,1.0,2.0,Aeroporto B,Aeroporto A,True,12.41671982094718,379.9719185450489
255.11404493351088,19694.524760158165,50.20380623318083,0.0,2.0,Aeroporto A,Aeroporto B,False,37.73765843799756,178.57983145345761
412.5690619626834,24713.040503671324,48.017712514766906,0.0,0.0,Aeroporto C,Aeroporto B,False,,288.79834337387837
568.9078890668234,33653.71161167639,27.11188885559284,0.0,0.0,Aeroporto D,Aeroporto D,True,40.769834509613275,398.23552234677635
584.4466870945707,21910.67524934285,166.89984541678814,1.0,0.0,Aeroporto D,Aeroporto C,True,34.420231957844294,409.4126809661995
481.01649818831805,14841.015195287211,55.430997362108585,1.0,1.0,Aeroporto A,Aeroporto C,False,12.858419108229452,337.01154873182264
434.5501951744986,17213.37402468048,168.18983408636257,1.0,1.0,Aeroporto A,Aeroporto D,False,31.11666695172717,304.485136622149
377.52682383350515,15328.073416422905,134.9577404672523,,0.0,Aeroporto B,Aeroporto A,False,44.80103180076826,264.86877668345363
604.5455566634913,25991.10695255008,135.59340341351393,,3.0,Aeroporto D,Aeroporto B,True,36.40362220090947,
367.60136419850744,20670.393450353313,131.03484028588974,0.0,1.0,Aeroporto C,Aeroporto C,False,29.577413943163275,257.3209549389552
740.5394521242251,14811.432346479696,179.25129267434346,1.0,1.0,Aeroporto A,Aeroporto A,True,14.458255345557102,518.6776164869575
539.1658146780723,21749.40751146042,0.9433692524136084,0.0,,Aeroporto A,,True,31.087073104048503,377.41607027465056
433.5360102072485,19322.21806001912,99.98054871201586,1.0,2.0,Aeroporto B,Aeroporto D,False,38.87462578764445,303.775207145074
535.2932626099467,24295.48177200848,14.847183951254333,2.0,0.0,Aeroporto C,Aeroporto C,True,,375.3052838269627
302.67481888944025,16908.582703337743,5.279294490839486,2.0,1.0,Aeroporto C,Aeroporto D,False,31.513779611624944,212.47237322260816
512.9549268049234,27920.626143568923,166.13600167932657,2.0,1.0,Aeroporto A,Aeroporto B,True,23.926593322780946,359.66844876344635
431.0888155067002,15958.550103699834,57.04875932294537,2.0,1.0,Aeroporto A,Aeroporto B,False,24.861289644238415,302.36217085469013
501.7700781423584,33653.71161167639,170.41570207445932,0.0,1.0,Aeroporto C,Aeroporto B,False,25.558870287704476,351.23905469965086
587.1884062423472,24662.64358228365,60.60642962335605,2.0,0.0,Aeroporto B,Aeroporto B,True,25.75393445752514,411.63188436964305
524.3943276770415,25429.73735680236,50.55523405286769,,0.0,Aeroporto D,Aeroporto C,True,17.935294760285213,367.07602937392903
923.9630646575545,20539.956933805628,147.2797168249936,1.8138638656483619,0.0,Aeroporto B,,False,38.76768448055394,348.13543152478064
561.3147183754015,22295.520470918076,60.62969919026843,,0.0,Aeroporto B,Aeroporto D,True,36.653152215968156,393.22030286278107
573.2555488331864,19762.939084489444,175.3518947931461,0.0,,Aeroporto C,Aeroporto D,True,24.852385652299734,401.27888418323045
504.1607004356799,22734.422303474224,173.28065840070974,2.0,1.0,Aeroporto D,Aeroporto B,True,32.68399193850923,353.5124903049759
611.7422922126939,26514.78747172244,163.0573294320004,1.0,1.0,Aeroporto C,Aeroporto B,True,20.25363305576237,428.5196045488857
480.46809344493465,17168.83040717624,174.72795326406265,0.0,1.944752969741663,Aeroporto C,Aeroporto A,False,30.66037871135126,336.32766541145423
499.59756727200204,,82.92839098018105,0.0,3.0,Aeroporto A,Aeroporto D,False,30.155806814199615,349.7182970904014
490.68563563339455,11131.126646697428,81.06348474983534,2.0,,Aeroporto D,Aeroporto B,False,22.248061428363894,344.0799449433762
337.3241279130616,16573.34729841072,61.788561439591405,2.0,2.0,Aeroporto B,Aeroporto C,False,33.654658084127014,236.7268895391431
447.79376143446757,29536.009680743293,147.22875217704234,2.0,,Aeroporto C,Aeroporto A,False,32.33297781490474,314.0556330041273
280.27904297118675,15829.214005698654,178.63236617258698,1.0,0.0,Aeroporto C,Aeroporto D,False,17.59119759873409,196.49533007983072
528.1057142583221,9926.832005286891,133.461696314455,1.0,2.0,Aeroporto C,Aeroporto A,True,24.151063991456574,369.97399998082545
496.9636735553776,20195.868183637336,168.18983408636257,0.0,2.0,Aeroporto D,Aeroporto B,False,21.262475569026947,347.87457148876433
410.4817740022122,14605.664418863318,15.264019339546163,2.0,2.0,Aeroporto D,Aeroporto C,False,28.517588282978384,287.93724180154857
503.2635271505486,22921.59060487618,31.842056964052144,1.0,3.0,Aeroporto D,Aeroporto A,False,32.77650833538676,
543.720292294239,19976.946199180125,13.642011518691564,1.0,1.0,Aeroporto A,Aeroporto D,True,38.70139329911266,380.9042046059673
470.2774341814259,20531.664910846932,135.28905908192522,1.0,0.0,Aeroporto C,Aeroporto D,,39.08432401572939,329.4942039269981
667.9897440377604,12207.383641919783,117.23011191183735,0.0,1.0,Aeroporto D,Aeroporto A,True,29.31794785880221,467.5928208264322
499.158384545182,17780.52265958381,129.0150391830982,1.0,2.0,Aeroporto C,Aeroporto A,False,33.17193785479608,349.7108691816274
516.8891485147285,17722.571055484437,159.53278675747993,1.0,1.0,Aeroporto C,Aeroporto D,True,42.01003130992654,362.12240396030995
592.0456208501741,,40.273861661902416,0.0,3.0,Aeroporto A,Aeroporto C,True,14.516714435068828,414.4319345951219
539.7387195942581,24323.441032124294,4.41492537063386,0.0,0.0,Aeroporto A,Aeroporto A,True,29.466807200137744,377.81710371598064
454.15545863059936,21772.939790945493,42.26391660753909,1.0,0.0,Aeroporto C,Aeroporto A,False,41.39084475272657,318.2088210414195
580.8675304130139,19289.90521141635,15.58326364376211,2.0,0.0,Aeroporto D,Aeroporto C,True,37.20547466702334,407.20727128910977
536.3874902161276,7969.209979861282,105.98960640331062,1.0,1.0,Aeroporto C,Aeroporto A,True,2.9550635965795458,375.7712431512893
460.82855302563826,21670.472880883768,3.3264894419763147,0.0,3.0,Aeroporto C,Aeroporto B,False,29.694161905802524,322.57998711794676
521.0164014235185,14516.407436578162,112.44604474290603,1.0,2.0,Aeroporto D,Aeroporto D,True,35.4699011213393,558.6300928089427
409.4952628634387,7096.550574936822,128.2341198807513,0.0,1.0,Aeroporto A,,False,37.11437361335587,286.64668400440706
572.4123886823409,18835.247967206946,49.19460999659282,1.0,3.0,Aeroporto B,Aeroporto C,True,24.62449841762377,400.98867207763857
463.1572631555021,24019.280108963132,170.58867085902995,2.0,1.0,Aeroporto A,Aeroporto D,False,26.270738220816426,324.8100842088515
591.6154671313074,12646.073145136274,164.4868515776978,0.0,0.0,Aeroporto D,Aeroporto B,True,39.325096759025826,414.1308269919151
470.9031507665378,19501.810599654968,66.33412209467562,0.0,0.0,Aeroporto A,Aeroporto A,False,31.167752023268307,329.63220553657646
570.1745324111255,23344.598587995326,140.54537982770034,1.0,0.0,Aeroporto A,Aeroporto C,True,,399.42217268778785
518.8265191105979,10074.72454653396,76.10552358039841,2.0,0.0,Aeroporto B,Aeroporto A,True,27.70720687374115,
558.6385156151598,22311.14248638409,31.1811780525727,2.0,0.0,Aeroporto C,Aeroporto B,,31.10739529345707,391.64696093061184
680.3545484748988,19554.33648258619,107.31774475539525,0.0,2.0,Aeroporto C,Aeroporto D,True,33.95983124041201,
592.0609495169366,20757.520512225397,156.1588613754473,2.0,1.0,,Aeroporto C,True,39.108315337504806,415.0426646618556
618.0024522179324,15233.43378794926,28.804895508674548,1.0,1.0,Aeroporto A,Aeroporto D,True,39.90193141621518,432.90171655255267
,16708.169276786026,106.06662490777853,2.0,2.0,Aeroporto B,Aeroporto D,True,19.055845309389635,435.546717098759
408.2086480907153,16953.356426628176,179.78422705804337,1.0,1.0,Aeroporto D,Aeroporto B,False,20.910481806265864,286.0460536635007
605.5955747977442,22310.76374531609,78.50808950939337,2.0,0.0,Aeroporto D,Aeroporto C,True,15.413256661788656,424.51690235842096
532.6021903619258,,119.10977934697047,1.0,3.0,Aeroporto C,Aeroporto C,True,14.344159772121184,373.121533253348
550.8118314773193,15181.135590648271,13.490065229018093,0.0,1.0,Aeroporto B,Aeroporto B,True,24.879607521293885,
474.5517298821814,27202.84904758142,158.28523962020532,2.0,2.0,Aeroporto A,Aeroporto C,False,30.476868029493374,332.786210917527
535.8347636977974,20454.92353250884,117.96457863253279,0.0,1.0,Aeroporto D,Aeroporto A,True,24.85812159374521,375.08433458845815
637.6554923748621,29095.9069310569,42.00263619893208,1.0,1.944752969741663,Aeroporto B,Aeroporto C,True,30.188227630647553,446.65884466240345
441.68594716835975,15952.291226030626,178.33084163475573,2.0,2.0,Aeroporto C,Aeroporto B,False,45.39684470751192,309.7801630178518
487.7075769048913,21012.055263418002,69.05759488496666,2.0,3.0,Aeroporto A,Aeroporto A,False,31.35850163126294,341.9953038334239
613.9670243389559,21814.0326107808,172.18930643622338,0.0,0.0,Aeroporto C,Aeroporto B,True,27.503381046374766,429.7769170372691
417.1980705847892,23325.835747492878,99.04051114225993,1.0,0.0,Aeroporto C,Aeroporto D,False,41.23683966543558,292.33864940935246
555.57352117285,18983.127645491026,68.59383103286902,1.0,3.0,Aeroporto D,Aeroporto C,True,37.1176584635662,389.20146482099494
540.4805337077628,11126.785605949557,26.709627191133244,2.0,1.0,Aeroporto D,Aeroporto D,True,27.506701674083125,378.93637359543396
575.0311330628883,23825.361700972706,178.36942469742775,2.0,3.0,Aeroporto A,Aeroporto A,True,27.548268037828695,403.1217931440218
512.406069394198,15721.416817560304,21.049255667842985,2.0,0.0,Aeroporto D,Aeroporto D,True,34.594953244197775,359.2842485759386
434.2750982722797,12734.410723130839,105.47319712636775,1.0,0.0,Aeroporto C,Aeroporto B,False,29.410670329732017,304.2925687905958
462.265242344779,15074.921133558646,168.18983408636257,1.0,3.0,Aeroporto C,Aeroporto B,False,25.662868282004183,323.88566964134526
333.8037606257374,24656.174209497294,132.111379952704,0.0,1.0,Aeroporto C,,False,32.34234351323329,233.66263243801617
477.266306087386,27904.426350107296,122.9540328563576,2.0,1.0,Aeroporto B,Aeroporto D,False,43.14179547699153,334.6864142611702
468.6456055772851,20591.68657194622,114.95747049635321,,0.0,Aeroporto C,Aeroporto B,False,19.936161158400964,328.05192390409957
418.81618324950904,11068.879138777727,77.21225440708339,0.0,,,Aeroporto C,False,23.444586750708762,293.17132827465633
460.937918531825,9115.413473882323,148.87221020237087,2.0,0.0,Aeroporto B,,False,38.48081561258161,558.6300928089427
539.2001464657866,22126.126287890133,125.34980676216871,1.0,0.0,Aeroporto D,Aeroporto D,True,39.14500433899092,377.7401025260506
436.5912931334834,14129.417406514476,19.92707518087088,2.0,1.0,,Aeroporto A,False,22.132145116088374,306.2139051934384
923.9630646575545,15670.900757603355,32.0770005385448,,3.0,Aeroporto D,Aeroporto A,False,41.42837264542737,274.72849333314207
587.1314592678933,17449.437313396986,47.33996403920626,1.0,0.0,Aeroporto D,Aeroporto B,True,30.001692828174296,411.2920214875253
576.4463656752907,19415.38009181271,5.126768574353308,1.0,2.0,Aeroporto C,Aeroporto B,True,41.39713396616339,403.8124559727035
725.6372775961516,27809.058135499035,11.444681271209237,2.0,1.0,Aeroporto B,Aeroporto A,,24.577413999347016,508.54609431730614
546.4025840229071,19380.48277961444,94.23041079420969,0.0,1.0,Aeroporto C,Aeroporto D,True,18.853461319105918,382.48180881603497
479.866054616244,9604.508600845911,106.67019520287434,0.0,2.0,Aeroporto C,Aeroporto A,False,26.69139171233974,335.90623823137076
531.4222164352889,20241.103483547813,22.23685062485884,1.0,0.0,Aeroporto C,Aeroporto C,True,8.3257304911359,372.2955515047022
458.410936489497,18467.010955605863,110.10689975915182,1.0,1.0,Aeroporto D,Aeroporto A,False,29.978676776303576,
501.0093656113953,19185.371782926704,,1.0,2.0,Aeroporto D,Aeroporto A,False,20.3878552204885,351.0065559279767
269.4712545380613,23864.089087039123,174.61809240617458,2.0,0.0,Aeroporto D,Aeroporto D,False,31.54571614962577,189.2298781766429
459.20464297161664,23584.999139655112,64.04958874280791,1.0,0.0,Aeroporto C,Aeroporto D,False,33.3541389165644,321.74325008013165
400.7300367038938,17590.03493824221,168.18983408636257,2.0,3.0,Aeroporto A,Aeroporto A,False,28.73684149920766,281.11102569272566
863.829599192404,16634.630358306003,15.977799798135273,1.0,0.0,Aeroporto C,Aeroporto B,True,,604.9807194346827
406.8464628521395,24921.71831905555,11.026849870284218,2.0,2.0,,Aeroporto B,False,,285.39252399649763
568.6663125870822,28571.776489692988,110.87727341445532,0.0,1.0,Aeroporto D,Aeroporto C,True,5.854598395765311,398.0664188109575
259.3622748293408,27385.67538847543,141.47761992782623,0.0,1.0,Aeroporto A,Aeroporto C,False,19.085104872569534,181.55359238053853
500.2232184497183,21724.779552537377,142.48721149186227,1.0,0.0,Aeroporto D,Aeroporto B,False,20.000675048810166,350.4562529148028
545.9865869172535,,81.43284998598098,2.0,1.0,Aeroporto D,,True,31.090984124361242,382.79061084207746
433.3422753604135,28173.66854547759,161.49771160263924,1.0,2.0,Aeroporto B,Aeroporto A,,14.981631134601605,303.63959275228945
599.7173156380798,19158.84769730009,174.71427111569017,0.0,2.0,Aeroporto D,Aeroporto C,True,23.170898357752048,419.8021209466558
561.5690001891719,,130.5329834973736,0.0,1.0,Aeroporto B,Aeroporto B,True,21.671350093670043,393.0983001324203
726.0835007731921,19092.96837524165,156.41992343502469,,0.0,Aeroporto B,Aeroporto D,True,25.893616640396342,508.55845054123444
923.9630646575545,18434.1700439107,64.51139987473903,2.0,2.0,Aeroporto C,Aeroporto D,False,34.876940462069534,259.75313032846924
493.8719889386696,20660.623427458882,157.992398870186,2.0,3.0,Aeroporto A,Aeroporto D,False,30.8748720933224,346.3103922570687
367.78715283407814,16624.813661084954,60.91785592432429,1.0,1.0,,Aeroporto A,False,25.57355899309735,257.7510069838547
,24231.463193125797,8.945043241879645,1.0,0.0,Aeroporto A,Aeroporto A,True,50.0433338542391,
546.3874338102237,9243.850747877817,133.36525649075844,1.0,1.0,Aeroporto C,Aeroporto B,True,45.26888935325536,382.77120366715656
608.2936997108578,20369.459225884115,66.05993281167454,,0.0,Aeroporto B,Aeroporto A,True,,426.1055897976005
448.2384182251659,18005.815754446656,165.5063255727794,0.0,0.0,Aeroporto C,Aeroporto C,False,32.609568900548396,313.7668927576161
338.4786158722335,21567.967249299207,166.96729620259703,0.0,,Aeroporto B,Aeroporto A,False,13.90800145967425,236.93503111056341
508.94326298400983,24901.666402550756,132.34544158073498,1.0,1.0,Aeroporto B,Aeroporto D,True,27.544819126678988,356.5602840888069
439.8557888366788,10169.760767753334,5.631051393547217,1.0,1.0,Aeroporto D,Aeroporto C,False,38.844548638152894,308.19905218567516
395.1376425620518,13461.730013483459,38.724724509929025,2.0,0.0,Aeroporto C,Aeroporto B,False,29.20376593648107,277.19634979343624
586.0073117596712,,103.3268317665524,1.0,0.0,Aeroporto D,Aeroporto A,,23.988548168425282,410.5051182317698
549.141859714269,19029.320830037952,144.40191798921163,0.0,0.0,Aeroporto D,Aeroporto D,True,27.062628463179955,384.3993017999883
523.1277718595469,21972.569095715895,107.2951616249431,1.0,0.0,Aeroporto C,Aeroporto B,True,35.574021569647286,366.4894403016828
343.4255178939534,23250.547277778664,170.40163320623242,2.0,0.0,Aeroporto B,Aeroporto A,False,,240.99786252576735
640.018326922931,15788.009236642465,131.32459807444607,1.0,1.0,Aeroporto A,Aeroporto B,True,22.006420672036782,448.3128288460517
499.425499253849,,3.4842582316628556,0.0,1.0,Aeroporto A,Aeroporto A,False,37.05085000950148,349.5978494776943
633.6427842343167,26250.964889388626,132.96070283686254,1.0,1.0,Aeroporto D,Aeroporto B,,32.49839942707626,443.8499489640216
275.43562312623226,25087.05897368128,133.34189910138443,,,Aeroporto A,Aeroporto B,False,38.9019319909909,193.40493618836257
503.20468120905736,27333.105299143455,128.9216425656593,2.0,0.0,Aeroporto D,Aeroporto C,False,21.0113352864674,352.84327684634013
409.6848246894348,,158.59102916938758,0.0,2.0,Aeroporto B,Aeroporto D,False,46.38755324685441,286.77937728260434
474.07135735739575,11783.854376528001,36.661650709765,1.0,0.0,Aeroporto B,Aeroporto C,False,20.717150225277543,332.149950150177
923.9630646575545,22040.371558482875,,1.0,1.0,Aeroporto C,Aeroporto B,True,34.486983628727906,423.8712796901845
375.2339508360332,11671.637285104773,170.1566710893158,2.0,0.0,Aeroporto B,Aeroporto B,False,23.376281387311476,263.26376558522327
685.0451623505369,18807.430049270395,46.2238790863385,1.0,0.0,Aeroporto B,Aeroporto A,True,21.210502368504528,479.8316136453758
527.611829181947,21109.464329674123,117.25914917354768,0.0,0.0,Aeroporto B,Aeroporto A,True,50.0433338542391,369.32828042736287
508.68782161505015,23445.246007236456,21.00860945833118,1.0,0.0,Aeroporto D,,True,31.096697661492883,356.3814751305351
599.8500389156006,22923.9121910005,,,1.0,Aeroporto C,Aeroporto B,True,,419.8950272409204
,11911.272807484525,52.9074003155898,2.0,3.0,Aeroporto D,Aeroporto A,False,44.50856375641388,276.37346671193865
548.577336171412,31075.980504952324,16.808285518439114,0.0,1.0,Aeroporto A,Aeroporto D,True,11.20524498121284,384.00413531998834
426.44790689492044,21725.6803538995,77.69353859709777,2.0,1.0,Aeroporto D,Aeroporto B,,12.749211847661812,299.1135348264443
413.3433257467309,24633.14864130567,15.153791255954108,1.0,,Aeroporto A,Aeroporto D,False,26.923732704196603,289.6403280227116
512.0388271987658,20139.58176908972,121.3692563629679,2.0,,Aeroporto A,Aeroporto D,True,25.750460933920493,359.02717903913606
503.2215400240207,22405.456119750736,118.0463410240908,1.0,2.0,Aeroporto A,Aeroporto B,False,32.3085142063103,352.5550780168145
700.6019944894365,18757.971645657908,141.74756355483868,0.0,2.0,Aeroporto C,Aeroporto D,True,30.552953274666617,490.4213961426055
572.0228729511215,17135.7923656708,102.00457844342608,1.0,1.0,Aeroporto C,Aeroporto D,True,31.47655773909172,400.71601106578504
636.4469895725987,,98.26219807091066,0.0,1.944752969741663,,Aeroporto A,True,38.04137463322563,445.51289270081907
301.07117977632464,15774.870571765485,118.71528794130549,2.0,1.0,Aeroporto C,Aeroporto C,False,40.31192242386993,211.34982584342723
496.2622781758479,8391.444333622818,7.464637856347778,2.0,3.0,Aeroporto D,Aeroporto A,False,21.374603660503084,347.9835947230935
504.13868097830095,16898.707186679843,170.20416683911725,2.0,0.0,Aeroporto D,Aeroporto B,,31.499701083614486,558.6300928089427
320.50457310557994,23940.6366430199,152.3115596862106,1.0,0.0,Aeroporto B,Aeroporto A,False,15.55848976017851,224.65320117390596
444.96357943138895,18788.495018850423,114.53139491326806,1.0,0.0,Aeroporto B,Aeroporto D,False,37.27568301393189,311.77450560197224
656.0605698288832,25958.161120389603,114.0011833604852,0.0,1.0,Aeroporto C,Aeroporto C,True,23.54574685297116,
626.5895780430695,16339.145557190725,78.24411376796793,2.0,1.0,Aeroporto B,Aeroporto B,True,,439.21270463014866
417.61451891167854,16763.67904138403,,1.0,2.0,Aeroporto D,Aeroporto B,False,14.891292955669478,292.630163238175
520.2951366147688,,177.90344146245386,1.0,0.0,Aeroporto B,Aeroporto C,True,46.59647838323599,364.50659563033815
,16363.961913168674,138.67143127680507,1.0,,Aeroporto A,Aeroporto D,False,50.0433338542391,290.7685131958903
448.44078423276824,12519.517712130983,3.818827542145442,2.0,0.0,Aeroporto B,Aeroporto D,False,33.13794075850635,314.50854896293777
326.87921686927467,14048.776235540136,26.592086633294986,2.0,1.0,Aeroporto A,Aeroporto C,False,25.625441703860105,229.41545180849224
501.5017651182893,10397.796567102676,78.44913211012916,0.0,0.0,Aeroporto C,Aeroporto D,False,,351.0512355828025
,16892.016217102933,8.744941369916269,1.0,2.0,Aeroporto A,Aeroporto C,True,41.72338597576768,425.17397786598906
427.36166254531327,20066.665728689957,70.14252396290644,1.0,0.0,Aeroporto C,Aeroporto A,False,41.92502683122959,299.4531637817193
543.1942504063169,20199.64483587807,25.47702078313825,2.0,1.0,Aeroporto C,Aeroporto A,True,10.971499834970803,380.8359752844218
464.1584932418705,24702.94037874312,127.14427998671745,1.0,1.0,Aeroporto B,Aeroporto D,False,24.07287521446502,325.2109452693093
611.4374471191175,22572.650221314256,24.329495578616775,2.0,1.0,Aeroporto D,Aeroporto A,True,20.766796770300274,428.6062129833822
575.0125116513303,18276.06531985852,16.938383937854102,1.0,2.0,Aeroporto A,Aeroporto C,True,25.56328122534936,402.80875815593123
516.1334483930891,12096.079294892274,57.51789504563581,1.0,1.0,Aeroporto A,Aeroporto D,True,35.62717140386699,361.59341387516235
541.049773347061,22092.729524765902,49.81185653801877,1.0,1.0,Aeroporto A,Aeroporto D,True,35.29727274785725,379.0348413429427
