Consumo Giornaliero (kWh),Numero di Abitazioni,Temperatura Media Giornaliera,Tipo di Settore,Fascia Oraria,Consumo per Settore,Giorno della Settimana,Fonte di Energia,Tipo di Contratto,Efficienza Energetica,Predict
2088.936871641956,9276.868286210642,20.702351744875898,1.0,1.0,1001.0,Mercoledì,Fossile,Commerciale,True,1050.8791413444408
3869.906700926867,2981.5461005957823,14.677159511031851,2.0,0.0,1018.0,Martedì,Eolica,Commerciale,False,846.1367516073593
2238.7423432550163,3521.501014746071,13.174458438571998,0.0,1.0,,Lunedì,Idroelettrica,Commerciale,True,1123.5235091590798
2888.7131334489977,1854.0013657375375,14.267736963040171,0.0,0.0,,Domenica,Solare,Residenziale,True,1448.636887813411
2268.2120446460285,4088.213202365327,16.047627637950267,,3.0,975.0,,Eolica,Residenziale,,1139.5203106143992
2995.9708265716777,8167.669765587834,15.415829264887456,1.0,2.0,949.0,,Eolica,Commerciale,True,1503.0101620653052
1382.596487458638,1506.6354171585128,23.44558875045517,2.0,1.0,1017.0,Venerdì,Fossile,Residenziale,False,698.5319203544556
2491.157654166597,3170.341550027045,13.019285940103057,0.0,2.0,987.0,Martedì,Fossile,Industriale,True,1249.8846128653295
1767.7955235087122,1440.930066814735,17.973257680432802,2.0,0.0,1011.0,Domenica,Fossile,Residenziale,False,889.2897390584859
1811.6938818509411,8527.862309116912,20.697918185318102,1.5429698311563047,1.0,1524.5284221994536,Domenica,Eolica,Residenziale,False,912.2563163810661
2932.6785530764378,3288.9904593629717,11.032268251299115,1.0,1.0,1051.0,Giovedì,Fossile,Residenziale,True,1469.8489570136087
2129.7077350944046,2612.3437255364847,10.495645623301916,1.0,1.0,1062.0,Mercoledì,Idroelettrica,Commerciale,True,1068.202561234193
2679.1318117501173,9383.232671563297,16.193976731498736,0.0,0.0,1034.0,Mercoledì,Fossile,Commerciale,True,1344.4240988945082
2168.4247564510283,3398.782049708059,18.418818612469575,1.0,3.0,1037.0,,Eolica,Residenziale,True,1090.338023809255
689.7489541148666,5990.937994134382,16.629061900023338,0.0,1.0,1018.0,Sabato,Solare,Residenziale,False,350.0631956274403
2036.538686782142,4983.225748862079,12.576128504764153,2.0,1.0,1006.0,Giovedì,Fossile,Residenziale,True,1022.2421819425002
2149.541522598155,2622.35698366843,12.339071787729424,1.0,0.0,990.0,Lunedì,Eolica,Commerciale,True,1078.4724828353965
1812.64951428657,1147.2854792796916,8.183641826528634,2.0,2.0,1027.0,Martedì,Eolica,Residenziale,False,909.1798496912435
1773.2334597537006,61.85209683531756,23.844168790583126,0.0,2.0,1034.0,Giovedì,Eolica,Residenziale,False,894.1699805140252
2905.349950623295,2193.6145906967395,10.17418344416743,2.0,2.0,1524.5284221994536,,Fossile,Commerciale,True,1456.127230344898
1937.4085419084176,,14.242705589241032,2.0,0.0,965.0,Giovedì,Fossile,Residenziale,False,972.9770826309812
,9537.682961986031,15.96826970843336,2.0,1.0,992.0,Venerdì,Solare,Commerciale,False,445.5177971168535
1542.3697422428593,1177.2007287629149,18.64817753476666,1.0,0.0,1524.5284221994536,Mercoledì,,Commerciale,False,776.7793243818596
2457.8139568059573,4906.050715156459,12.504759525490549,1.5429698311563047,0.0,995.0,Giovedì,Eolica,Residenziale,True,1232.6584062606257
2014.8966079131765,6411.375493007914,3.9967764600535105,1.5429698311563047,3.0,1006.0,Domenica,Fossile,Industriale,True,1009.2473368946044
1808.034386324921,6451.463676412732,23.818830341139133,0.0,2.0,966.0,Venerdì,Fossile,Commerciale,False,911.5628422648022
1670.6253634416605,9865.856401777473,25.459367045856162,2.0,1.0,1044.0,Martedì,Solare,Commerciale,False,1899.3282325649698
2997.484732268363,4330.761173745571,17.31635831262827,0.0,1.0,1023.0,Martedì,Solare,Residenziale,True,1504.13727362797
2176.2658852762875,,,1.0,1.0,986.0,Venerdì,Fossile,Residenziale,,1091.8461556287668
,5186.822845914654,9.902940906611299,1.5429698311563047,1.0,958.0,Giovedì,Fossile,,True,1073.2113395057813
1327.5426672886138,247.695237245954,12.395192487616772,0.0,1.0,1057.0,Venerdì,Fossile,Residenziale,False,667.6898913905919
1883.605438516897,6782.263740325736,7.461473243430497,2.0,1.0,1000.0,Martedì,Eolica,Commerciale,False,944.2411612314777
2903.8437044425127,,22.548351657570493,1.0,0.0,963.0,Venerdì,Fossile,Residenziale,True,1458.6863577185275
1106.0664890627743,7932.466100297814,17.017417894672473,0.0,0.0,1021.0,Mercoledì,Fossile,Residenziale,False,1899.3282325649698
3869.906700926867,8370.167512688264,21.013003449174377,1.0,0.0,958.0,Lunedì,Eolica,Residenziale,False,634.399306119764
2086.328398609717,5719.742101345595,18.697068191406593,,1.0,978.0,Giovedì,Fossile,Commerciale,True,
1206.337615522777,1928.550665307972,15.7007027206267,1.0,0.0,1019.0,Lunedì,Eolica,Residenziale,False,607.8790185775765
2643.471355395486,8752.77135285634,14.271900482856726,1.0,1.0,966.0,Lunedì,Fossile,Residenziale,True,1326.2172478426
3051.0128691556924,6107.664191148193,15.863483554917364,2.0,0.0,967.0,Sabato,Fossile,Residenziale,True,1530.2654796443214
1346.1119525161375,6438.458428377558,12.021054462896053,1.0,1.0,981.0,Giovedì,Idroelettrica,Residenziale,False,676.8622925969377
1539.34233534207,8459.431298645537,17.80231937108517,1.0,0.0,969.0,Venerdì,Eolica,,False,775.0118634823606
2327.7867028702403,625.0599420686598,13.043473568478596,1.0,1.0,970.0,Lunedì,Eolica,Commerciale,True,1168.0063935056637
2367.5858025341417,5974.822018287221,14.478577697249898,0.0,3.0,978.0,Lunedì,Eolica,Residenziale,True,1188.7364745762457
3869.906700926867,3266.7577995930665,20.698654526543052,0.0,0.0,997.0,Sabato,Eolica,Industriale,False,750.6600235897222
2623.268959983896,33.6126587431973,12.984945684964156,0.0,2.0,982.0,,Eolica,Residenziale,True,1315.9299636974372
1735.1952831518847,5755.8174628608485,15.760758550509216,2.0,1.0,1041.0,Sabato,,,False,872.5258691410952
1880.2633219990043,5681.979818064517,,1.0,1.0,988.0,Domenica,Fossile,Residenziale,False,944.5068463555907
2346.77629035011,60.94464567211189,9.184016279434314,1.0,0.0,980.0,Sabato,Eolica,Commerciale,True,
1758.7616730857094,9374.514848613462,13.445147676954024,0.0,,1051.0,Giovedì,,Residenziale,False,883.8143808459408
2540.7729681300507,969.8581214292145,13.15983395519898,0.0,0.0,983.0,Mercoledì,Solare,Industriale,True,1274.334434251585
1378.71440260604,8016.02047149143,27.465447288811,1.0,2.0,1005.0,Lunedì,Eolica,Residenziale,False,693.1218600998362
1995.7672789875844,6370.082659855364,17.26018669752028,0.0,0.0,1027.0,Domenica,Fossile,Residenziale,True,1003.0616955030483
1765.0041395854096,2324.549553343346,17.179562697484464,2.0,1.0,986.0,Domenica,Solare,Residenziale,False,887.8559386019501
2331.1712518538807,8490.813054837532,12.694403028908171,,2.0,995.0,Mercoledì,,Residenziale,True,1169.7939468356128
3869.906700926867,,9.586837369882172,1.0,2.0,1035.0,Mercoledì,Eolica,Residenziale,False,624.3271760862198
2569.987318046861,8287.910090577543,9.633093611800788,1.0,2.0,969.0,Mercoledì,,Residenziale,True,1288.283587106971
2489.8390346067636,804.3575122175884,17.88609402008187,2.0,0.0,1032.0,Lunedì,Solare,Residenziale,True,1250.2853455094064
2493.0472844996943,3386.8908168996413,20.013427273961558,0.0,0.0,961.0,Mercoledì,Fossile,Residenziale,True,1252.5276704320356
2362.2861234128177,3916.65978730387,6.272401896571132,2.0,1.0,1046.0,Mercoledì,Fossile,Commerciale,True,1183.2247822753802
3869.906700926867,1660.022018780497,11.959342884833005,1.5429698311563047,0.0,995.0,Giovedì,Fossile,Commerciale,,
1884.970557627199,9601.23105515195,18.640935286403305,1.0,1.0,988.0,,Solare,Residenziale,False,948.2775593995206
2369.031914937495,8895.705350661437,15.474637853100452,2.0,1.0,1524.5284221994536,Lunedì,Eolica,Commerciale,True,1189.3583488246777
1803.888738445023,733.9056609012673,26.270799810831374,1.0,0.0,994.0,Martedì,Eolica,Commerciale,False,909.8256091657609
1972.4261966047793,414.9091165986063,25.39055459266482,2.0,1.0,954.0,Domenica,Eolica,Commerciale,False,994.0302646801891
,8468.564629679662,18.004123653115855,2.0,1.0,1044.0,Lunedì,Fossile,Residenziale,True,
1765.0464109928869,3729.0972206694983,17.709274431251796,2.0,0.0,1027.0,Lunedì,Eolica,Residenziale,False,887.835987825819
1706.922680981613,9242.59365212305,20.719557452091028,0.0,1.0,1001.0,Sabato,Solare,Residenziale,False,859.8772077264339
2451.158157029579,5285.287589750082,5.734325893164513,2.0,0.0,,Sabato,Fossile,Residenziale,True,
2536.1991814435332,4300.3063704875585,9.615374737999321,2.0,0.0,1010.0,Martedì,Fossile,Residenziale,,1270.9842031431665
2688.7623082442356,9943.27223124222,6.065695541900897,,1.0,,Mercoledì,Solare,Commerciale,True,1346.4008627846881
1281.1815705479266,7351.588395866983,9.450440749294758,2.0,2.0,934.0,Sabato,Fossile,Residenziale,False,643.8259174987518
2202.614018585615,1301.120560823782,14.062517757628777,0.0,0.0,1011.0,Lunedì,Fossile,Commerciale,True,1105.5257646200962
1593.1030211275277,530.0136133877897,13.244938289670957,0.0,2.0,1010.0,Martedì,Eolica,Residenziale,False,800.9249920506651
2176.4077073149083,5321.912165743754,14.0500453265036,0.0,2.0,1524.5284221994536,,Fossile,Commerciale,True,1092.8188672554054
1179.3938246888067,2523.6626448507172,16.318107190387185,0.0,0.0,1038.0,Mercoledì,Solare,,False,594.5923445015195
1827.2512446143592,6951.851003171997,17.38857643054467,2.0,2.0,1012.0,,Eolica,Residenziale,False,919.2421952363429
1821.074745609745,1197.866640701506,14.179947310435495,2.0,2.0,1004.0,Domenica,Solare,Residenziale,False,915.1913569980031
1762.381450566388,,16.602430208407004,1.0,0.0,,Mercoledì,Idroelettrica,Residenziale,False,886.171454345716
2580.8997873133553,1161.7300733341485,18.433407469188985,2.0,1.0,1042.0,Domenica,Solare,Commerciale,True,1296.1799158974345
1191.5113643860504,2952.671835895384,11.166356715220335,1.0,2.0,969.0,Venerdì,Fossile,Residenziale,False,599.5055892075914
2815.8745416761685,4532.252590295538,16.72506707282214,1.5429698311563047,1.0,1057.0,Sabato,Fossile,Commerciale,True,1413.154790959931
1815.8407707205242,,,0.0,0.0,1009.0,Lunedì,Idroelettrica,Residenziale,False,911.4065735937944
2634.669612674676,9789.42134980414,8.596780105290087,0.0,2.0456147265980538,973.0,,Eolica,Residenziale,True,1320.1138403689251
2062.382948296845,,4.859943481090095,1.0,0.0,1039.0,Mercoledì,Solare,Residenziale,True,1032.6494571927494
1794.836385694774,5173.957557190199,16.96829685276359,1.0,2.0,1019.0,Giovedì,Fossile,Residenziale,False,902.908681903216
1765.2404061041134,8517.814829019782,21.82908991627446,2.0,0.0,985.0,Martedì,Idroelettrica,Residenziale,False,889.168930026939
2008.976001766457,267.2123567944884,13.274688291803162,1.0,2.0,959.0,Lunedì,Fossile,Residenziale,True,1008.8704073707695
988.4646543533024,7627.048368919202,11.25188534769876,1.0,,1002.0,Lunedì,,Commerciale,False,498.0078927809608
1819.4055168003126,5776.220248570241,23.154564439433077,1.0,4.0,1046.0,Lunedì,Fossile,Residenziale,False,917.4491277319862
2758.7779607644798,3125.131259229026,17.505452758632032,0.0,0.0,931.0,Giovedì,Eolica,Residenziale,True,1384.6406162098294
2162.4120895979618,2575.4855895397486,27.465447288811,,2.0,992.0,Lunedì,Fossile,Commerciale,True,1085.1098039691624
1902.3107142718345,4041.7023987939715,7.2274656209881405,0.0,1.0,,Giovedì,Solare,Industriale,False,953.5235968222138
2210.11616792905,7227.047592016914,15.563118485186898,0.0,1.0,1006.0,Mercoledì,Eolica,Commerciale,True,
2287.791852404576,4085.2330834937165,16.78348521271688,2.0,3.0,983.0,Domenica,Fossile,Residenziale,True,
,9093.473799545864,13.264751820860761,0.0,1.0,964.0,Martedì,,Residenziale,True,1122.049457619432
2406.410198865184,6913.841593601249,15.526197203264907,1.0,0.0,1030.0,Giovedì,Fossile,Residenziale,True,1207.8629585935716
2732.5094082956252,9282.489472363124,6.8357310166690315,1.0,1.0,958.0,Martedì,Eolica,Residenziale,True,1368.5054234528134
2112.1634988340325,3452.358973920283,9.937707777858432,2.0,1.0,960.0,Domenica,Fossile,Commerciale,True,1059.2630617503737
2060.72569788963,9366.135673831046,14.220065395855174,2.0,2.0,961.0,Mercoledì,Fossile,Residenziale,True,1035.0288685635715
2056.672737024902,7734.884776630006,8.023139631224037,1.0,1.0,1006.0,Giovedì,Eolica,Residenziale,True,1030.9433104018183
2001.0515266085122,2822.9128182641825,14.362222996385913,2.0,0.0,1032.0,Sabato,Eolica,Commerciale,True,1004.8344302031719
2478.6321633717916,,13.373154345050509,1.0,4.0,1032.0,Giovedì,Solare,Residenziale,True,
1762.660760643637,4954.159291536447,27.957280267130606,1.0,1.0,973.0,Giovedì,Eolica,Commerciale,False,889.9175644019577
2133.638513207404,6026.8373151896685,27.465447288811,1.0,2.0,967.0,Domenica,Eolica,Industriale,True,1071.5474765430088
1867.9034362393245,1014.0005092409654,16.639456002412597,2.0,,1072.0,Lunedì,Solare,Residenziale,False,938.9435549203861
1442.8581333659376,6378.164067781765,13.416882937069412,0.0,0.0,980.0,Sabato,,Commerciale,False,
1964.2439006425782,5794.455810582871,,0.0,2.0,1061.0,Mercoledì,Fossile,Residenziale,False,989.1298403099046
2356.231412049541,3806.147488669972,22.479347258078626,2.0,2.0,974.0,Sabato,Solare,Commerciale,True,1185.2595102021942
,819.4205752510642,10.155236651449423,0.0,1.0,1020.0,Mercoledì,Fossile,Residenziale,False,829.1098469464428
1125.6096065277288,4662.786279642773,13.94844765065253,2.0,0.0,994.0,Mercoledì,Fossile,Residenziale,False,566.9893375590601
1733.0532105082118,2358.375894229865,4.484052041683002,2.0,0.0,956.0,Domenica,Eolica,Residenziale,False,867.8718208666108
1616.8462304859613,8041.59802770796,20.15257370019878,0.0,0.0,1062.0,Martedì,Fossile,Commerciale,False,814.4688873530403
1435.7279437684083,628.9971666759109,16.06684598538793,1.0,1.0,931.0,Giovedì,Fossile,Industriale,False,722.8840256798205
1855.6075672927636,8900.402704270999,16.188412985180268,2.0,0.0,1033.0,Sabato,Eolica,Residenziale,False,
1206.5984451884663,4656.617042469702,10.599602643112732,1.0,2.0,1013.0,Mercoledì,Fossile,Residenziale,False,606.8791033871669
1931.1778636094352,9651.238260440916,11.953364430294943,1.0,1.0,1011.0,Domenica,Fossile,Commerciale,False,969.3749411338061
2266.354626312589,9027.05458995194,14.371890979098911,,0.0,1020.0,Domenica,Eolica,Industriale,True,1137.4888804500242
1791.3116719432721,8305.454246150332,14.074117755993628,0.0,0.0,966.0,Martedì,Fossile,Industriale,False,899.8780712984342
1113.213004294099,,17.738746676750274,2.0,1.0,1037.0,Domenica,Fossile,Industriale,False,562.1281261500746
3028.5479101428423,1464.5573807244882,16.125224303513466,1.0,1.0,951.0,Lunedì,Fossile,Residenziale,True,1519.3115223624752
2433.589460845684,4033.822007633664,13.73658361594427,1.0,,1017.0,Lunedì,Solare,Residenziale,True,1220.9157055076253
1631.9616590755932,8151.500800218321,17.89317365752974,0.0,2.0,991.0,Giovedì,Solare,Residenziale,,821.7487816350555
2546.503773907356,2970.6051564914114,12.01808934004881,1.0,0.0,996.0,Martedì,Eolica,Residenziale,True,1276.8573137556925
3065.7333033658692,6263.763466679759,14.839223727703477,,1.0,1044.0,Sabato,Eolica,,True,1899.3282325649698
2211.7715665197093,9274.822512929633,10.322283062549774,2.0,2.0,,Venerdì,Fossile,Residenziale,True,1109.3824681786195
2030.7421801232697,1039.768547612493,5.658782794934732,0.0,2.0,1010.0,Domenica,Eolica,Industriale,,1017.4687249001153
2522.4351589765415,3915.9610451276326,12.523795139179128,,1.0,1044.0,Martedì,Fossile,Residenziale,True,1265.1747180300245
1862.7118795556485,427.6056824971963,13.376621360485956,0.0,0.0,945.0,Mercoledì,Eolica,,False,935.36892618597
,3156.5231064116037,14.552122453917834,0.0,,1006.0,Domenica,Eolica,Industriale,True,1252.3782293585139
2423.917878701459,6966.54287194779,10.15750964762945,1.0,1.0,1015.0,Mercoledì,Fossile,Residenziale,True,1215.2061922450184
1301.335418438929,9733.87470070452,16.272714189970674,1.0,1.0,1014.0,Lunedì,Eolica,Commerciale,False,655.7495234764558
1518.5237210065984,6592.0540434086215,11.696976655093943,1.0,1.0,1006.0,Mercoledì,Fossile,Commerciale,False,762.9709534998275
2161.274917121394,6477.90566239593,16.834731486918702,0.0,1.0,1002.0,Domenica,Solare,Commerciale,True,1085.8878780067728
2323.627960367483,9299.579893309012,15.505249682089314,2.0,0.0,1018.0,Martedì,Solare,Residenziale,True,1166.4655550883683
2396.281882142649,2439.6501352236755,15.763279675403808,1.0,0.0,1031.0,Martedì,,Residenziale,True,1202.8699249739457
1519.8953315484305,1768.531412901262,11.050583532986897,2.0,2.0,966.0,Mercoledì,Solare,Residenziale,False,763.6628408341113
1606.2039661933788,938.7282870294056,11.061773922224841,0.0,2.0,1016.0,Venerdì,Fossile,Industriale,,806.8205152733568
1424.2974265398257,839.4998889788596,5.8945682982168925,0.0,1.0,948.0,Giovedì,Idroelettrica,Commerciale,False,714.1170837593779
1478.6252587152617,3807.13778438356,8.853043101860019,2.0,2.0,997.0,Lunedì,Eolica,Industriale,False,742.3685422881888
1582.5652852921676,195.03972199829133,6.739882902563277,0.0,1.0,978.0,Lunedì,Eolica,Residenziale,,793.5046075168528
1184.980827248854,1483.7635427887963,16.97574299423804,0.0,2.0,965.0,Giovedì,Fossile,Residenziale,False,597.9831365226984
1987.6328094907738,5556.349865215871,10.107299544632498,1.0,1.0,974.0,Sabato,Eolica,Residenziale,False,997.0485946087766
2744.9810522921816,2375.015834713573,15.141402468950218,2.0,1.0,1009.0,Sabato,Eolica,Residenziale,True,
2286.6799338860565,,12.981406550370059,0.0,0.0,1039.0,Giovedì,Solare,Industriale,True,1147.2343889081392
1322.431565975727,3858.446916165368,13.607980010444479,1.0,0.0,1029.0,Mercoledì,Fossile,,False,665.2981769909968
,5886.488402833715,19.7608102401749,1.0,0.0,996.0,Martedì,Eolica,Industriale,True,1026.1197657408509
2114.7681726439173,826.0621155956027,17.798052363606708,1.0,1.0,985.0,Domenica,Solare,Commerciale,True,1062.9235020310407
1891.3732173992685,19.48740126927695,27.465447288811,0.0,1.0,974.0,Mercoledì,,Residenziale,False,951.5497673072327
1791.716215823352,9488.269048830438,16.250354041947485,2.0,1.0,961.0,Venerdì,Eolica,Industriale,False,900.9332141242603
1365.2336966997045,1877.65932337849,,0.0,3.0,1035.0,Sabato,Solare,Commerciale,False,687.5084269343442
2082.499198015225,502.8535525485156,20.5996483126185,0.0,1.0,1020.0,Lunedì,Idroelettrica,Commerciale,True,1899.3282325649698
2248.1272857203276,9995.226754149742,,1.0,0.0,977.0,Lunedì,Fossile,Residenziale,True,1130.1321048863322
1731.3765957504804,2073.4205486967785,7.287507575221185,0.0,1.0,1049.0,,Fossile,Residenziale,False,868.0745501478066
1167.2798481290663,9767.855842637335,3.939067377982802,0.0,1.0,969.0,Lunedì,Eolica,Commerciale,False,585.0216442779281
1575.1080974537063,3257.7889166213836,18.504930739798535,0.0,0.0,1037.0,Martedì,Eolica,Commerciale,False,793.1055279487927
3869.906700926867,111.76065834135107,17.335778915193334,0.0,0.0,1062.0,Venerdì,Solare,Industriale,False,923.3280676923177
1948.0216681082998,3943.8508587927977,17.81487799432066,0.0,0.0,987.0,Martedì,Fossile,Residenziale,False,979.355297452446
2866.677101450896,,22.113530061883445,2.0,1.0,957.0,Giovedì,Fossile,Commerciale,True,1440.172609744013
1332.9865146802063,3013.2284593344525,13.04539733814695,1.5429698311563047,0.0,981.0,Martedì,Fossile,Residenziale,False,670.4068765415473
1616.5558293785548,129.68113649683977,16.539842081501032,2.0,3.0,968.0,Sabato,Eolica,Commerciale,False,813.8398673137277
906.0529157745,6444.39307332438,21.04053733327684,1.0,0.0,1023.0,Lunedì,Solare,Residenziale,False,459.33861908723304
1754.7548704727149,1478.9165989368591,13.005648645430472,0.0,0.0,1079.0,Giovedì,Solare,Residenziale,False,881.2791298299866
2302.519991297811,2548.6770355290587,20.779064065925297,0.0,1.0,1011.0,Giovedì,Solare,Residenziale,True,1157.6937148686832
2075.2261904969705,9159.130727093598,27.465447288811,2.0,,,Lunedì,Fossile,Residenziale,True,
1539.537420988825,3186.1771589910127,17.59760798933955,0.0,0.0,1026.0,Giovedì,Fossile,Residenziale,False,775.0479928912143
1327.8777351952763,7553.623274274069,14.280244725293116,0.0,0.0,961.0,,Fossile,Commerciale,False,668.2229410152261
2187.879449745645,1070.4520880058287,18.598721161352458,1.0,1.0,982.0,Mercoledì,,Residenziale,True,1099.7193412212284
2344.9870466556563,7702.0575805170765,22.495295756716203,0.0,2.0,1026.0,Venerdì,Eolica,Residenziale,True,1179.642112054843
2509.595476504611,1919.1311564507607,20.99257630943413,2.0,2.0,1038.0,Giovedì,Solare,Residenziale,True,
1778.430548402795,8634.011460575097,6.726794901696277,0.0,2.0,1524.5284221994536,Giovedì,Solare,Commerciale,False,891.6333126719063
3016.6124715632855,2696.7046946294613,16.594886278934908,1.0,1.0,992.0,Lunedì,Fossile,Commerciale,True,1513.4847016653232
1911.0916384613793,,17.49500947156085,1.0,1.0,1524.5284221994536,Martedì,Eolica,,False,960.994322072158
1378.0952839853107,6641.043639936794,11.04480375570407,0.0,0.0,967.0,Lunedì,Idroelettrica,Commerciale,False,692.3610831193666
2374.66747974977,2822.200645385452,20.59314209842028,2.0,0.0,976.0,Giovedì,Fossile,Residenziale,True,1193.511682504411
2606.605914759577,8563.874337272122,23.195048255037356,1.0,0.0,,Mercoledì,Solare,Industriale,True,1310.2614718562997
2824.3408322541045,3528.1975042610193,12.071455386238817,1.0,3.0,1045.0,Venerdì,Idroelettrica,Residenziale,True,1416.391852742924
2716.1507007424025,5506.403084728332,16.72106315343541,2.0,2.0,988.0,Mercoledì,Fossile,Residenziale,True,1363.491669317232
1776.1882914767195,,13.297331526303008,1.5429698311563047,0.0,,Venerdì,Eolica,Commerciale,False,892.0833451962507
1487.633728546482,9356.045610004881,12.527487245208363,1.0,0.0,1001.0,Venerdì,Solare,Residenziale,,747.5751104468035
2173.827068949149,964.2313127931235,16.950497326564967,1.0,0.0,1012.0,Domenica,,Commerciale,True,1091.998683672544
2282.2454456717824,7592.061324424936,13.970016018089693,1.0,3.0,942.0,Mercoledì,Fossile,Residenziale,True,1145.913727641318
1840.2652216957968,5545.097930940482,11.966373763410697,0.0,0.0,1036.0,Domenica,Fossile,Residenziale,False,923.7225229769216
2597.076270403517,2254.349754689732,16.82892746993316,,1.0,1002.0,Martedì,Idroelettrica,Residenziale,True,1303.7868134427385
1562.4348427981881,8104.433607599639,,2.0,0.0,1033.0,Lunedì,Fossile,Residenziale,False,786.9039484848194
1656.4705237022658,3500.1535108344183,15.607612555997132,2.0,0.0,1062.0,Giovedì,Idroelettrica,Residenziale,False,832.9175456179321
2083.371963850442,7862.570856251413,16.900056002126334,2.0,1.0,1000.0,Sabato,Fossile,Commerciale,True,1046.955998725859
2163.001205870371,2865.882714296355,17.39682630034344,2.0,4.0,953.0,Giovedì,Fossile,Commerciale,True,1087.5196508252884
2762.035312547736,4248.4957632062415,17.158509798979278,2.0,0.0,989.0,Mercoledì,Fossile,Residenziale,True,1386.1652092135616
1217.3989448832247,8969.820222019685,15.026093302290857,1.0,1.0,1043.0,Venerdì,Eolica,Residenziale,False,613.4073004322996
1967.999841425519,7176.437853177583,8.219554935430383,1.0,2.0,993.0,Domenica,Solare,Residenziale,False,986.8657871933885
1987.1385177870882,5792.192861489931,11.824432055998216,2.0,0.0,1013.0,Mercoledì,Solare,Commerciale,False,997.1165885103436
1594.376724231694,5423.895448478688,16.764649279385218,,2.0456147265980538,1009.0,,Solare,Residenziale,,802.4177568996625
1508.6164707633836,2121.5827171747824,7.764594907536178,2.0,1.0,1029.0,Domenica,Eolica,Commerciale,False,756.8376138539527
1504.6554172425954,1298.5734765586155,9.684144248337196,2.0,1.0,,Sabato,Idroelettrica,Residenziale,False,755.4329518957989
2297.5199177345844,4199.651291718073,13.206202527361976,0.0,0.0,966.0,Sabato,Fossile,Residenziale,True,1152.7218196255008
1754.3390401782178,9107.205125528251,18.570996434383503,2.0,0.0,998.0,Sabato,Solare,Residenziale,False,882.740819019424
2348.3370878179717,1104.9339338450459,11.03565249162276,2.0,3.0,959.0,Mercoledì,Fossile,Commerciale,True,
1353.7659978215024,3712.334632485842,10.483633538576916,1.0,0.0,1040.0,Sabato,Solare,,False,
2409.845009920297,7568.6828920859225,,2.0,1.0,1001.0,Lunedì,Fossile,Commerciale,True,1211.839941104619
3095.246454484682,5392.830715500817,9.463815464215095,0.0,2.0,1040.0,Giovedì,Fossile,Industriale,True,1550.8623718816057
,4637.849985032123,15.89226334656347,2.0,1.0,977.0,Sabato,Eolica,,False,949.5622650351893
,8458.575779504581,12.058582540028405,0.0,2.0,1016.0,Martedì,Solare,Commerciale,True,1028.2772421553952
1902.276055974867,4276.217339148458,11.078603774182719,0.0,0.0,979.0,,Solare,Residenziale,False,954.4616091196883
1563.432491286978,1486.7670940993028,9.857990202928793,2.0,0.0,1524.5284221994536,Mercoledì,Eolica,Residenziale,False,784.6736427043676
2221.7839649782886,6552.928343797336,8.362336609519726,1.0,1.0,991.0,Lunedì,Fossile,Commerciale,True,1113.6006834720004
1630.5478797111912,5712.0008922376455,7.232668795379026,1.0,0.0,943.0,Martedì,Fossile,Residenziale,False,
1443.4381474166648,3141.917922002454,6.84964073881665,1.0,1.0,1004.0,Mercoledì,Fossile,Residenziale,False,723.9739659299775
1462.37460775844,6185.535519209831,9.411716995229021,1.0,4.0,1048.0,Sabato,Eolica,Residenziale,False,734.8108189777887
2188.3126417343296,6014.925417127819,19.674561087531877,1.0,0.0,1058.0,Mercoledì,Eolica,Industriale,True,1100.0586891934245
2029.910578152066,4321.315469205537,14.777242646144211,2.0,3.0,949.0,Sabato,Eolica,Commerciale,True,1019.9884618698762
1906.9851882730163,4447.291872329634,7.6748595717228865,0.0,1.0,970.0,Domenica,Fossile,Commerciale,False,955.995052008025
1810.318095070268,3166.8190037557442,20.854397238810023,1.0,0.0,1001.0,Mercoledì,Fossile,Industriale,False,911.415366706777
1768.4532854726624,641.2834556098368,14.495803334682735,1.0,0.0,1070.0,Venerdì,Fossile,Commerciale,False,888.5753837367361
1715.9953775715173,898.0445405716774,15.845751446363437,0.0,1.0,1052.0,Domenica,Idroelettrica,Residenziale,False,862.9514142196678
1890.0907054932468,1195.9566393544142,10.814221334099246,1.0,0.0,980.0,Sabato,Fossile,Residenziale,False,948.2896191468532
2344.1362109164693,5607.160947868289,20.698333456460418,0.0,0.0,990.0,Domenica,Fossile,Residenziale,True,1178.2776054951728
2361.7822902860776,7830.0184260017995,10.940891945083631,1.5429698311563047,1.0,997.0,Martedì,Fossile,Residenziale,True,1184.3734127265639
1817.0250165060786,7601.369950296709,13.164733750697533,,0.0,965.0,Venerdì,Solare,Commerciale,False,912.4619283782486
1672.2554529070267,4023.7566298228753,15.095101661244016,1.0,2.0456147265980538,944.0,Giovedì,Fossile,Residenziale,False,840.6562569518866
1793.475053565291,1771.66401338003,24.749596040927916,1.0,,969.0,Giovedì,Fossile,Commerciale,False,904.362405594924
1998.1946700958429,9797.306864201517,12.373008012770823,0.0,2.0,990.0,Giovedì,,Commerciale,True,1003.2092374517526
1844.5124769715153,2171.8838020598564,14.52755410940022,1.0,1.0,931.0,Giovedì,Fossile,Commerciale,False,926.8145047185777
2388.169738220218,8903.267612824353,18.799452670833688,2.0,2.0,1043.0,Domenica,,Residenziale,True,1200.124704911359
